"","TrueCoef","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.10","psrf","MCMC.mode"
"beta[1]",3.18277525017038,3.02178,3.1453,3.2689,3.145346243625,0.0633686518009006,NA,0.000223880719266601,0.4,80115,-0.00111261050601094,1.00000208701007,3.14306435105792
"beta[2]",-8.19309580555282,-8.32201,-8.20983,-8.09545,-8.209700343625,0.0576211401311884,NA,0.000201677567002183,0.4,81630,0.00241935848084888,0.999997425920026,-8.21067388112241
"beta[3]",-11.7401519132065,-11.8923,-11.7651,-11.6378,-11.7650526225,0.0650085797246445,NA,0.000229840037793013,0.4,80000,0.00104441981442863,1.00001679426569,-11.7689166844091
"beta[4]",-1.79054295411333,-1.9235,-1.79986,-1.67721,-1.7996019515,0.0630127667271584,NA,0.000220112923156521,0.3,81953,0.00358193937609193,1.00000824344319,-1.80091250497182
"beta[5]",2.94679750921205,2.77996,2.905,3.03018,2.90513616425,0.0639834891352296,NA,0.000227332535129725,0.4,79216,0.00377937375283627,1.00002510023059,2.90266727222396
"beta[6]",0,0,0,0,4.490990775e-06,0.00106202306863338,NA,3.75481856803577e-06,0.4,80000,-3.94214205108332e-05,1.17100955522183,0
"beta[7]",0,0,0,0,-4.993975e-06,0.000754305453299033,NA,2.66687250556911e-06,0.4,80000,-4.51589277720607e-05,1.04456644695579,0
"beta[8]",0,0,0,0,1.501472125e-05,0.00143936705571483,NA,5.08893102856264e-06,0.4,80000,-8.0534398305495e-05,1.05735583199171,0
"beta[9]",0,0,0,0,-1.24338925e-05,0.00110766759984875,NA,3.91619635576818e-06,0.4,80000,-0.000154134685500808,1.04958958395143,0
"beta[10]",0,0,0,0,-1.21667375e-05,0.00110847339548361,NA,3.9190452735554e-06,0.4,80000,-9.49529210588208e-05,1.01398478656587,0
"beta[11]",0,0,0,0,-3.48305625e-06,0.000575325522424257,NA,2.34875660989926e-06,0.4,60000,-6.62087887306046e-05,1.10117980528566,0
"beta[12]",0,0,0,0,3.8003333375e-06,0.000666605499150657,NA,2.35680634412878e-06,0.4,80000,-2.64034336228823e-05,1.08010988534659,0
"beta[13]",0,0,0,0,-0.00010590673775,0.00419237737962095,NA,1.60847308837937e-05,0.4,67935,-0.00061421041467276,1.00331452367648,0
"beta[14]",0,0,0,0,-3.575784625e-06,0.000652581213223017,NA,2.66415164687112e-06,0.4,60000,NA,1.06300048591714,0
"beta[15]",0,0,0,0,1.40356e-06,0.000893171038393893,NA,3.15783649003776e-06,0.4,80000,-3.07248427706149e-05,1.05134506869384,0
"beta[16]",0,0,0,0,-5.7316625e-07,0.000223910287069471,NA,1.11955143534733e-06,0.5,40000,NA,1.18747503494007,0
"beta[17]",0,0,0,0,2.63484675e-05,0.00199828290087597,NA,7.06499694969335e-06,0.4,80000,0.0209044955368644,1.05705472444991,0
"beta[18]",0,0,0,0,6.03926575e-06,0.000925423852738591,NA,3.27186740871608e-06,0.4,80000,-5.60152543266499e-05,1.04005513531001,0
"beta[19]",0,0,0,0,5.9025575e-07,0.00034396069837633,NA,1.21608471141795e-06,0.4,80000,-5.94280987156545e-05,1.0932206202285,0
"beta[20]",0,0,0,0,-1.2338775e-05,0.0012588328016095,NA,4.45064605199025e-06,0.4,80000,-7.44644403443152e-05,1.02922186468543,0
"beta[21]",0,0,0,0,8.3943445e-06,0.000936204185006388,NA,3.30998163896619e-06,0.4,80000,-5.30222308314596e-05,1.12904170296169,0
"beta[22]",0,0,0,0,-1.560734625e-06,0.000583475279841137,NA,2.06289663515156e-06,0.4,80000,-3.10554902194705e-05,1.01486954894216,0
"beta[23]",0,0,0,0,0.000148006575625,0.00495048586349023,NA,1.8217713336595e-05,0.4,73843,-0.000832635171944048,1.00271169012477,0
"beta[24]",0,0,0,0,-2.2295845e-06,0.000390497324060459,NA,1.59419864978411e-06,0.4,60000,-6.25470354369724e-05,1.21932293396736,0
"beta[25]",0,0,0,0,-6.17941250000001e-07,0.000838797093765258,NA,3.42437479575769e-06,0.4,60000,-3.62291253341732e-05,1.18075358652574,0
"beta[26]",0,0,0,0,-1.671594625e-06,0.000455377041973105,NA,1.85906898902012e-06,0.4,60000,NA,1.14698082671755,0
"beta[27]",0,0,0,0,-2.429645e-06,0.00062926646687477,NA,2.22479292950228e-06,0.4,80000,-2.65724871399117e-05,1.12070694549684,0
"beta[28]",0,0,0,0,-1.73058625e-06,0.000285773774879688,NA,1.42886887439871e-06,0.5,40000,NA,1.18425628009402,0
"beta[29]",0,0,0,0,-7.53077125e-06,0.00120858252357926,NA,4.93401749135781e-06,0.4,60000,NA,1.19383189462093,0
"beta[30]",0,0,0,0,-5.438427625e-06,0.000685625777460108,NA,2.79905551545979e-06,0.4,60000,NA,1.12800739570819,0
"beta[31]",0,0,0,0,2.9984964375e-05,0.00208126467716381,NA,7.72983540627232e-06,0.4,72496,-0.000218291531101991,1.04725413327067,0
"beta[32]",0,0,0,0,-1.404571625e-05,0.00127714214253692,NA,4.48709823073452e-06,0.4,81012,-0.000106561100990227,1.04136110793118,0
"beta[33]",0,0,0,0,1.25765625e-06,0.000369553756707831,NA,1.30656983690538e-06,0.4,80000,-3.7417874156885e-05,1.07378370134807,0
"beta[34]",0,0,0,0,-9.7590035e-06,0.00104365155556006,NA,3.68986546066247e-06,0.4,80000,-0.000111533437157885,1.15783043932352,0
"beta[35]",0,0,0,0,-2.119585e-06,0.000341538516869853,NA,1.20752100657509e-06,0.4,80000,-2.4765052900347e-05,1.15061605255339,0
"beta[36]",0,0,0,0,3.17059425e-06,0.000850326805379171,NA,3.00635925154152e-06,0.4,80000,-4.94319528797329e-05,1.05644622737672,0
"beta[37]",0,0,0,0,1.27416205e-05,0.00133119626617503,NA,4.95557357593731e-06,0.4,72160,-0.00011786290253201,1.05085071227274,0
"beta[38]",0,0,0,0,9.66559e-07,0.000614842445333426,NA,1.83771813697123e-06,0.3,111936,-3.58602554874929e-06,1.09024408896431,0
"beta[39]",0,0,0,0,6.56989375e-06,0.000987620248605546,NA,4.03194278120692e-06,0.4,60000,-6.93969093864111e-05,1.22427543692461,0
"beta[40]",0,0,0,0,-2.16770125000001e-07,0.000280713608876185,NA,1.14600850933629e-06,0.4,60000,-3.14699358812125e-05,1.12243621173484,0
"beta[41]",0,0,0,0,1.48483325e-05,0.00139578616050502,NA,4.93484929589721e-06,0.4,80000,-9.88552194182933e-05,1.03997632316331,0
"beta[42]",0,0,0,0,9.72892e-06,0.00103889743761618,NA,4.24128102874133e-06,0.4,60000,-0.000116279737310943,1.05526633195706,0
"beta[43]",0,0,0,0,1.9140225e-06,0.000652628463151705,NA,2.30739005944992e-06,0.4,80000,-3.27798384842321e-05,1.12361893823259,0
"beta[44]",0,0,0,0,-4.25820875e-06,0.000848535292229877,NA,3.46413082451111e-06,0.4,60000,NA,1.08664486529506,0
"beta[45]",0,0,0,0,5.732576625e-06,0.000721607220624237,NA,2.55126679528294e-06,0.4,80000,-6.77090423696044e-05,1.05937334246599,0
"beta[46]",0,0,0,0,-5.55048625e-06,0.000649338767223008,NA,2.29575922795351e-06,0.4,80000,-4.92118725507656e-05,1.07909733543189,0
"beta[47]",0,0,0,0,1.68052225e-05,0.00142713903028292,NA,5.27928855536039e-06,0.4,73077,-0.000113243009282063,1.10818163222319,0
"beta[48]",0,0,0,0,-3.321717625e-06,0.00058018422243706,NA,2.05126099011358e-06,0.4,80000,-7.7867832938832e-05,1.24539199758814,0
"beta[49]",0,0,0,0,-8.208419375e-05,0.00350516289171688,NA,1.26463978001708e-05,0.4,76821,-0.000568017396002241,1.01473485979471,0
"beta[50]",0,0,0,0,-3.96506375e-06,0.000600860257972021,NA,2.45300173124738e-06,0.4,60000,-8.9480284094111e-05,1.12611191786791,0
"beta[51]",0,0,0,0,1.28625375e-06,0.000609146429251062,NA,2.48682988383907e-06,0.4,60000,-3.29720539254044e-05,1.20320058791335,0
"beta[52]",0,0,0,0,-4.126156375e-06,0.000796030398104167,NA,3.98015199052017e-06,0.5,40000,-5.40556266648876e-05,1.14521610288572,0
"beta[53]",0,0,0,0,6.097490625e-06,0.0010092306876295,NA,3.56816931502188e-06,0.4,80000,-3.93262697266184e-05,1.074617161428,0
"beta[54]",0,0,0,0,4.342019275e-05,0.00231203213950662,NA,8.49673340161899e-06,0.4,74043,-0.000360085122405903,1.03045508004375,0
"beta[55]",0,0,0,0,-1.0049325e-06,0.000714500833597964,NA,2.91693743851342e-06,0.4,60000,-1.75621298113998e-05,1.11488823384717,0
"beta[56]",0,0,0,0,7.460597975e-06,0.000967270779757095,NA,3.41981863804989e-06,0.4,80000,-6.97870984137509e-05,1.13863689475181,0
"beta[57]",0,0,0,0,-8.50118675e-06,0.00101000900720472,NA,3.57092109026969e-06,0.4,80000,-7.48417646865887e-05,1.16070214032274,0
"beta[58]",0,0,0,0,0.000102484048625,0.00387331853087991,NA,1.40459550743016e-05,0.4,76044,-0.000688544205755463,1.03017548664435,0
"beta[59]",0,0,0,0,-2.198948225e-05,0.00164352916102145,NA,5.81075307418043e-06,0.4,80000,-0.00013546351284707,1.0225828395582,0
"beta[60]",0,0,0,0,-8.705779875e-06,0.000965429149571438,NA,3.41330749208565e-06,0.4,80000,-7.05010017915125e-05,1.06775593755079,0
"beta[61]",0,0,0,0,2.3837885e-06,0.000414313688015878,NA,1.69142854848272e-06,0.4,60000,-2.33205769211446e-05,1.0717757941954,0
"beta[62]",0,0,0,0,-2.02405375e-06,0.000590883588179793,NA,2.41227214737571e-06,0.4,60000,-4.6229472998031e-05,1.06908430031224,0
"beta[63]",0,0,0,0,-4.87720000000006e-08,0.000508170378137259,NA,1.79665360189463e-06,0.4,80000,-3.53353809744434e-05,1.19691007772672,0
"beta[64]",0,0,0,0,-1.512991875e-05,0.00133118115204064,NA,4.70643609797885e-06,0.4,80000,-0.000101652621502412,1.05863216181229,0
"beta[65]",0,0,0,0,-7.165574e-06,0.000847976411502008,NA,2.99804935429685e-06,0.4,80000,-7.20594685168497e-05,1.02238102768577,0
"beta[66]",0,0,0,0,6.6282704625e-05,0.00336337791303677,NA,1.18913366500068e-05,0.4,80000,-0.000363704645952998,1.02077384113116,0
"beta[67]",0,0,0,0,-1.275851e-06,0.000630019329736322,NA,2.57204314324063e-06,0.4,60000,-1.81810741959399e-05,1.13618157580831,0
"beta[68]",0,0,0,0,-4.66512375e-06,0.000859116374352934,NA,3.03743507066672e-06,0.4,80000,-3.5088553696895e-05,1.05253054961559,0
"beta[69]",0,0,0,0,8.41885e-06,0.00123841496034724,NA,4.37845808192149e-06,0.4,80000,-5.96869589340635e-05,1.11583285111356,0
"beta[70]",0,0,0,0,-2.20847925e-06,0.000869859918727334,NA,3.55118824763361e-06,0.4,60000,-2.84417732704352e-05,1.15041611744887,0
"beta[71]",0,0,0,0,-1.0044519375e-05,0.00110014605062321,NA,4.49132744427534e-06,0.4,60000,-0.000109960704598225,1.10573727143527,0
"beta[72]",0,0,0,0,1.3265666e-05,0.00133961823347988,NA,4.73626568547386e-06,0.4,80000,-0.000112387390463647,1.01394106657187,0
"beta[73]",0,0,0,0,3.10162499999999e-07,0.000807872090569515,NA,3.29812399888501e-06,0.4,60000,NA,1.07573183661439,0
"beta[74]",0,0,0,0,4.41666825e-06,0.00068728570454103,NA,2.42992191146708e-06,0.4,80000,-4.8449407785562e-05,1.14498107376951,0
"beta[75]",0,0,0,0,-3.668121375e-06,0.000570253843970242,NA,2.0161518003452e-06,0.4,80000,-4.44833631234607e-05,1.04330046278414,0
"beta[76]",0,0,0,0,3.922675e-07,0.000385735153692684,NA,1.92867576846318e-06,0.5,40000,-4.20421803189588e-05,1.24067057915531,0
"beta[77]",0,0,0,0,2.23017e-06,0.000557216694323516,NA,1.97005851573228e-06,0.4,80000,-4.90404534668585e-05,1.05772012486893,0
"beta[78]",0,0,0,0,1.730715e-06,0.000357433013131586,NA,1.78716506565721e-06,0.5,40000,NA,1.18017086479562,0
"beta[79]",0,0,0,0,-4.1587875e-07,0.000171324457587387,NA,6.99429169246978e-07,0.4,60000,-4.08491550222157e-05,1.22527895990746,0
"beta[80]",0,0,0,0,-3.981666875e-06,0.000625638356531325,NA,2.21196562236854e-06,0.4,80000,-6.19114692476813e-05,1.07244057810369,0
"beta[81]",0,0,0,0,8.60062625e-06,0.000856872657950341,NA,3.02950233525013e-06,0.4,80000,-0.000126537447187573,1.03020403087678,0
"beta[82]",0,0,0,0,1.93641175e-06,0.000431318763902906,NA,2.1565938195145e-06,0.5,40000,NA,1.29052062997099,0
"beta[83]",0,0,0,0,-8.29788750000001e-07,0.000517449952675546,NA,2.11248058580391e-06,0.4,60000,-2.66373706659575e-05,1.1096226334987,0
"beta[84]",0,0,0,0,4.9594351425e-06,0.000988914097046452,NA,3.49633932016216e-06,0.4,80000,-4.15412606462912e-05,1.05007566017699,0
"beta[85]",0,0,0,0,-2.8417647e-05,0.00192766397191278,NA,6.81532133194346e-06,0.4,80000,-0.000185672698861794,1.05503529580136,0
"beta[86]",0,0,0,0,-3.82789e-06,0.000560950410653597,NA,2.2900704618425e-06,0.4,60000,NA,1.1541841111774,0
"beta[87]",0,0,0,0,2.503823e-05,0.00184829792182235,NA,6.53471997086837e-06,0.4,80000,-0.000167669323298488,1.04323848093171,0
"beta[88]",0,0,0,0,-2.99707775e-06,0.00074965491865643,NA,2.65043038265895e-06,0.4,80000,-4.23166080786955e-05,1.03551111454147,0
