"","beta[2]","beta[4]","beta[15]","beta[26]","beta[29]","beta[41]","beta[52]","beta[64]","beta[81]","beta[86]","beta[87]","beta[105]","beta[133]","beta[148]","beta[158]","beta[162]","beta[165]","beta[209]","beta[228]","beta[241]"
"9153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.97009,0,-6.73958,0
"9154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.91179,0,-6.83431,0
"9155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.05015,0,-6.62387,0
"9156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.21256,0,-6.83644,0
"9157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18002,0,-6.9836,0
"9158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.96437,0,-7.4809,0
"9159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.61123,0,-7.07009,0
"9160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.65135,0,-7.09579,0
"9161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.61642,0,-7.37366,0
"9162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.98911,0,-7.0049,0
"9163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.84199,0,-7.18989,0
"9164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.13315,0,-6.64788,0
"9165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.97383,0,-6.85748,0
"9166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.98376,0,-6.74883,0
"9167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.90993,0,-6.29306,0
"9168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.75049,0,-6.53505,0
"9169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.80255,0,-6.73837,0
"9170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.63492,0,-6.35787,0
"9171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5627,0,-6.5083,0
"9172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.21182,0,-7.04072,0
"9173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.98303,0,-6.86051,0
"9174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.27488,0,-7.21714,0
"9175",0,0,0,0,0,0,-0.228175,0,0,0,0,0,0,0,0,0,-4.12317,0,-7.08348,0
"9176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.03032,0,-7.01888,0
"9177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.77053,0,-7.15399,0
"9178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.90855,0,-7.31721,0
"9179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33545,0,-7.72481,0
"9180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.49191,0,-7.58213,0
"9181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.13615,0,-7.38757,0
"9182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.97302,0,-7.30686,0
"9183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.74298,0,-7.32603,0
"9184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.39149,0,-7.07926,0
"9185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.99191,0,-7.12845,0
"9186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.68508,0,-7.08976,0
"9187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.47479,0,-7.04296,0
"9188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.73371,0,-7.02727,0
"9189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7916,0,-6.89196,0
"9190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.71026,0,-6.8601,0
"9191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.62745,0,-7.01841,0
"9192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.70798,0,-6.92033,0
"9193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.90637,0,-6.74165,0
"9194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.12971,0,-7.23576,0
"9195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.41135,0,-7.362,0
"9196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.95881,0,-6.71807,0
"9197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.2953,0,-7.18352,0
"9198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.85087,0,-7.01129,0
"9199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.04938,0,-7.27725,0
"9200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1517,0,-6.8394,0
"9201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.15146,0,-6.93327,0
"9202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.32793,0,-6.71281,0
"9203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1243,0,-7.0563,0
"9204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.42105,0,-6.88,0
"9205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.97921,0,-6.98854,0
"9206",0,-0.608367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.71398,0,-6.71201,0
"9207",0,-0.514069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.36257,0,-7.27517,0
"9208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.71015,0,-7.14693,0
"9209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1722,0,-6.70005,0
"9210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.04559,0,-7.12028,0
"9211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.12558,0,-6.89417,0
"9212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.89097,0,-6.77499,0
"9213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.41718,0,-6.66955,0
"9214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.22276,0,-6.566,0
"9215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.16145,0,-6.52972,0
"9216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.59883,0,-6.80066,0
"9217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.64733,0,-6.6412,0
"9218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.75054,0,-7.02104,0
"9219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.91806,0,-7.26976,0
"9220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.57594,0,-6.84224,0
"9221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.05808,0,-6.83609,0
"9222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.09428,0,-7.3132,0
"9223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.14645,0,-7.41567,0
"9224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.88075,0,-7.40478,0
"9225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.71934,0,-7.20575,0
"9226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.50302,0,-7.42318,0
"9227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.12553,0,-7.3036,0
"9228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.17106,0,-7.16997,0
"9229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.30378,0,-6.8281,0
"9230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.02527,0,-7.00452,0
"9231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.77914,0,-6.86532,0
"9232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.70092,0,-7.10263,0
"9233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.8739,0,-6.92005,0
"9234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.98207,0,-6.80141,0
"9235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.81657,0,-6.94064,0
"9236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.81585,0,-7.59085,0
"9237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.76309,0,-8.18331,0
"9238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.77238,0,-7.65258,0
"9239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.34597,0,-7.27141,0
"9240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.21414,0,-7.22707,0
"9241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.17089,0,-6.76231,0
"9242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.92644,0,-7.23587,0
"9243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.30645,0,-7.7785,0
"9244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.53588,0,-7.51686,0
"9245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.97766,0,-7.07399,0
"9246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.02014,0,-6.64388,0
"9247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.36931,0,-6.99347,0
"9248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.77714,0,-7.33598,0
"9249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5949,0,-7.67482,0
"9250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.48158,0,-7.16761,0
"9251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18328,0,-6.92975,0
"9252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.04077,0,-6.50934,0
"9253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.15943,0,-6.40407,0
"9254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8087,0,-6.97852,0
"9255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.23115,0,-6.8371,0
"9256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75446,0,-6.92252,0
"9257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4607,0,-7.70797,0
"9258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53227,0,-7.30239,0
"9259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3903,0,-7.26121,0
"9260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.85626,0,-6.7872,0
"9261",0,0,0,0,-0.587045,0,0,0,0,0,0,0,0,0,0,0,-3.06723,0,-6.64587,0
"9262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.21863,0,-7.23181,0
"9263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.20723,0,-6.87797,0
"9264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.87574,0,-6.37114,0
"9265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52637,0,-6.38476,0
"9266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.83257,0,-6.78096,0
"9267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54955,0,-7.12038,0
"9268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.14165,0,-6.87137,0
"9269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.18063,0,-6.77299,0
"9270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.96242,0,-6.76229,0
"9271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.75813,0,-6.57037,0
"9272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4637,0,-6.98974,0
"9273",0,0,0,0.4555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.57637,0
"9274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.11881,0
"9275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.2876,0
"9276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.2819,0
"9277",0,0,0,0,0,0,0,0,0,0,1.13604,0,0,0,0,0,0,0,-7.58341,0
"9278",0,0,0,0,0,0,0,0,0,0,0.680086,0,0,0,0,0,0,0,-7.82052,0
"9279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.49699,0
"9280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.19839,0
"9281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.14653,0
"9282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.26862,0
"9283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.829767,0,-7.00549,0
"9284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.77951,0
"9285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.48641,0
"9286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.38291,0
"9287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.33613,0
"9288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.37102,0
"9289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.71318,0
"9290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.75487,0
"9291",0,0,0,-0.595267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.71815,0
"9292",0,0,0,-0.896475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.18719,0
"9293",0,0,0,-1.34018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.75819,0
"9294",0,0,0,-1.42505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.85737,0
"9295",0,0,0,-1.38722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.83708,0
"9296",0,0,0,-1.8262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6657,0
"9297",0,0,0,-1.80068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.82223,0
"9298",0,0,0,-1.62006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.12781,0
"9299",0,0,0,-1.25386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.79283,0
"9300",0,0,0,-2.14865,0,0.0106112,0,0,0,0,0,0,0,0,0,0,0,0,-6.57845,0
"9301",0,0,0,-1.59195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.89403,0
"9302",0,0,0,-1.45846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.2856,0
"9303",0,0,0,-1.4338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.18783,0
"9304",0,0,0,-1.74827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.12604,0
"9305",0,0,0,-1.46901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.59902,0
"9306",0,0,0,-1.4779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.47143,0
"9307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.06898,0
"9308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.21159,0
"9309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.06659,0
"9310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.61054,0
"9311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.38954,0
"9312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.35027,0
"9313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.48876,0
"9314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.55647,0
"9315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.12149,0
"9316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.43618,0
"9317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.6776,0
"9318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.58419,0
"9319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.00614,0
"9320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.90997,0
"9321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.24042,0
"9322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.04286,0
"9323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.27163,0
"9324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.69828,0
"9325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.86849,0
"9326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.77971,0
"9327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67236,0
"9328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.05484,0
"9329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.33486,0
"9330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.25198,0
"9331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.09397,0
"9332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.23144,0
"9333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.22925,0
"9334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.58741,0
"9335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.15581,0
"9336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.44388,0
"9337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.09878,0
"9338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.90272,0
"9339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.37117,0
"9340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.49653,0
"9341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.59899,0
"9342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.19011,0
"9343",0,0,0,0,0.456726,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.13822,0
"9344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.15197,0
"9345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.0148,0
"9346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6479,0
"9347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.56658,0
"9348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.4491,0
"9349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.19961,0
"9350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.819803,0,0,-7.59371,0
"9351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799832,0,0,-7.34063,0
"9352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.14379,0,0,-6.9421,0
"9353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.25018,0,0,-6.92204,0
"9354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.30464,0,0,-7.43585,0
"9355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.17951,0,0,-7.38184,0
"9356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.36027,0,0,-7.44938,0
"9357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.749708,0,0,-6.99996,0
"9358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.439313,0,0,-7.03148,0
"9359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.34742,0
"9360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.21715,0
"9361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.71373,0
"9362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.5824,0
"9363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.65551,0
"9364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.38252,0
"9365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.87506,0
"9366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.82021,0
"9367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.01401,0
"9368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.83127,0
"9369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.82451,0
"9370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.98374,0
"9371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.78523,0
"9372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.750703,0,0,0,-6.41857,0
"9373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.59034,0
"9374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.96947,0
"9375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.02248,0
"9376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.68586,0
"9377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.29821,0
"9378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.2068,0
"9379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.41297,0
"9380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.55683,0
"9381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.99313,0
"9382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.46839,0
"9383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.398,0
"9384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.50693,0
"9385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.41307,0
"9386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.85426,0
"9387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.65207,0
"9388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.77758,0
"9389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.81935,0
"9390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.91704,0
"9391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.66264,0
"9392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.68696,0
"9393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.37957,0
"9394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.50166,0
"9395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.4481,0
"9396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95082,0
"9397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.69344,0
"9398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.44846,0
"9399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.45225,0
"9400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.45092,0
"9401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.71606,0
"9402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.30947,0
"9403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.55681,0
"9404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.5264,0
"9405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.36692,0
"9406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.7602,0
"9407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95566,0
"9408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.75304,0
"9409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.19562,0
"9410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.33174,0
"9411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.00197,0
"9412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.16567,0
"9413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.82463,0
"9414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.69302,0
"9415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.68086,0
"9416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.05515,0
"9417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.08642,0
"9418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.15758,0
"9419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.15052,0
"9420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.24773,0
"9421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.23966,0
"9422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.42619,0
"9423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.17257,0
"9424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.23887,0
"9425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.45414,0
"9426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.75464,0
"9427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93599,0
"9428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.72614,0
