"","TrueCoef","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.10","psrf","MCMC.mode"
"beta[1]",-2.29565246030688,-2.14772,0,0,-0.21350736127428,0.642593163255362,NA,0.00436981996622866,0.7,21624,0.248408868416817,1.6587973761205,0
"beta[2]",-6.74704845508045,-6.74483,0,0,-1.57043842179162,2.27958622104207,NA,0.0485697418817176,2.1,2203,0.756965387347909,1.82884904497097,0
"beta[3]",6.81139266563064,0,0,6.73154,0.687269432801338,2.01535185207472,NA,0.0483911618951653,2.4,1734,0.758236363742533,1.665403632156,0
"beta[4]",-6.61445594837374,-6.51817,0,0,-0.651316034573875,1.95103836790999,NA,0.0173817074472994,0.9,12599,0.667809333087106,1.66436947176673,0
"beta[5]",-12.5743785028564,-12.6444,-5.185015,0,-4.85599914759513,3.58356893012754,NA,0.494356863453015,13.8,53,0.982772654628369,1.25387090143588,-12.6412167423913
"beta[6]",-2.81446057604626,-2.86996,0,0,-0.29260141951825,0.862495279377702,NA,0.0191652285113314,2.2,2025,0.650793482277596,1.67837210634931,0
"beta[7]",0.141705337446183,0,0,0,-0.0008607986907625,0.0427733814915572,NA,0.000321362943398772,0.8,17716,0.451646785446125,1.1289670762637,0
"beta[8]",-1.81728495263346,-1.70845,0,0,-0.16901713009425,0.510224288989764,NA,0.00318711725585811,0.6,25629,0.328962644493798,1.65448548417994,0
"beta[9]",-2.71514720283449,-2.72432,0,0,-0.320220154194175,0.838873836294039,NA,0.00931447545470495,1.1,8111,0.508847056541763,1.73586946325497,0
"beta[10]",0.0754137432021504,0,0,0,-0.00084548928375,0.0307067605591666,NA,0.000306801858417334,1,10017,0.400517250595144,1.08448075151794,0
"beta[11]",0,0,0,0,-0.00076516020875,0.0293752517933657,NA,0.000360533375340774,1.2,6639,0.415925845790964,1.08769102160607,0
"beta[12]",0,0,0,0,-0.000200809000875,0.018539320201431,NA,0.000159993387317347,0.9,13427,0.137276880263462,1.0367073468028,0
