"","beta[76]","beta[93]"
"9860",8.35832,-2.08014
"9861",8.14226,-3.4373
"9862",8.09674,-3.1274
"9863",7.66649,-2.60368
"9864",7.7123,-3.13224
"9865",8.28455,-2.699
"9866",7.74934,-3.32604
"9867",8.19127,-2.95693
"9868",7.66475,-4.32398
"9869",8.14785,-4.10688
"9870",8.50169,-3.15417
"9871",8.08006,-2.86699
"9872",8.28197,-2.85254
"9873",8.06524,-3.70808
"9874",8.05067,-3.87044
"9875",8.28161,-4.13969
"9876",8.04692,-2.98088
"9877",8.04488,-2.89229
"9878",8.36053,-2.12413
"9879",9.61933,-3.27621
"9880",9.03005,-2.00862
"9881",8.03552,-2.61143
"9882",7.97074,-2.62615
"9883",7.6684,-2.79749
"9884",7.90756,-3.32657
"9885",7.62669,-2.95757
"9886",7.28434,-2.58862
"9887",8.64901,-3.75497
"9888",9.0348,-3.10789
"9889",8.36158,-3.03232
"9890",8.07222,-2.70238
"9891",7.64771,-2.80216
"9892",8.28172,-2.76917
"9893",8.3783,-2.28632
"9894",7.94656,-3.54119
"9895",7.87535,-3.07153
"9896",8.6472,-2.82166
"9897",8.70868,-3.82516
"9898",8.71813,-3.54061
"9899",8.94002,-3.63655
"9900",7.61413,-2.86519
"9901",7.75738,-2.26421
"9902",8.57636,-3.40757
"9903",7.50111,-3.50686
"9904",7.23714,-3.69164
"9905",9.03417,-4.06563
"9906",9.94087,-1.73042
"9907",9.47816,0
"9908",9.20922,0
"9909",9.61998,0
"9910",9.97273,0
"9911",9.46624,0
"9912",10.6589,0
"9913",7.52229,0
"9914",7.5297,0
"9915",8.14897,0
"9916",8.19792,0
"9917",7.76987,0
"9918",8.37173,0
"9919",8.874,0
"9920",9.11978,0
"9921",8.01215,0
"9922",7.34426,0
"9923",7.55664,0
"9924",7.56153,0
"9925",7.87599,0
"9926",8.05446,0
"9927",8.18116,0
"9928",8.30949,0
"9929",8.24754,0
"9930",8.51041,0
"9931",8.61025,0
"9932",9.09685,0
"9933",8.14247,0
"9934",8.4283,0
"9935",8.41392,0
"9936",8.36997,0
"9937",8.9349,0
"9938",8.55972,0
"9939",8.66404,0
"9940",8.4685,0
"9941",8.81317,0
"9942",8.78984,0
"9943",8.53017,0
"9944",8.64107,0
"9945",9.23948,0
"9946",8.96502,0
"9947",8.99222,0
"9948",9.14858,0
"9949",8.87175,0
"9950",8.69998,0
"9951",8.44861,0
"9952",8.53582,0
"9953",8.76464,0
"9954",8.98634,0
"9955",8.8234,0
"9956",8.29323,0
"9957",8.54086,0
"9958",8.26322,0
"9959",8.79644,0
"9960",7.84804,-2.22902
"9961",8.19351,-2.83126
"9962",8.25892,-2.69911
"9963",8.04348,-3.20336
"9964",8.21038,-3.10003
"9965",7.70366,-2.80009
"9966",7.89282,-3.52277
"9967",7.79503,-2.95667
"9968",7.69512,-3.11855
"9969",8.78224,-2.65467
"9970",7.88767,-2.41317
"9971",7.79733,-4.09984
"9972",7.41268,-3.28487
"9973",8.1238,-3.33712
"9974",7.55956,-2.59574
"9975",7.95863,-3.2628
"9976",7.96426,-3.2757
"9977",8.15349,-2.04469
"9978",7.4486,-1.97782
"9979",6.90527,-1.9173
"9980",7.81663,-2.12683
"9981",7.57613,-4.0373
"9982",7.13613,-3.60189
"9983",7.75337,-2.95538
"9984",8.87741,-2.60057
"9985",8.38232,-3.27986
"9986",8.49846,-3.03328
"9987",7.73045,-3.40994
"9988",7.93136,-2.5928
"9989",8.04762,-1.79931
"9990",7.83771,-1.89606
"9991",7.68675,-2.96972
"9992",7.19716,-3.00143
"9993",6.98421,-2.67589
"9994",6.99469,-2.5532
"9995",6.93057,-2.81802
"9996",6.95935,-2.44091
"9997",7.41791,-2.20554
"9998",7.4288,-2.41478
"9999",7.16323,-2.2324
"10000",6.98191,-2.35705
"10001",7.07348,-2.19817
"10002",7.09986,-2.57888
"10003",7.41774,-2.2894
"10004",7.46355,-2.35858
"10005",7.48984,-2.56935
"10006",7.27915,-2.70604
"10007",7.03554,-2.64743
"10008",6.90404,-2.66022
"10009",7.01151,-2.51431
"10010",7.4902,-1.85274
"10011",7.69582,-1.72207
"10012",6.91891,-2.52889
"10013",7.33075,-2.06617
"10014",7.35194,-1.76522
"10015",6.84757,-2.70255
"10016",7.29342,-2.68624
"10017",7.52009,-2.66282
"10018",7.65913,-2.06857
"10019",7.32849,-1.68104
"10020",7.26126,-1.95856
"10021",7.3756,-2.3641
"10022",7.61362,-2.54207
"10023",7.58165,-2.38919
"10024",7.18611,-2.37216
"10025",7.00159,-2.39202
"10026",7.07206,-2.46425
"10027",7.11143,-2.44732
"10028",7.22327,-2.32183
"10029",7.00201,-2.34761
"10030",7.2393,-2.12767
"10031",7.21608,-2.05556
"10032",7.11712,-1.86216
"10033",6.8433,-2.49641
"10034",7.09283,-2.21504
"10035",7.29797,-2.04372
"10036",7.2894,-1.72523
"10037",7.24653,-2.00133
"10038",7.02433,-2.35406
"10039",7.12034,-2.35517
"10040",7.0227,-2.25846
"10041",6.83654,-2.33384
"10042",6.52423,-2.67052
"10043",6.58761,-2.96628
"10044",6.54114,-2.83746
"10045",6.75701,-2.78301
"10046",6.80442,-2.39267
"10047",7.19893,-2.26909
"10048",7.14155,-2.51183
"10049",7.16913,-1.61813
"10050",7.20083,-1.81626
"10051",7.35748,-1.66178
"10052",7.35441,-1.56052
"10053",7.26485,-1.86545
"10054",7.24668,-1.74675
"10055",7.2137,-1.97594
"10056",7.07925,-1.97534
"10057",7.02689,-2.07256
"10058",6.8577,-2.2848
"10059",7.01058,-2.45456
"10060",7.06349,-2.3396
"10061",7.0174,-2.46084
"10062",7.04441,-2.2917
"10063",6.96563,-2.17325
"10064",6.99303,-2.15333
"10065",7.29164,-1.77227
"10066",7.25656,-1.7346
"10067",7.2252,-1.7933
"10068",7.23537,-1.98789
"10069",7.29258,-2.02474
"10070",7.15335,-1.91515
"10071",7.18994,-2.04495
"10072",7.07348,-2.05276
"10073",7.12386,-1.99618
"10074",7.1294,-2.19343
"10075",7.18674,-2.17594
"10076",7.32372,-2.03448
"10077",7.34085,-1.66408
"10078",7.1937,-1.91859
"10079",7.02542,-2.01886
"10080",7.19336,-2.03012
"10081",7.08594,-1.98928
"10082",7.15514,-2.12478
"10083",7.28504,-2.19987
"10084",7.29632,-1.99156
"10085",7.16945,-1.94595
"10086",7.1885,-1.90996
"10087",7.08794,-2.07309
"10088",7.10332,-2.22122
"10089",7.02945,-2.03318
"10090",7.09862,-1.84868
"10091",7.0097,-2.30008
"10092",7.08451,-1.58539
"10093",7.15301,-2.057
"10094",7.12791,-2.0684
"10095",6.86251,-2.55246
"10096",7.08454,-2.35933
"10097",7.04402,-2.17714
"10098",7.35785,-1.7026
"10099",7.37682,-1.721
"10100",7.17239,-1.77707
"10101",7.37075,-1.83476
"10102",7.33706,-1.8336
"10103",7.33803,-1.79483
"10104",7.35144,-1.90425
"10105",7.46027,-1.82825
"10106",7.42921,-1.75532
"10107",7.45624,-1.61671
"10108",7.39129,-2.05421
"10109",7.23339,-2.17128
"10110",6.91377,-2.55171
"10111",7.00892,-2.4607
"10112",7.23358,-2.75669
"10113",6.86806,-2.63611
"10114",6.90514,-2.74336
"10115",7.08357,-2.15106
"10116",7.0691,-2.23583
"10117",6.80427,-2.35117
"10118",7.19068,-2.345
"10119",7.22389,-1.97602
"10120",7.2691,-2.17242
"10121",7.18634,-2.09922
"10122",7.37052,-1.91562
"10123",6.56407,-3.05402
"10124",6.57779,-2.87936
"10125",7.17735,-3.04742
"10126",7.13446,-2.70163
"10127",7.276,-2.65315
"10128",7.53656,-2.4616
"10129",7.07828,-2.13428
"10130",7.41414,-2.40645
"10131",7.43137,-2.37714
"10132",7.12312,-2.59153
"10133",7.05695,-2.51903
"10134",6.85499,-2.49941
"10135",7.25218,-2.32102
"10136",7.14013,-1.96127
"10137",7.50476,-1.56776
"10138",7.48118,-2.1999
"10139",7.29785,-2.12145
"10140",7.19097,-2.10508
"10141",7.31223,-2.83225
"10142",7.10772,-2.84312
"10143",6.96245,-3.04931
"10144",7.75484,-3.62799
"10145",7.79136,-2.42865
"10146",7.97788,-2.57986
"10147",7.46017,-2.99473
"10148",7.54468,-3.14836
"10149",7.70444,-3.18668
"10150",7.86669,-3.18114
"10151",8.04233,-3.18509
"10152",7.46962,-2.19334
"10153",6.95431,-2.61344
"10154",6.94212,-1.94245
"10155",6.99601,-1.96595
"10156",7.08819,-2.25338
"10157",7.57737,-2.75133
"10158",7.68978,-2.34107
"10159",7.95211,-3.23384
"10160",7.49218,-2.65724
"10161",7.8207,-2.19898
"10162",7.78603,-1.66458
"10163",8.65954,0
"10164",8.76359,0
"10165",9.90662,0
"10166",10.8044,0
"10167",11.1599,0
"10168",10.4562,0
"10169",9.67537,0
"10170",9.6322,0
"10171",10.2442,0
"10172",9.97931,0
"10173",9.89021,0
"10174",9.60529,0
"10175",9.65893,0
"10176",9.76944,0
"10177",9.87335,0
"10178",9.74792,0
"10179",9.67806,0
"10180",9.81803,0
"10181",9.28466,0
"10182",8.87602,0
"10183",9.55658,0
"10184",10.8635,0
"10185",10.7302,0
"10186",10.2687,0
"10187",10.5176,0
"10188",10.2251,0
"10189",10.0468,0
"10190",10.3254,0
"10191",10.6225,0
"10192",10.0153,0
"10193",9.32013,0
"10194",9.10934,0
"10195",11.222,0
"10196",11.6472,0
"10197",10.6769,0
"10198",10.9099,0
"10199",9.71038,0
"10200",8.53951,0
"10201",8.57148,0
"10202",7.68946,0
"10203",7.28302,-1.64718
"10204",7.60722,-2.2023
"10205",8.63672,-2.39864
"10206",7.78851,-2.34509
"10207",7.64193,-3.00213
"10208",8.37027,-3.30188
"10209",8.54771,-2.75323
"10210",7.85677,-2.97142
"10211",7.76738,-4.00393
"10212",8.30488,-2.34432
"10213",8.27412,-3.12997
"10214",8.37731,-2.14942
"10215",7.89376,-3.8639
"10216",8.25364,-2.26233
"10217",7.54004,-2.48133
"10218",6.43182,-3.59863
"10219",7.24961,-3.64401
"10220",7.29773,-4.50831
"10221",7.01053,-4.29884
"10222",7.91667,-2.52858
"10223",8.01967,-2.66293
"10224",8.17132,-2.78192
"10225",8.0796,-3.5714
"10226",9.3743,-2.20257
"10227",10.5109,-2.88523
"10228",10.3995,-2.93258
"10229",10.6602,-2.79464
"10230",10.3475,-4.52756
"10231",8.66822,-4.40972
"10232",8.16846,-3.19095
"10233",8.56327,-2.38766
"10234",7.39786,-3.92807
"10235",7.91885,-2.42035
"10236",7.87399,-2.70396
"10237",8.0528,-3.78039
"10238",8.23484,-3.58762
"10239",8.05419,-2.45878
"10240",8.01815,-2.99766
"10241",7.94131,-2.37786
"10242",7.96141,-2.30412
"10243",8.27143,-3.34281
"10244",7.62776,-3.25509
"10245",7.61963,-2.56638
"10246",7.56683,-2.92157
"10247",7.63743,-3.20985
"10248",7.50256,-2.45574
"10249",9.15548,-3.6358
"10250",11.2132,-1.99189
"10251",11.0143,0
"10252",9.82627,0
"10253",9.49529,-2.1499
"10254",7.40915,-2.99646
"10255",7.39917,-2.79268
"10256",6.95061,-2.66835
"10257",7.07127,-2.79717
"10258",7.28066,-2.38696
"10259",7.33856,0
"10260",7.06014,0
"10261",7.50483,0
"10262",7.47113,0
"10263",7.3474,0
"10264",6.98402,0
"10265",6.99417,0
"10266",7.36748,0
"10267",7.1246,0
"10268",7.03331,0
"10269",6.95147,0
"10270",6.97139,0
"10271",7.28265,0
"10272",7.80095,0
"10273",7.81814,0
"10274",7.62128,0
"10275",7.53371,0
"10276",7.69948,0
"10277",7.85578,0
"10278",8.04035,0
"10279",8.11976,0
"10280",8.11384,0
"10281",8.1091,0
"10282",7.77809,0
"10283",7.91524,0
"10284",7.8889,0
"10285",7.85598,0
"10286",7.77234,0
"10287",7.92324,0
"10288",7.98046,0
"10289",7.88274,0
"10290",7.93361,0
"10291",6.79682,0
"10292",7.0054,0
"10293",7.31852,0
"10294",6.91522,0
"10295",7.39551,0
"10296",7.55942,0
"10297",7.59376,0
"10298",7.11879,0
"10299",7.71007,0
"10300",7.56484,0
"10301",7.78572,0
"10302",7.39864,0
"10303",7.30533,0
"10304",7.53619,0
"10305",7.16312,0
"10306",7.48386,0
"10307",7.53473,0
"10308",7.66681,0
"10309",7.72036,0
"10310",7.60283,0
"10311",7.42787,0
"10312",7.04849,0
"10313",7.1262,0
"10314",6.83758,0
"10315",6.9571,0
"10316",7.05885,0
"10317",7.06356,0
"10318",7.07374,0
"10319",7.17446,0
"10320",7.14292,0
"10321",7.12537,0
"10322",7.13976,0
"10323",7.25591,0
"10324",7.20519,0
"10325",7.22976,0
"10326",7.08567,0
"10327",7.14595,0
"10328",7.1475,0
"10329",7.07488,0
"10330",7.25062,0
"10331",7.45112,0
"10332",7.26413,0
"10333",7.22176,0
"10334",7.18341,0
"10335",7.24745,0
"10336",7.29061,0
"10337",7.10826,0
"10338",7.20647,0
"10339",7.1301,0
"10340",7.3274,0
"10341",7.35481,0
"10342",6.93678,0
"10343",7.14569,0
"10344",7.20118,0
"10345",7.15006,0
"10346",7.20716,0
"10347",7.18339,0
"10348",7.24709,0
"10349",7.25126,0
"10350",7.36644,0
"10351",7.62262,0
"10352",7.65352,0
"10353",7.36061,0
"10354",7.25352,0
"10355",7.28912,0
"10356",7.17064,0
"10357",7.15881,0
"10358",7.19075,0
"10359",6.97691,0
"10360",6.80221,0
"10361",6.98446,0
"10362",6.89268,0
"10363",7.26067,0
"10364",7.16052,0
"10365",7.0924,0
"10366",7.12798,0
"10367",7.17492,-0.329701
"10368",7.35304,0
"10369",7.1403,0
"10370",7.13109,0
"10371",7.21554,0
"10372",7.33722,0
"10373",7.45314,0
"10374",7.19468,0
"10375",7.17972,0
"10376",7.12703,0
"10377",6.92381,0
"10378",7.09993,0
"10379",7.08382,0
"10380",7.28338,0
"10381",7.3268,0
"10382",7.19465,0
"10383",7.02543,0
"10384",7.14322,0
"10385",7.17867,0
"10386",7.13342,0
"10387",6.94401,0
"10388",7.6107,0
"10389",7.13843,0
"10390",7.18243,0
"10391",7.18422,0
"10392",7.11921,0
"10393",7.4024,0
"10394",6.99232,0
"10395",7.42266,0
"10396",7.71195,0
"10397",7.23079,0
"10398",6.51372,0
"10399",6.99728,0
"10400",7.24475,0
"10401",7.44613,0
"10402",7.87331,0
"10403",7.85304,0
"10404",7.39211,0
"10405",7.42185,0
"10406",7.37929,0
"10407",7.50595,0
"10408",7.43011,0
"10409",7.19696,0
"10410",7.40758,0
"10411",7.40378,0
"10412",7.18619,0
"10413",7.70618,0
"10414",8.05081,0
"10415",7.75918,0
"10416",7.47616,0
"10417",7.60556,0
"10418",7.19174,0
"10419",7.37445,0
"10420",7.30711,0
"10421",7.20644,0
"10422",7.27214,0
"10423",7.56196,0
"10424",7.39451,0
"10425",7.5119,0
"10426",7.42378,0
"10427",7.66486,0
"10428",7.44043,0
"10429",7.29768,0
"10430",7.31402,0
"10431",7.48184,0
"10432",7.51155,0
"10433",7.38389,0
"10434",7.25075,0
"10435",7.23401,0
"10436",7.24996,0
"10437",7.64517,0
"10438",7.23186,0
"10439",7.21547,0
"10440",7.40697,0
"10441",7.22815,0
"10442",7.72756,0
"10443",7.7703,0
"10444",8.08533,0
"10445",7.47012,0
"10446",7.04411,0
"10447",6.51825,0
"10448",6.24043,0
"10449",6.50932,0
"10450",6.81205,0
"10451",6.81857,0
"10452",6.95251,0
"10453",7.2899,0
"10454",7.44135,0
"10455",7.42947,0
"10456",7.78039,0
"10457",7.46216,0
"10458",7.23491,0
"10459",7.38546,0
"10460",7.28754,0
"10461",7.51245,0
"10462",7.53505,0
"10463",7.7798,0
"10464",7.72008,0
"10465",8.02299,0
"10466",7.57742,0
"10467",7.42719,0
"10468",7.15968,0
"10469",7.11824,0
"10470",7.24538,0
"10471",7.32001,0
"10472",7.79631,0
"10473",7.5445,0
"10474",7.13025,0
"10475",7.53837,0
"10476",8.02972,0
"10477",7.88224,0
"10478",7.77809,0
"10479",7.25214,0
"10480",7.16145,0
"10481",8.00001,0
"10482",8.15172,0
"10483",7.6557,0
"10484",7.32153,0
"10485",7.36317,0
"10486",6.77905,0
"10487",7.51553,0
"10488",7.41702,0
"10489",7.65923,0
"10490",7.26279,0
"10491",7.50256,0
"10492",7.04943,0
"10493",7.89107,0
"10494",7.19035,0
"10495",7.10223,0
"10496",7.59195,0
"10497",7.20474,0
"10498",7.46838,0
"10499",7.24792,0
"10500",7.23143,0
"10501",7.5496,0
"10502",7.56092,0
"10503",8.47636,0
"10504",7.7021,0
"10505",7.6743,0
"10506",7.6467,0
"10507",7.6301,0
"10508",7.14564,0
"10509",6.82378,0
"10510",6.77511,0
"10511",6.95047,0
"10512",7.49552,0
"10513",7.65835,0
"10514",7.49321,0
"10515",7.44166,0
"10516",7.57225,0
"10517",7.56746,0
"10518",7.45156,0
"10519",7.42241,0
"10520",7.30455,0
"10521",7.549,0
"10522",7.2009,0
"10523",7.39817,0
"10524",7.298,0
"10525",6.98718,0
"10526",7.5493,0
"10527",7.89777,0
"10528",7.38502,0
"10529",7.28542,0
"10530",7.28502,0
"10531",7.40823,0
"10532",7.48101,0
"10533",7.52451,0
"10534",7.46018,0
"10535",7.02083,0
"10536",7.53925,0
"10537",7.90233,0
"10538",7.4543,0
"10539",7.69915,0
"10540",7.08646,0
"10541",6.82099,0
"10542",7.20324,0
"10543",7.67578,0
"10544",7.62108,0
"10545",7.44595,0
"10546",7.50305,0
"10547",7.25554,0
"10548",7.60318,0
"10549",7.84106,0
"10550",7.73087,0
"10551",7.38132,0
"10552",7.47027,0
"10553",7.45784,0
"10554",7.51143,0
"10555",7.47655,0
"10556",7.40712,0
"10557",7.32291,0
"10558",7.92145,0
"10559",7.45428,0
"10560",7.51135,0
"10561",7.64093,0
"10562",7.06286,0
"10563",6.89534,0
"10564",6.96606,0
"10565",7.33345,0
"10566",6.96375,0
"10567",7.01829,0
"10568",7.36086,0
"10569",7.18432,0
"10570",7.60327,0
"10571",7.51022,0
"10572",7.73451,0
"10573",7.5308,0
"10574",7.72909,0
"10575",7.65429,0
"10576",7.82947,0
"10577",6.8836,0
"10578",7.09209,0
"10579",7.5699,0
"10580",7.38636,0
"10581",7.28398,0
"10582",7.68925,0
"10583",7.71612,0
"10584",7.27976,0
"10585",7.26615,0
"10586",7.3176,0
"10587",7.62974,0
"10588",7.38025,0
"10589",7.34859,0
"10590",7.53456,0
"10591",7.5924,0
"10592",7.26034,0
"10593",7.51476,0
"10594",7.12157,0
"10595",7.32727,0
"10596",7.36393,0
"10597",7.4948,0
"10598",7.19555,0
"10599",7.57157,0
"10600",7.44216,0
"10601",7.7289,0
"10602",8.08345,0
"10603",7.92876,0
"10604",7.58381,0
"10605",7.60667,0
"10606",7.73959,0
"10607",7.62467,0
"10608",6.81953,0
"10609",7.05701,0
"10610",7.38106,0
"10611",7.66012,0
"10612",7.55467,0
"10613",7.53115,0
"10614",7.23948,0
"10615",7.08029,0
"10616",7.58227,0
"10617",7.65941,0
"10618",7.43039,0
"10619",7.43008,0
"10620",6.89745,0
"10621",7.29131,0
"10622",8.00826,0
"10623",7.78039,0
"10624",7.52954,0
"10625",7.09228,0
"10626",6.87874,0
"10627",6.50951,0
"10628",6.42651,0
"10629",6.40477,0
"10630",6.46896,0
"10631",6.97288,0
"10632",6.60676,0
"10633",6.82143,0
"10634",6.64617,0
"10635",6.88161,0
"10636",6.58063,0
"10637",6.38365,0
"10638",6.9407,0
"10639",6.97087,0
"10640",6.93766,0
"10641",7.11431,0
"10642",7.07366,0
"10643",7.1033,0
"10644",7.07397,0
"10645",7.11112,0
"10646",7.75056,0
"10647",8.00851,0
"10648",6.83602,0
"10649",7.95088,0
"10650",7.81321,0
"10651",8.52491,0
"10652",7.90597,0
"10653",7.60323,0
"10654",7.75265,0
"10655",8.08138,0
"10656",7.64806,0
"10657",7.69049,0
"10658",7.87586,0
"10659",7.7798,0
"10660",7.30486,0
"10661",7.30433,0
"10662",7.18574,0
"10663",7.62737,0
"10664",7.76481,0
"10665",8.15619,0
"10666",8.23451,0
"10667",7.63492,0
"10668",7.67266,0
"10669",7.42502,0
"10670",7.39704,0
"10671",7.49829,0
"10672",7.04358,0
"10673",9.23258,0
"10674",7.56081,0
"10675",7.30213,0
"10676",7.40035,0
"10677",7.44803,0
"10678",7.90935,0
"10679",7.98591,0
"10680",7.58914,0
"10681",7.14087,0
"10682",7.18148,0
"10683",7.55929,0
"10684",7.83126,0
"10685",7.33234,0
"10686",7.47743,0
"10687",7.81405,0
"10688",8.38123,0
"10689",7.97686,0
"10690",8.22142,0
"10691",8.33205,0
"10692",7.51801,0
"10693",7.62619,0
"10694",7.16759,0
"10695",7.10205,0
"10696",7.36645,0
"10697",7.25445,0
"10698",7.53296,0
"10699",7.50408,0
"10700",7.45985,0
"10701",6.88644,0
"10702",7.11529,0
"10703",7.41205,0
"10704",7.23328,0
"10705",7.19151,0
"10706",7.93429,0
"10707",8.15812,0
"10708",8.03616,0
"10709",7.72442,0
"10710",7.43196,0
"10711",7.20828,0
"10712",7.11097,0
"10713",7.23093,0
"10714",7.08249,0
"10715",6.70951,0
"10716",6.85121,0
"10717",6.77741,0
"10718",6.6983,0
"10719",6.54948,0
"10720",6.25513,0
"10721",6.30714,0
"10722",6.00157,0
"10723",5.91351,0
"10724",5.90474,0
"10725",6.87826,0
"10726",7.58715,0
"10727",6.92999,0
"10728",6.82444,0
"10729",6.53159,0
"10730",7.00828,0
"10731",7.09984,0
"10732",6.69221,0
"10733",6.7343,0
"10734",7.68294,-1.79597
"10735",7.25687,-1.95348
"10736",7.26757,-2.45094
"10737",7.09153,-2.18991
"10738",7.38751,-2.10404
"10739",7.79725,-2.25312
"10740",7.58203,-2.31194
"10741",7.25946,-2.47932
"10742",7.12489,-1.72726
"10743",7.13167,-1.53437
"10744",7.16193,-1.61883
"10745",7.4565,-2.94296
"10746",7.646,-2.87861
"10747",7.428,-1.41448
"10748",7.37479,-2.48254
"10749",7.83146,-2.82489
"10750",7.68903,-2.69663
"10751",8.10255,-3.0032
"10752",8.21302,-4.27279
"10753",8.28536,-4.02434
"10754",7.46909,-3.91439
"10755",7.92164,-2.14415
"10756",7.78422,-2.09083
"10757",8.5902,-2.00241
"10758",8.19024,-2.58754
"10759",7.93602,-3.06147
"10760",8.02764,-2.68129
"10761",8.06824,-2.70478
"10762",8.58072,-3.50478
"10763",8.06851,-2.77102
"10764",7.97299,-2.81872
"10765",7.91065,-3.00289
"10766",7.86434,-2.61758
"10767",7.79747,-3.52866
"10768",8.05216,-3.62416
"10769",7.71518,-3.37776
"10770",7.64269,-2.3433
"10771",8.52939,-2.72118
"10772",8.31513,-3.18005
"10773",8.4537,-3.58888
"10774",8.50837,-2.39618
"10775",7.37495,-2.97697
"10776",7.47758,-2.90107
"10777",7.32235,-3.57918
"10778",6.98646,-2.80617
"10779",7.51697,-2.70091
"10780",7.15723,-3.60819
"10781",7.68255,-3.20662
"10782",7.90814,-3.0539
"10783",7.86694,-3.57668
"10784",7.83064,-2.28119
"10785",7.58372,-2.70297
"10786",7.71515,-2.6199
"10787",8.20255,-3.12739
"10788",7.87447,-2.85461
"10789",8.0221,-3.02342
"10790",8.02265,-2.58913
"10791",7.84393,-3.19741
"10792",7.92053,-2.84631
"10793",7.97181,-2.93436
"10794",8.95922,-2.84753
"10795",9.17527,-1.19541
"10796",9.6462,-4.53248
"10797",7.97034,-3.9813
"10798",7.74317,-2.84173
"10799",7.40574,-4.15561
"10800",7.43203,-3.61372
"10801",7.5746,-3.45462
"10802",7.50528,-3.36069
"10803",8.16245,-3.22364
"10804",7.81056,-3.47188
"10805",8.4115,-3.14829
"10806",8.47341,-3.37855
"10807",7.35204,-3.11637
"10808",7.49174,-2.5507
"10809",7.98157,-3.51592
"10810",8.97886,-3.4775
"10811",9.20659,-3.69838
"10812",7.28799,-2.73747
"10813",8.50305,-3.04118
"10814",7.24268,-3.25692
"10815",8.99563,-3.28114
"10816",7.71697,-2.54439
"10817",8.16479,-2.47783
"10818",8.03906,-3.4624
"10819",7.78418,-2.54435
"10820",7.66936,-4.11032
"10821",7.68747,-3.44077
"10822",7.84532,-2.43028
"10823",7.79827,-3.29464
"10824",7.15306,-3.33329
"10825",8.04786,-3.33001
"10826",7.63585,-2.92891
"10827",7.47666,-3.18033
"10828",7.25379,-3.26046
"10829",7.66263,-3.04245
"10830",7.96324,-3.05532
"10831",7.76619,-3.5554
"10832",7.34576,-3.29658
"10833",7.67184,-3.37161
"10834",7.79904,-2.9248
"10835",8.11966,-2.93956
"10836",8.07608,-3.18619
"10837",7.6707,-3.41801
"10838",8.05874,-3.26727
"10839",7.47635,-3.02228
"10840",7.73182,-3.12886
"10841",7.99157,-3.08237
"10842",7.74369,-2.46527
"10843",7.95714,-2.66949
"10844",8.21475,-2.66201
"10845",7.42343,-2.59159
"10846",7.24404,-2.9178
"10847",8.29048,-3.29873
"10848",7.81224,-3.71558
"10849",7.85975,-3.05522
"10850",8.39525,-3.66038
"10851",7.3623,-3.19099
"10852",8.0107,-2.35194
"10853",7.61029,-2.36961
"10854",7.32015,-3.22242
"10855",7.14913,-2.94514
"10856",7.02627,-3.42433
"10857",7.93355,-3.87825
"10858",7.87166,-2.08326
"10859",7.80217,-2.82393
"10860",7.51134,-3.25856
"10861",7.44343,-3.27985
"10862",8.84509,-2.63604
"10863",8.7979,-3.24125
"10864",7.45588,-2.53463
"10865",6.92978,-2.62227
"10866",6.62895,-3.41654
"10867",6.58954,-3.3589
"10868",6.74338,-3.2278
"10869",6.98666,-3.55583
"10870",7.72734,-3.89787
"10871",7.47763,-3.86714
"10872",8.33218,-3.15352
"10873",8.32669,-3.83169
"10874",7.7122,-3.57909
"10875",8.43153,-2.25347
"10876",8.57344,-3.12563
"10877",7.50012,-2.65361
"10878",7.16453,-2.4482
"10879",8.55496,-3.10155
"10880",8.6531,-2.20735
"10881",8.62302,-3.97501
"10882",8.54719,-3.87221
"10883",8.78432,-3.84158
"10884",6.81868,-2.76632
"10885",8.22607,-2.95951
"10886",7.71424,-3.32878
"10887",7.76133,-3.9879
"10888",7.30647,-3.94002
"10889",7.55715,-3.76009
"10890",8.9581,-4.44756
"10891",8.81463,-4.83018
"10892",7.18102,-3.84788
"10893",8.01698,-3.5022
"10894",8.27479,-2.35595
"10895",8.00149,-2.61798
"10896",7.45913,-3.26654
"10897",8.64585,-2.53754
"10898",8.4105,-3.2217
"10899",8.40961,-3.29051
"10900",8.61908,-2.5751
"10901",8.68716,-2.24548
"10902",8.75229,-3.31088
"10903",9.48594,-1.99697
"10904",9.77375,-3.21343
"10905",11.399,-4.76153
"10906",11.664,-3.72183
"10907",11.5916,-2.26139
"10908",14.1463,0
"10909",14.9798,0
"10910",14.1825,0
"10911",13.6455,0
"10912",14.8798,0
"10913",13.7247,0
"10914",13.3925,0
"10915",14.1428,0
"10916",15.2305,0
"10917",15.0402,0
"10918",14.0892,0
"10919",13.9857,0
"10920",14.5481,0
"10921",14.8551,0
"10922",11.7836,0
"10923",12.1273,0
"10924",12.1543,0
"10925",11.9082,0
"10926",11.8451,0
"10927",12.1506,0
"10928",11.7276,0
"10929",11.7104,0
"10930",10.8548,0
"10931",10.9383,0
"10932",9.56101,0
"10933",9.58854,0
"10934",9.27912,0
"10935",8.61596,0
"10936",9.44328,0
"10937",9.39805,0
"10938",9.33474,0
"10939",8.65736,0
"10940",8.60038,0
"10941",8.38985,0
"10942",8.29426,0
"10943",8.45074,0
"10944",7.81378,0
"10945",8.32562,0
"10946",8.31987,0
"10947",8.57349,0
"10948",8.72313,0
"10949",8.64207,0
"10950",9.45875,0
"10951",9.64686,0
"10952",9.92829,0
"10953",8.86824,0
"10954",8.42831,0
"10955",7.82379,0
"10956",8.38136,0
"10957",8.93606,0
