"","x"
"73069",16.3049
"73070",16.785
"73071",15.8802
"73072",15.583
"73073",15.7787
"73074",16.0463
"73075",15.8491
"73076",15.5527
"73077",14.3769
"73078",15.5291
"73079",15.7777
"73080",15.1758
"73081",16.1722
"73082",16.0025
"73083",16.1694
"73084",16.7259
"73085",15.6698
"73086",15.2044
"73087",15.842
"73088",14.3375
"73089",14.5051
"73090",14.2802
"73091",14.3931
"73092",14.5893
"73093",15.2334
"73094",15.5933
"73095",16.1797
"73096",15.832
"73097",16.7733
"73098",16.2712
"73099",14.4677
"73100",14.4529
"73101",14.9316
"73102",13.6168
"73103",13.8389
"73104",15.0566
"73105",17.6257
"73106",16.7904
"73107",15.0252
"73108",15.2779
"73109",14.7015
"73110",14.8213
"73111",14.0831
"73112",14.475
"73113",14.7157
"73114",14.9595
"73115",15.5734
"73116",15.189
"73117",15.3479
"73118",15.7542
"73119",15.063
"73120",15.2483
"73121",17.3309
"73122",15.175
"73123",14.8564
"73124",15.1819
"73125",15.6649
"73126",15.8812
"73127",16.7569
"73128",16.6294
"73129",16.3463
"73130",14.2933
"73131",15.3696
"73132",16.3944
"73133",16.5101
"73134",15.2662
"73135",15.3938
"73136",15.4292
"73137",14.1173
"73138",13.8897
"73139",14.5092
"73140",15.6403
"73141",15.4486
"73142",15.2405
"73143",15.32
"73144",14.7648
"73145",15.3659
"73146",16.5997
"73147",14.3778
"73148",17.4106
"73149",16.0386
"73150",15.2367
"73151",15.3279
"73152",15.0808
"73153",15.6399
"73154",15.1501
"73155",15.9737
"73156",15.3494
"73157",15.4124
"73158",16.3287
"73159",16.3581
"73160",15.7665
"73161",15.7395
"73162",15.7913
"73163",15.7037
"73164",15.3565
"73165",15.4351
"73166",15.8921
"73167",15.7194
"73168",15.909
"73169",16.1937
"73170",16.2974
"73171",16.069
"73172",15.703
"73173",15.0942
"73174",14.8582
"73175",15.1729
"73176",15.9202
"73177",15.0115
"73178",15.649
"73179",15.3921
"73180",16.5239
"73181",15.6334
"73182",15.1488
"73183",15.9026
"73184",15.991
"73185",15.5684
"73186",15.0281
"73187",16.7649
"73188",16.9237
"73189",15.9813
"73190",16.3864
"73191",15.9226
"73192",14.8188
"73193",14.3224
"73194",15.423
"73195",15.1897
"73196",15.1164
"73197",15.9888
"73198",14.0362
"73199",14.6556
"73200",16.2673
"73201",15.6405
"73202",15.7142
"73203",15.6113
"73204",15.7836
"73205",16.0877
"73206",15.9479
"73207",15.6395
"73208",15.4446
"73209",15.1838
"73210",15.3286
"73211",15.1469
"73212",16.0106
"73213",16.0445
"73214",16.0733
"73215",15.4829
"73216",16.6153
"73217",15.0546
"73218",15.7338
"73219",15.1666
"73220",15.3489
"73221",15.481
"73222",14.7891
"73223",16.67
"73224",14.5423
"73225",14.5057
"73226",12.5692
"73227",13.3291
"73228",13.5737
"73229",14.0658
"73230",12.1374
"73231",12.9964
"73232",12.6671
"73233",12.1467
"73234",11.9104
"73235",11.5923
"73236",11.6705
"73237",11.236
"73238",10.9258
"73239",10.7851
"73240",10.8914
"73241",10.9107
"73242",11.0468
"73243",11.1245
"73244",11.6338
"73245",11.9263
"73246",11.9979
"73247",11.841
"73248",12.4243
"73249",12.0321
"73250",11.8773
"73251",11.7528
"73252",12.6046
"73253",11.8182
"73254",11.7205
"73255",11.812
"73256",12.8226
"73257",12.6761
"73258",12.8888
"73259",12.6725
"73260",12.6676
"73261",12.7424
"73262",12.6962
"73263",12.7103
"73264",12.2342
"73265",11.1562
"73266",11.2975
"73267",11.323
"73268",11.6113
"73269",11.5367
"73270",12.2037
"73271",12.5557
"73272",11.9153
"73273",12.054
"73274",12.4199
"73275",11.9765
"73276",11.6172
"73277",12.4131
"73278",11.688
"73279",12.4083
"73280",12.1665
"73281",12.2658
"73282",12.0955
"73283",12.3587
"73284",12.4078
"73285",12.0066
"73286",12.3434
"73287",12.2066
"73288",12.8406
"73289",12.819
"73290",12.4717
"73291",12.3339
"73292",12.2193
"73293",12.0399
"73294",11.9268
"73295",12.2522
"73296",12.3106
"73297",12.6251
"73298",12.4046
"73299",12.1565
"73300",12.1881
"73301",12.4765
"73302",12.412
"73303",12.5905
"73304",12.9735
"73305",13.2087
"73306",13.2032
"73307",12.477
"73308",12.6316
"73309",12.5929
"73310",12.5157
"73311",11.8672
"73312",12.2264
"73313",12.2672
"73314",13.0481
"73315",11.711
"73316",11.7121
"73317",12.0258
"73318",12.2833
"73319",11.9396
"73320",12.1273
"73321",12.0047
"73322",12.0849
"73323",12.0752
"73324",12.1209
"73325",13.4654
"73326",11.9493
"73327",12.2504
"73328",12.2905
"73329",12.6483
"73330",11.7573
"73331",11.913
"73332",11.717
"73333",12.4415
"73334",12.5347
"73335",12.2749
"73336",12.4665
"73337",12.2913
"73338",12.518
"73339",12.6192
"73340",12.5861
"73341",12.7927
"73342",12.0099
"73343",11.8108
"73344",12.1402
"73345",12.1646
"73346",11.7732
"73347",11.832
"73348",12.0723
"73349",12.2471
"73350",12.3473
"73351",12.496
"73352",12.3012
"73353",11.7718
"73354",11.914
"73355",12.3184
"73356",12.336
"73357",12.3101
"73358",12.2479
"73359",12.093
"73360",12.2364
"73361",12.3329
"73362",12.0753
"73363",11.9999
"73364",12.2185
"73365",12.0958
"73366",12.1595
"73367",12.4233
"73368",12.63
"73369",12.6646
"73370",12.3108
"73371",12.4799
"73372",13.4829
"73373",13.0298
"73374",12.772
"73375",12.7552
"73376",12.2264
"73377",11.9771
"73378",11.7983
"73379",11.221
"73380",11.4871
"73381",11.512
"73382",10.3382
"73383",12.4355
"73384",12.2539
"73385",13.2644
"73386",12.9993
"73387",14.1008
"73388",11.7163
"73389",11.3141
"73390",11.3494
"73391",12.1602
"73392",12.6427
"73393",12.6875
"73394",13.0706
"73395",12.807
"73396",12.6706
"73397",12.9827
"73398",13.2554
"73399",13.0976
"73400",12.9813
"73401",13.608
"73402",13.2098
"73403",13.6574
"73404",13.5737
"73405",13.5097
"73406",13.4168
"73407",13.3277
"73408",12.3159
"73409",12.3178
"73410",12.2027
"73411",12.0771
"73412",11.9753
"73413",12.3535
"73414",11.7837
"73415",12.257
"73416",11.8524
"73417",12.0568
"73418",11.6208
"73419",11.3007
"73420",12.4893
"73421",12.1972
"73422",12.7679
"73423",11.6475
"73424",12.5832
"73425",12.5066
"73426",12.5289
"73427",12.7041
"73428",13.6134
"73429",13.7346
"73430",14.2923
"73431",13.9072
"73432",14.3345
"73433",13.2356
"73434",13.3488
"73435",13.8508
"73436",13.631
"73437",13.4977
"73438",13.5445
"73439",13.268
"73440",14.1001
"73441",14.2236
"73442",14.0333
"73443",15.4363
"73444",15.9823
"73445",15.9909
"73446",16.0572
"73447",16.128
"73448",15.7576
"73449",15.2545
"73450",15.4318
"73451",14.5568
"73452",14.6736
"73453",15.1506
"73454",14.7755
"73455",15.3271
"73456",15.4389
"73457",15.9775
"73458",15.5554
"73459",15.4654
"73460",15.5612
"73461",15.4496
"73462",15.6042
"73463",14.9441
"73464",15.1735
"73465",14.62
"73466",15.0416
"73467",15.0522
"73468",15.8855
"73469",16.0598
"73470",15.7847
"73471",15.333
"73472",14.9666
"73473",15.5386
"73474",15.5795
"73475",15.1034
"73476",15.7263
"73477",15.5087
"73478",15.5899
"73479",15.5579
"73480",15.0337
"73481",15.2969
"73482",14.5466
"73483",14.5514
"73484",16.677
"73485",17.5382
"73486",17.2956
"73487",14.071
"73488",13.2896
"73489",13.8196
"73490",13.6983
"73491",14.8199
"73492",13.964
"73493",14.0812
"73494",14.4108
"73495",13.6396
"73496",13.9791
"73497",13.8938
"73498",14.5378
"73499",15.2597
"73500",15.601
"73501",14.6531
"73502",14.4166
"73503",15.7265
"73504",14.346
"73505",12.9266
"73506",11.1489
"73507",11.0601
"73508",11.055
"73509",12.1822
"73510",13.6831
"73511",16.2397
"73512",15.842
"73513",14.8949
"73514",15.9359
"73515",16.6059
"73516",16.236
"73517",14.4691
"73518",14.3261
"73519",14.195
"73520",14.8884
"73521",14.6768
"73522",14.0617
"73523",13.9516
"73524",13.1795
"73525",14.8706
"73526",14.0998
"73527",14.7071
"73528",14.2692
"73529",14.7453
"73530",13.8865
"73531",12.7346
"73532",12.3873
"73533",12.0283
"73534",13.422
"73535",12.3276
"73536",11.9214
"73537",11.5854
"73538",11.6773
"73539",11.4025
"73540",12.0861
"73541",12.1823
"73542",11.9634
"73543",15.0673
"73544",13.7805
"73545",13.3551
"73546",13.8175
"73547",15.9344
"73548",14.9374
"73549",16.1472
"73550",15.8814
"73551",15.9407
"73552",16.1822
"73553",16.2739
"73554",13.4294
"73555",13.9699
"73556",14.4973
"73557",17.1794
"73558",15.8499
"73559",14.6183
"73560",14.6443
"73561",14.8137
"73562",14.3486
"73563",16.2472
"73564",14.1551
"73565",15.573
"73566",15.0107
"73567",15.2503
"73568",15.0207
"73569",15.1952
"73570",14.131
"73571",15.4188
"73572",15.3071
"73573",14.3794
"73574",14.0328
"73575",14.1896
"73576",16.5027
"73577",14.5687
"73578",13.8557
"73579",15.9728
"73580",16.7606
"73581",14.7169
"73582",15.4287
"73583",15.2912
"73584",15.3064
"73585",14.9968
"73586",16.4088
"73587",17.0672
"73588",16.0364
"73589",16.1728
"73590",16.0916
"73591",16.519
"73592",15.961
"73593",15.8682
"73594",15.6708
"73595",15.4855
"73596",15.2003
"73597",14.6595
"73598",14.71
"73599",15.0944
"73600",15.5392
"73601",14.8279
"73602",14.9324
"73603",14.8238
"73604",15.4169
"73605",16.0109
"73606",16.476
"73607",14.8516
"73608",14.3881
"73609",14.2712
"73610",14.002
"73611",13.2273
"73612",12.3581
"73613",12.5395
"73614",13.3807
"73615",13.0412
"73616",12.8408
"73617",13.0338
"73618",13.2317
"73619",13.955
"73620",14.6796
"73621",15.2286
"73622",15.6299
"73623",15.2084
"73624",16.0734
"73625",15.0184
"73626",14.7043
"73627",14.723
"73628",14.6224
"73629",14.537
"73630",16.5585
"73631",16.4815
"73632",17.5715
"73633",18.0145
"73634",16.8888
"73635",14.0131
"73636",13.7262
"73637",14.3751
"73638",15.813
"73639",15.8475
"73640",15.3953
"73641",16.0101
"73642",16.6523
"73643",15.9923
"73644",15.0329
"73645",15.7249
"73646",14.3277
"73647",14.5122
"73648",14.4578
"73649",14.5785
"73650",14.5922
"73651",14.312
"73652",14.8689
"73653",14.1302
"73654",14.2576
"73655",14.6372
"73656",14.3115
"73657",14.4155
"73658",14.5639
"73659",14.2309
"73660",15.3487
"73661",16.4071
"73662",16.0123
"73663",16.0039
"73664",16.2859
"73665",16.4967
"73666",16.1074
"73667",16.2092
"73668",16.1072
"73669",15.41
"73670",15.1774
"73671",15.2411
"73672",15.2963
"73673",15.2504
"73674",15.4703
"73675",15.1145
"73676",15.6925
"73677",15.5501
"73678",15.6537
"73679",15.6609
"73680",15.2251
"73681",15.0553
"73682",15.2548
"73683",15.6214
"73684",15.6176
"73685",17.18
"73686",14.1652
"73687",14.0816
"73688",15.2361
"73689",15.495
"73690",14.9681
"73691",15.1357
"73692",15.044
"73693",15.2285
"73694",15.758
"73695",15.6422
"73696",14.8839
"73697",15.5801
"73698",15.8919
"73699",15.9761
"73700",15.0519
"73701",15.5897
"73702",15.1248
"73703",15.793
"73704",16.8504
"73705",16.3144
"73706",14.4067
"73707",14.3721
"73708",17.0142
"73709",13.9463
"73710",14.451
"73711",14.2678
"73712",16.9722
"73713",21.9567
"73714",17.3043
"73715",15.2585
"73716",15.6066
"73717",14.8085
"73718",14.6841
"73719",15.1382
"73720",15.5152
"73721",15.4111
"73722",16.0732
"73723",16.3103
"73724",14.7183
"73725",15.361
"73726",15.4671
"73727",15.6901
"73728",15.3263
"73729",14.9331
"73730",15.5777
"73731",15.0054
"73732",15.7946
"73733",15.4269
"73734",15.099
"73735",16.1959
"73736",16.7222
"73737",15.94
"73738",14.9652
"73739",15.3264
"73740",15.5328
"73741",16.4425
"73742",15.4962
"73743",15.1139
"73744",16.3525
"73745",14.3861
"73746",14.6057
"73747",16.5826
"73748",15.5714
"73749",15.6514
"73750",13.5291
"73751",13.3746
"73752",13.4896
"73753",14.5067
"73754",14.195
"73755",13.2575
"73756",13.1445
"73757",12.727
"73758",12.8471
"73759",12.7186
"73760",13.1978
"73761",14.008
"73762",13.5876
"73763",14.0906
"73764",13.8482
"73765",12.9873
"73766",12.6418
"73767",14.1772
"73768",13.9412
"73769",15.0291
"73770",16.249
"73771",15.4244
"73772",14.7607
"73773",16.3846
"73774",16.3755
"73775",14.6612
"73776",14.8534
"73777",15.436
"73778",15.2168
"73779",15.9723
"73780",15.9132
"73781",15.5844
"73782",15.8235
"73783",14.8388
"73784",14.8905
"73785",14.2559
"73786",16.562
"73787",17.5891
"73788",17.4669
"73789",17.2895
"73790",17.9094
"73791",18.5147
"73792",14.3885
"73793",14.6657
"73794",15.3599
"73795",15.0483
"73796",14.3664
"73797",15.7171
"73798",15.8913
"73799",16.5396
"73800",16.6174
"73801",14.6794
"73802",14.6197
"73803",14.4645
"73804",15.9898
"73805",13.9846
"73806",17.1052
"73807",16.6455
"73808",15.986
"73809",15.4207
"73810",16.0466
"73811",16.6319
"73812",15.8808
"73813",15.5623
"73814",16.0842
"73815",15.8199
"73816",14.1773
"73817",15.1189
"73818",15.1513
"73819",15.8376
"73820",15.4726
"73821",16.3206
"73822",14.8921
"73823",15.9609
"73824",15.2524
"73825",13.6264
"73826",14.0164
"73827",14.3056
"73828",14.3108
"73829",13.4051
"73830",13.3361
"73831",13.2164
"73832",13.1071
"73833",14.0143
"73834",13.7339
"73835",13.8707
"73836",14.8457
"73837",15.8259
"73838",16.1422
"73839",16.2681
"73840",14.4653
"73841",14.7025
"73842",14.6423
"73843",16.2246
"73844",15.4852
"73845",15.661
"73846",15.3007
"73847",15.2343
"73848",14.9473
"73849",14.994
"73850",15.7261
"73851",15.6887
"73852",15.3336
"73853",16.0468
"73854",15.4167
"73855",15.4134
"73856",15.1947
"73857",15.591
"73858",15.4305
"73859",15.1821
"73860",15.3349
"73861",15.5641
"73862",15.6317
"73863",15.5851
"73864",15.7778
"73865",15.661
"73866",15.6088
"73867",14.7074
"73868",14.9114
"73869",15.6173
"73870",15.6212
"73871",15.7957
"73872",15.4437
"73873",15.5177
"73874",15.2931
"73875",15.841
"73876",15.5846
"73877",15.8761
"73878",15.666
"73879",15.4411
"73880",15.3896
"73881",15.6353
"73882",15.3339
"73883",15.8738
"73884",16.2747
"73885",16.3293
"73886",16.1486
"73887",14.8005
"73888",16.3065
"73889",14.5371
"73890",12.9442
"73891",12.3075
"73892",12.6303
"73893",12.5388
"73894",12.144
"73895",12.3618
"73896",12.5287
"73897",12.0602
"73898",12.1162
"73899",12.0638
"73900",12.0046
"73901",12.1529
"73902",12.0373
"73903",12.0146
"73904",12.2216
"73905",12.3054
"73906",12.3496
"73907",12.2531
"73908",12.4276
"73909",12.2402
"73910",12.3809
"73911",12.2033
"73912",12.4316
"73913",11.7454
"73914",12.6379
"73915",11.2252
"73916",11.4861
"73917",12.8473
"73918",11.2684
"73919",11.2766
"73920",11.4095
"73921",11.6631
"73922",11.4561
"73923",12.58
"73924",12.626
"73925",12.6675
"73926",11.9742
"73927",12.0975
"73928",11.847
"73929",12.3607
"73930",11.7383
"73931",12.3659
"73932",12.8927
"73933",12.4884
"73934",13.3424
"73935",13.089
"73936",12.2814
"73937",12.4753
"73938",12.5166
"73939",12.8509
"73940",11.7841
"73941",11.776
"73942",12.6884
"73943",11.4033
"73944",11.6784
"73945",11.3875
"73946",11.4077
"73947",11.536
"73948",11.4607
"73949",11.0442
"73950",11.1777
"73951",12.0528
"73952",13.0131
"73953",12.7904
"73954",11.8786
"73955",12.2761
"73956",11.8303
"73957",12.1916
"73958",12.5401
"73959",12.1156
"73960",10.6018
"73961",11.3249
"73962",11.3288
"73963",11.2737
"73964",11.9181
"73965",11.9872
"73966",12.0432
"73967",12.033
"73968",11.9683
"73969",12.278
"73970",12.9528
"73971",12.7644
"73972",12.6714
"73973",13.0205
"73974",12.8199
"73975",12.594
"73976",12.7537
"73977",12.0931
"73978",12.8461
"73979",12.7994
"73980",12.226
"73981",12.5683
"73982",12.2534
"73983",12.7584
"73984",13.0638
"73985",13.2081
"73986",12.9529
"73987",12.5418
"73988",12.5255
"73989",12.6867
"73990",12.6445
"73991",12.4888
"73992",12.1454
"73993",12.347
"73994",12.278
"73995",11.6321
"73996",12.2135
"73997",12.8946
"73998",13.0847
"73999",12.4599
"74000",12.4755
"74001",12.6644
"74002",12.9435
"74003",12.3081
"74004",12.5125
"74005",12.7224
"74006",13.0983
"74007",12.4833
"74008",11.996
"74009",12.7896
"74010",12.9764
"74011",13.6341
"74012",14.7397
"74013",14.3437
"74014",14.5675
"74015",14.6425
"74016",15.7158
"74017",14.9231
"74018",16.1809
"74019",16.2081
"74020",14.099
"74021",15.8948
"74022",15.2993
"74023",15.4797
"74024",15.2337
"74025",15.2403
"74026",15.0927
"74027",15.5337
"74028",15.5185
"74029",15.5366
"74030",16.0639
"74031",15.4403
"74032",15.4121
"74033",15.1738
"74034",15.7082
"74035",15.9269
"74036",16.0654
"74037",15.7112
"74038",15.9291
"74039",15.7315
"74040",16.2832
"74041",15.8592
"74042",15.7319
"74043",15.7049
"74044",15.3099
"74045",15.3232
"74046",14.9576
"74047",15.7336
"74048",15.2418
"74049",15.1668
"74050",15.9642
"74051",15.473
"74052",14.7207
"74053",15.366
"74054",15.0507
"74055",15.5915
"74056",15.178
"74057",15.106
"74058",15.037
"74059",14.7171
"74060",16.0274
"74061",17.2847
"74062",14.3808
"74063",14.4096
"74064",14.3306
"74065",15.7177
"74066",15.874
"74067",15.6335
"74068",16.2398
"74069",17.3939
"74070",17.0423
"74071",15.3924
"74072",15.1375
"74073",15.0777
"74074",15.4174
"74075",16.7621
"74076",15.0511
"74077",14.6929
"74078",16.2675
"74079",16.3643
"74080",16.7776
"74081",14.5538
"74082",15.2456
"74083",14.8149
"74084",14.8298
"74085",14.4723
"74086",14.3425
"74087",16.5571
"74088",16.8144
"74089",17.7764
"74090",17.514
"74091",17.1683
"74092",16.9442
"74093",18.2864
"74094",17.0018
"74095",17.8796
"74096",16.4085
"74097",16.4838
"74098",16.592
"74099",15.189
"74100",13.9061
"74101",13.4234
"74102",13.4879
"74103",14.2083
"74104",18.107
"74105",18.0864
"74106",15.5403
"74107",15.4707
"74108",15.2751
"74109",15.961
"74110",16.0635
"74111",16.4866
"74112",16.5821
"74113",16.1452
"74114",16.6344
"74115",16.1287
"74116",14.9389
"74117",14.5043
"74118",14.4103
"74119",14.6744
"74120",14.3561
"74121",14.5194
"74122",14.9757
"74123",14.2355
"74124",14.4168
"74125",14.4019
"74126",14.3049
"74127",14.8107
"74128",15.2765
"74129",14.5458
"74130",14.7699
"74131",15.5375
"74132",15.3784
"74133",15.5234
"74134",15.6087
"74135",14.4903
"74136",16.2219
"74137",14.3601
"74138",14.4264
"74139",15.5371
"74140",15.1999
"74141",14.9896
"74142",16.1498
"74143",16.0592
"74144",17.9338
"74145",15.6965
"74146",15.7629
"74147",15.2271
"74148",14.2486
"74149",14.2189
"74150",13.5467
"74151",12.8527
"74152",12.7641
"74153",12.9902
"74154",13.6249
"74155",13.5935
"74156",14.0125
"74157",12.8988
"74158",13.6036
"74159",13.3253
"74160",12.9891
"74161",14.2544
"74162",13.9471
"74163",14.4447
"74164",14.5394
"74165",13.9919
"74166",13.229
"74167",13.9685
"74168",14.3656
"74169",14.2501
"74170",14.3644
"74171",14.8293
"74172",14.6644
"74173",13.8649
"74174",13.9279
"74175",14.8944
"74176",14.792
"74177",14.5782
"74178",14.6295
"74179",14.8746
"74180",14.5668
"74181",14.2816
"74182",14.3276
"74183",13.6344
"74184",13.0372
"74185",14.7031
"74186",14.0747
"74187",14.3687
"74188",14.2505
"74189",14.2793
"74190",15.1732
"74191",16.1162
"74192",16.2055
"74193",13.9695
"74194",11.9573
"74195",13.224
"74196",13.4909
"74197",14.2461
"74198",14.0621
"74199",14.653
"74200",14.5544
"74201",14.621
"74202",13.9702
"74203",14.7806
"74204",14.1712
"74205",16.7492
"74206",17.4105
"74207",15.0158
"74208",15.1538
"74209",15.0183
"74210",15.4271
"74211",15.6437
"74212",16.2053
"74213",16.1655
"74214",16.1735
"74215",14.4
"74216",13.4815
"74217",17.0159
"74218",16.5377
"74219",17.3748
"74220",17.2567
"74221",17.3389
"74222",16.3981
"74223",14.0948
"74224",13.4595
"74225",13.2518
"74226",13.3006
"74227",13.923
"74228",14.9613
"74229",14.2704
"74230",14.8014
"74231",14.8788
"74232",14.9432
"74233",14.751
"74234",14.5771
"74235",14.4207
"74236",14.4474
"74237",15.319
"74238",16.3323
"74239",15.3206
"74240",15.8461
"74241",15.5718
"74242",14.7933
"74243",14.7775
"74244",14.6191
"74245",14.9857
"74246",14.9072
"74247",17.357
"74248",16.159
"74249",14.4225
"74250",13.9708
"74251",11.8759
"74252",12.2308
"74253",12.3396
"74254",12.0161
"74255",12.127
"74256",12.1541
"74257",10.7009
"74258",11.2145
"74259",11.2065
"74260",10.7115
"74261",11.5954
"74262",11.895
"74263",11.0911
"74264",11.1482
"74265",11.3053
"74266",11.2871
"74267",12.3286
"74268",12.1903
"74269",11.7424
"74270",12.9506
"74271",12.735
"74272",13.0235
"74273",13.0876
"74274",13.2628
"74275",13.3333
"74276",13.2644
"74277",13.243
"74278",13.2543
"74279",12.0135
"74280",12.1526
"74281",12.4614
"74282",13.2395
"74283",13.5664
"74284",13.817
"74285",13.4516
"74286",12.652
"74287",12.2612
"74288",12.3123
"74289",11.6772
"74290",11.5872
"74291",11.5211
"74292",11.951
"74293",11.9835
"74294",11.9177
"74295",12.1593
"74296",12.9893
"74297",12.5487
"74298",11.9186
"74299",12.4519
"74300",11.888
"74301",12.4986
"74302",12.4501
"74303",12.779
"74304",12.6229
"74305",12.5644
"74306",12.3171
"74307",12.8646
"74308",12.5132
"74309",12.5148
"74310",12.4471
"74311",12.4353
"74312",12.4982
"74313",12.8206
"74314",12.8661
"74315",12.7401
"74316",12.8035
"74317",12.7243
"74318",12.7564
"74319",12.8236
"74320",12.8849
"74321",12.6254
"74322",12.4003
"74323",12.1698
"74324",12.1833
"74325",12.2905
"74326",12.4493
"74327",12.1379
"74328",12.1056
"74329",11.9467
"74330",11.9593
"74331",11.9204
"74332",11.9424
"74333",11.7303
"74334",11.5651
"74335",12.4114
"74336",12.0661
"74337",11.9607
"74338",11.8383
"74339",12.1493
"74340",12.0871
"74341",12.0555
"74342",12.0203
"74343",12.1841
"74344",12.1445
"74345",12.0103
"74346",12.1208
"74347",12.0338
"74348",12.0757
"74349",12.4792
"74350",12.8344
"74351",12.2539
"74352",12.1624
"74353",12.0961
"74354",12.2948
"74355",12.0352
"74356",12.3766
"74357",12.1935
"74358",12.256
"74359",12.2168
"74360",12.2302
"74361",12.6111
"74362",12.0658
"74363",12.2704
"74364",12.3898
"74365",12.5977
"74366",12.4417
"74367",12.4145
"74368",12.5295
"74369",12.5271
"74370",12.7188
"74371",12.7268
"74372",12.353
"74373",12.3162
"74374",12.3702
"74375",12.1187
"74376",11.9834
"74377",12.1805
"74378",11.9352
"74379",11.9295
"74380",12.5365
"74381",12.0599
"74382",11.9749
"74383",12.1751
"74384",12.0867
"74385",12.2843
"74386",12.0788
"74387",11.9676
"74388",12.1863
"74389",11.9791
"74390",12.237
"74391",12.1817
"74392",12.093
"74393",12.4304
"74394",12.4094
"74395",12.0097
"74396",11.8328
"74397",11.826
"74398",12.1156
"74399",11.6602
"74400",11.8172
"74401",12.052
"74402",11.8681
"74403",12.0892
"74404",12.0919
"74405",12.1068
"74406",12.0839
"74407",12.1481
"74408",11.7678
"74409",12.4156
"74410",12.3687
"74411",12.1984
"74412",11.9616
"74413",11.9909
"74414",12.3685
"74415",12.2869
"74416",12.2888
"74417",12.1063
"74418",11.9167
"74419",11.9468
"74420",11.9003
"74421",12.2674
"74422",12.0578
"74423",11.832
"74424",12.2302
"74425",12.182
"74426",12.0191
"74427",12.3728
"74428",12.7892
"74429",12.1367
"74430",12.3119
"74431",12.5909
"74432",12.7647
"74433",12.5166
"74434",12.3975
"74435",12.2706
"74436",11.8337
"74437",12.4779
"74438",12.4989
"74439",12.506
"74440",12.0894
"74441",11.8037
"74442",12.2818
"74443",12.285
"74444",12.5761
"74445",12.5516
"74446",12.3229
"74447",12.4527
"74448",12.4436
"74449",12.3511
"74450",12.174
"74451",12.1814
"74452",11.9174
"74453",11.9825
"74454",11.9791
"74455",12.4692
"74456",11.8247
"74457",11.8611
"74458",11.9601
"74459",12.0664
"74460",12.4118
"74461",12.6394
"74462",13.3917
"74463",12.509
"74464",12.1191
"74465",11.8629
"74466",12.1014
"74467",11.5276
"74468",11.5002
"74469",12.1094
"74470",11.9599
"74471",12.1747
"74472",11.9746
"74473",12.1264
"74474",11.4628
"74475",11.9063
"74476",12.0685
"74477",12.1061
"74478",11.7647
"74479",11.6542
"74480",12.0954
"74481",12.0362
"74482",11.9292
"74483",12.0115
"74484",11.7697
"74485",11.6425
"74486",11.7899
"74487",11.4726
"74488",11.7335
"74489",12.0874
"74490",12.3513
"74491",12.142
"74492",11.9808
"74493",12.1784
"74494",12.1478
"74495",12.2424
"74496",12.2023
"74497",12.2425
"74498",12.1634
"74499",12.8543
"74500",11.942
"74501",12.1379
"74502",12.8069
"74503",12.2972
"74504",12.4665
"74505",12.7069
"74506",12.2248
"74507",12.6761
"74508",13.0344
"74509",13.2159
"74510",13.6632
"74511",12.7241
"74512",12.704
"74513",12.4114
"74514",12.5542
"74515",12.1554
"74516",12.2866
"74517",11.8231
"74518",11.6789
"74519",11.8234
"74520",12.0853
"74521",12.2104
"74522",12.2019
"74523",11.6457
"74524",12.0798
"74525",12.4368
"74526",12.2956
"74527",11.9683
"74528",11.7797
"74529",12.0927
"74530",12.2223
"74531",11.4476
"74532",11.5154
"74533",11.2469
"74534",12.0578
"74535",11.7486
"74536",11.2761
"74537",12.4131
"74538",12.4208
"74539",12.138
"74540",12.0219
"74541",12.9073
"74542",12.9702
"74543",12.3938
"74544",12.3405
"74545",12.6736
"74546",12.6165
"74547",12.0217
"74548",12.0328
"74549",12.1526
"74550",12.5062
"74551",12.3159
"74552",12.3254
"74553",12.6766
"74554",12.5357
"74555",12.6295
"74556",12.5187
"74557",12.7305
"74558",12.6986
"74559",12.7585
"74560",13.0116
"74561",12.8779
"74562",12.0396
"74563",11.8609
"74564",12.1642
"74565",12.2101
"74566",11.7821
"74567",12.0594
"74568",12.2524
"74569",12.0229
"74570",12.2424
"74571",12.4375
"74572",12.0837
"74573",12.3376
"74574",12.0985
"74575",11.9342
"74576",12.0807
"74577",12.2946
"74578",12.1268
"74579",11.7344
"74580",11.7937
"74581",12.4625
"74582",12.8806
"74583",13.2478
"74584",13.2985
"74585",13.4152
"74586",13.0741
"74587",13.2063
"74588",12.9143
"74589",12.8981
"74590",12.1305
"74591",12.2001
"74592",12.1971
"74593",12.5633
"74594",12.2482
"74595",12.6559
"74596",12.5429
"74597",11.7426
"74598",11.9792
"74599",11.656
"74600",12.1829
"74601",12.7711
"74602",12.6318
"74603",12.6731
"74604",13.3067
"74605",13.3857
"74606",13.5028
"74607",13.3173
"74608",12.7831
"74609",12.6286
"74610",12.2242
"74611",12.8449
"74612",12.8178
"74613",12.5563
"74614",12.4615
"74615",12.8314
"74616",13.5653
"74617",13.495
"74618",12.2472
"74619",12.0473
"74620",11.5383
"74621",10.8842
"74622",11.1043
"74623",11.6033
"74624",10.6533
"74625",11.7602
"74626",11.7087
"74627",11.583
"74628",11.7461
"74629",11.9003
"74630",11.6349
"74631",11.2938
"74632",11.9491
"74633",12.2192
"74634",11.8748
"74635",12.1146
"74636",11.9805
"74637",12.0753
"74638",12.0734
"74639",12.8344
"74640",12.4408
