"","x"
"32321",14.8982
"32322",14.9464
"32323",16.0665
"32324",14.697
"32325",14.8102
"32326",14.637
"32327",14.4417
"32328",13.9412
"32329",14.4836
"32330",14.5265
"32331",14.3584
"32332",14.4147
"32333",14.4276
"32334",13.9441
"32335",13.7576
"32336",13.8664
"32337",14.1881
"32338",14.1347
"32339",14.3607
"32340",15.1938
"32341",14.3669
"32342",14.3557
"32343",13.8698
"32344",14.2934
"32345",14.3725
"32346",13.7592
"32347",13.7906
"32348",13.995
"32349",14.774
"32350",14.6652
"32351",15.2896
"32352",15.1877
"32353",15.4715
"32354",16.5167
"32355",15.3987
"32356",15.3843
"32357",13.6904
"32358",14.593
"32359",14.5603
"32360",14.7292
"32361",14.6796
"32362",14.655
"32363",14.992
"32364",14.3598
"32365",14.6628
"32366",14.5389
"32367",14.6743
"32368",14.8066
"32369",16.0284
"32370",16.1598
"32371",16.3672
"32372",16.6191
"32373",16.0813
"32374",14.7488
"32375",15.8385
"32376",15.4297
"32377",14.6687
"32378",14.1793
"32379",14.1662
"32380",14.3834
"32381",14.5617
"32382",14.5679
"32383",14.8771
"32384",15.4195
"32385",15.4823
"32386",15.8928
"32387",16.5134
"32388",16.2883
"32389",16.2163
"32390",15.3113
"32391",15.6261
"32392",15.5407
"32393",15.6812
"32394",15.3866
"32395",15.308
"32396",14.6903
"32397",15.8674
"32398",15.8033
"32399",16.3432
"32400",16.4974
"32401",16.1305
"32402",16.5306
"32403",16.237
"32404",13.9312
"32405",11.9185
"32406",11.4275
"32407",11.4048
"32408",11.0057
"32409",11.3716
"32410",10.5116
"32411",11.274
"32412",11.418
"32413",11.3085
"32414",11.3509
"32415",11.3638
"32416",11.5249
"32417",11.4882
"32418",11.5359
"32419",10.8116
"32420",10.5805
"32421",10.5433
"32422",10.8359
"32423",10.4477
"32424",10.6021
"32425",10.8615
"32426",10.7368
"32427",11.045
"32428",10.4793
"32429",10.1006
"32430",10.0921
"32431",10.3438
"32432",10.1869
"32433",10.0911
"32434",9.85542
"32435",10.4153
"32436",10.5083
"32437",10.6114
"32438",10.6858
"32439",10.94
"32440",11.3812
"32441",11.1906
"32442",11.8735
"32443",11.1717
"32444",10.6649
"32445",10.9632
"32446",10.4632
"32447",10.5984
"32448",10.6033
"32449",10.1916
"32450",10.1129
"32451",10.0978
"32452",10.5189
"32453",10.8266
"32454",10.695
"32455",10.6181
"32456",10.6347
"32457",10.618
"32458",10.7918
"32459",10.5587
"32460",10.6616
"32461",10.9416
"32462",11.2062
"32463",11.1171
"32464",11.3751
"32465",11.2441
"32466",11.227
"32467",11.336
"32468",11.442
"32469",11.1287
"32470",11.1188
"32471",11.2351
"32472",11.2324
"32473",11.2285
"32474",11.2245
"32475",11.404
"32476",11.484
"32477",11.5511
"32478",11.3487
"32479",11.2492
"32480",11.2481
"32481",11.0777
"32482",11.1169
"32483",11.064
"32484",11.3489
"32485",11.6224
"32486",11.3656
"32487",11.7628
"32488",11.5924
"32489",12.1518
"32490",12.8194
"32491",13.3608
"32492",12.8913
"32493",12.6357
"32494",12.4795
"32495",12.4783
"32496",12.3752
"32497",11.9004
"32498",11.2878
"32499",10.2586
"32500",10.8941
"32501",11.0535
"32502",12.1876
"32503",11.9276
"32504",12.1688
"32505",11.4287
"32506",11.6588
"32507",11.7244
"32508",12.3743
"32509",12.419
"32510",12.1868
"32511",12.7051
"32512",13.8662
"32513",14.0335
"32514",12.7373
"32515",12.383
"32516",11.9896
"32517",11.9586
"32518",12.3064
"32519",12.3961
"32520",12.4039
"32521",12.0901
"32522",14.4014
"32523",14.4679
"32524",14.7436
"32525",14.7041
"32526",14.3191
"32527",15.0275
"32528",14.7207
"32529",14.5385
"32530",15.9833
"32531",15.4039
"32532",15.3528
"32533",14.7874
"32534",14.6774
"32535",14.7724
"32536",15.319
"32537",16.0144
"32538",14.7833
"32539",15.8068
"32540",15.7679
"32541",14.6964
"32542",13.845
"32543",13.8725
"32544",12.8688
"32545",13.1979
"32546",13.1609
"32547",13.3695
"32548",13.2483
"32549",13.6754
"32550",13.3671
"32551",13.0953
"32552",12.7777
"32553",13.3962
"32554",13.3179
"32555",13.0738
"32556",13.283
"32557",13.4427
"32558",13.4597
"32559",13.6796
"32560",13.6589
"32561",13.7857
"32562",13.7116
"32563",13.7849
"32564",13.6948
"32565",13.6421
"32566",13.677
"32567",13.1866
"32568",13.056
"32569",13.434
"32570",13.454
"32571",13.452
"32572",13.193
"32573",13.1241
"32574",13.7733
"32575",13.4019
"32576",13.1187
"32577",12.6029
"32578",12.6033
"32579",13.3767
"32580",13.5554
"32581",14.0858
"32582",15.2803
"32583",15.4314
"32584",16.0639
"32585",15.632
"32586",16.5681
"32587",15.1547
"32588",15.2541
"32589",14.8572
"32590",14.9478
"32591",14.4424
"32592",13.6303
"32593",14.0268
"32594",13.7382
"32595",12.5845
"32596",11.9226
"32597",12.5353
"32598",13.3099
"32599",12.8742
"32600",13.1236
"32601",12.7608
"32602",13.3779
"32603",13.0816
"32604",13.3444
"32605",13.2325
"32606",13.4626
"32607",13.1476
"32608",13.0139
"32609",13.0107
"32610",12.0286
"32611",11.6035
"32612",12.3735
"32613",13.819
"32614",13.5023
"32615",13.919
"32616",14.0308
"32617",13.1925
"32618",14.2159
"32619",14.5508
"32620",14.7192
"32621",16.1362
"32622",15.1945
"32623",18.3104
"32624",16.8672
"32625",14.4214
"32626",14.5522
"32627",16.6115
"32628",15.2245
"32629",15.5742
"32630",14.8021
"32631",15.1352
"32632",14.9341
"32633",14.6359
"32634",14.424
"32635",14.4955
"32636",14.9896
"32637",15.2699
"32638",13.9376
"32639",14.8386
"32640",14.4958
"32641",14.5904
"32642",16.0942
"32643",15.2844
"32644",14.7532
"32645",13.7834
"32646",13.6372
"32647",12.8529
"32648",13.0928
"32649",13.0096
"32650",13.2449
"32651",14.4818
"32652",14.9933
"32653",15.2656
"32654",15.4945
"32655",15.4435
"32656",15.6335
"32657",15.4841
"32658",15.6862
"32659",15.5214
"32660",15.9196
"32661",15.5456
"32662",15.5225
"32663",15.5216
"32664",15.2778
"32665",13.7564
"32666",13.764
"32667",13.851
"32668",13.886
"32669",13.2216
"32670",13.2231
"32671",11.691
"32672",12.5688
"32673",13.375
"32674",13.5855
"32675",12.9546
"32676",14.1501
"32677",14.9269
"32678",15.9142
"32679",15.7625
"32680",15.7801
"32681",17.1931
"32682",17.4875
"32683",14.6645
"32684",14.8041
"32685",15.224
"32686",15.4945
"32687",15.8465
"32688",15.2073
"32689",15.1801
"32690",15.4415
"32691",15.9307
"32692",15.5284
"32693",15.9207
"32694",15.1035
"32695",15.1896
"32696",15.5987
"32697",15.7341
"32698",15.6211
"32699",15.6215
"32700",15.7154
"32701",15.5052
"32702",15.3407
"32703",15.2991
"32704",16.4775
"32705",16.3428
"32706",16.0617
"32707",16.1286
"32708",15.8397
"32709",15.6424
"32710",15.5814
"32711",15.8984
"32712",16.1605
"32713",16.1149
"32714",15.759
"32715",15.8614
"32716",15.3647
"32717",15.6374
"32718",15.9415
"32719",16.617
"32720",15.1673
"32721",16.0741
"32722",16.1343
"32723",14.4317
"32724",14.7321
"32725",16.5278
"32726",15.1718
"32727",15.3462
"32728",15.7013
"32729",15.6973
"32730",15.6259
"32731",15.5325
"32732",14.208
"32733",14.7587
"32734",15.5864
"32735",14.8456
"32736",14.937
"32737",14.4701
"32738",14.2704
"32739",15.36
"32740",15.8734
"32741",16.0246
"32742",15.6095
"32743",15.14
"32744",13.2623
"32745",13.652
"32746",14.4526
"32747",14.5893
"32748",15.1533
"32749",14.5999
"32750",15.2014
"32751",15.1847
"32752",14.9959
"32753",15.5155
"32754",14.555
"32755",15.7891
"32756",15.139
"32757",14.0181
"32758",14.6043
"32759",16.2679
"32760",15.2006
"32761",15.4999
"32762",14.3341
"32763",14.2849
"32764",14.2471
"32765",14.1892
"32766",14.0268
"32767",14.9316
"32768",14.597
"32769",14.3634
"32770",14.3051
"32771",14.4815
"32772",14.4887
"32773",14.8416
"32774",14.1539
"32775",14.6199
"32776",14.6605
"32777",14.2693
"32778",14.4067
"32779",15.4405
"32780",14.3203
"32781",14.9415
"32782",14.7558
"32783",15.3589
"32784",14.7124
"32785",15.521
"32786",15.3669
"32787",16.2395
"32788",16.4216
"32789",16.6677
"32790",16.5734
"32791",16.2337
"32792",14.6867
"32793",16.0918
"32794",14.8411
"32795",14.5135
"32796",14.1581
"32797",14.7839
"32798",14.4991
"32799",14.5791
"32800",14.3187
"32801",14.4765
"32802",14.4352
"32803",14.3574
"32804",14.5333
"32805",14.3667
"32806",14.6784
"32807",15.2791
"32808",14.0106
"32809",13.8417
"32810",14.1256
"32811",14.1886
"32812",14.1868
"32813",14.5699
"32814",14.7008
"32815",14.8885
"32816",14.4133
"32817",14.0798
"32818",14.0776
"32819",15.1266
"32820",15.8642
"32821",15.4711
"32822",17.4002
"32823",15.1257
"32824",15.8388
"32825",17.097
"32826",16.7974
"32827",16.8187
"32828",17.0278
"32829",16.6478
"32830",15.2841
"32831",16.58
"32832",18.2615
"32833",18.3378
"32834",17.6402
"32835",16.1802
"32836",16.2749
"32837",16.5255
"32838",15.7742
"32839",15.6996
"32840",16.1186
"32841",16.2844
"32842",15.8642
"32843",15.6494
"32844",18.2423
"32845",17.5314
"32846",16.5884
"32847",16.5213
"32848",16.0618
"32849",14.4731
"32850",15.1818
"32851",15.2397
"32852",16.0576
"32853",15.6967
"32854",15.3505
"32855",14.0349
"32856",13.8052
"32857",13.5291
"32858",13.9695
"32859",15.0635
"32860",15.0884
"32861",14.3745
"32862",14.1344
"32863",14.0401
"32864",14.1061
"32865",16.2091
"32866",14.6534
"32867",16.2116
"32868",16.8562
"32869",15.8242
"32870",15.2594
"32871",14.8106
"32872",14.7552
"32873",14.7744
"32874",15.6174
"32875",14.869
"32876",15.5223
"32877",15.5193
"32878",17.5308
"32879",17.3798
"32880",15.1763
"32881",14.9337
"32882",15.2553
"32883",14.781
"32884",15.4769
"32885",14.7671
"32886",16.1562
"32887",16.2195
"32888",15.7603
"32889",14.6573
"32890",14.3098
"32891",14.2026
"32892",14.0247
"32893",14.2377
"32894",15.3748
"32895",14.9774
"32896",14.7974
"32897",14.7857
"32898",15.8424
"32899",16.3504
"32900",15.7816
"32901",15.648
"32902",14.9504
"32903",14.8877
"32904",14.8932
"32905",14.5968
"32906",14.515
"32907",14.394
"32908",14.4692
"32909",14.5021
"32910",14.3534
"32911",14.24
"32912",14.4165
"32913",14.612
"32914",14.1411
"32915",14.3434
"32916",14.2832
"32917",14.4085
"32918",14.1783
"32919",14.3939
"32920",14.6425
"32921",14.586
"32922",15.0026
"32923",15.1608
"32924",15.0722
"32925",14.5583
"32926",14.5738
"32927",14.1207
"32928",14.1737
"32929",14.111
"32930",14.1698
"32931",14.3135
"32932",14.4717
"32933",14.8659
"32934",14.2376
"32935",14.0646
"32936",14.2173
"32937",14.4108
"32938",14.5569
"32939",14.7102
"32940",14.2189
"32941",13.9471
"32942",14.0437
"32943",15.1743
"32944",14.9471
"32945",14.9767
"32946",14.9198
"32947",14.4447
"32948",13.8459
"32949",13.5771
"32950",14.0541
"32951",14.3263
"32952",14.2959
"32953",14.6989
"32954",14.5315
"32955",14.3642
"32956",14.3543
"32957",16.0976
"32958",16.1817
"32959",16.0991
"32960",14.6852
"32961",15.3316
"32962",14.2253
"32963",14.2694
"32964",14.0416
"32965",14.424
"32966",14.4431
"32967",14.1396
"32968",14.7288
"32969",14.3031
"32970",14.0341
"32971",14.7326
"32972",15.7219
"32973",15.6112
"32974",15.4986
"32975",15.5209
"32976",15.8193
"32977",16.9792
"32978",15.4484
"32979",14.1855
"32980",12.7997
"32981",12.806
"32982",12.7779
"32983",12.2844
"32984",12.1046
"32985",11.66
"32986",11.9279
"32987",11.7906
"32988",11.6823
"32989",11.467
"32990",11.6959
"32991",11.8524
"32992",11.8715
"32993",11.7003
"32994",11.1377
"32995",10.0036
"32996",9.40161
"32997",9.52589
"32998",9.70271
"32999",10.1042
"33000",9.62763
"33001",9.63455
"33002",9.22565
"33003",9.82272
"33004",10.0467
"33005",10.5237
"33006",9.10082
"33007",9.39005
"33008",9.50885
"33009",9.52102
"33010",9.07141
"33011",9.19222
"33012",8.73678
"33013",9.52297
"33014",9.15755
"33015",8.60387
"33016",9.1548
"33017",9.34193
"33018",9.86179
"33019",11.4547
"33020",11.3363
"33021",11.2463
"33022",11.3354
"33023",11.8242
"33024",12.2438
"33025",11.8769
"33026",11.5061
"33027",11.5403
"33028",12.9021
"33029",13.832
"33030",15.3911
"33031",15.4064
"33032",15.249
"33033",14.9703
"33034",14.4155
"33035",15.2514
"33036",15.3598
"33037",15.1346
"33038",14.7975
"33039",15.1073
"33040",14.3114
"33041",14.5297
"33042",13.8788
"33043",14.2243
"33044",14.3076
"33045",14.2743
"33046",14.0493
"33047",14.541
"33048",14.812
"33049",14.6012
"33050",15.3001
"33051",15.4037
"33052",15.7537
"33053",14.7424
"33054",15.8088
"33055",16.3143
"33056",15.1077
"33057",14.5472
"33058",15.7544
"33059",17.2695
"33060",15.4421
"33061",14.5276
"33062",14.4966
"33063",14.8752
"33064",14.1364
"33065",14.7229
"33066",14.6711
"33067",14.6327
"33068",14.6874
"33069",15.1892
"33070",14.4283
"33071",14.5408
"33072",14.4757
"33073",14.4588
"33074",14.6284
"33075",14.6632
"33076",14.5048
"33077",14.3545
"33078",14.4867
"33079",14.8405
"33080",13.972
"33081",14.0429
"33082",14.1246
"33083",13.8487
"33084",14.1569
"33085",14.6311
"33086",14.2276
"33087",13.8571
"33088",14.2243
"33089",14.3425
"33090",14.0334
"33091",14.4057
"33092",14.3265
"33093",14.1699
"33094",14.2725
"33095",14.1067
"33096",14.2578
"33097",14.1073
"33098",14.0636
"33099",14.1888
"33100",14.6527
"33101",14.3738
"33102",14.5051
"33103",14.0001
"33104",14.0261
"33105",14.2937
"33106",14.3491
"33107",14.3386
"33108",14.0973
"33109",14.1174
"33110",13.8659
"33111",13.9151
"33112",14.2607
"33113",14.2545
"33114",14.2775
"33115",14.2764
"33116",14.2195
"33117",14.1534
"33118",14.4853
"33119",14.2463
"33120",13.9912
"33121",14.4759
"33122",14.4125
"33123",14.1704
"33124",14.1735
"33125",14.1464
"33126",14.6948
"33127",14.936
"33128",14.2572
"33129",14.2562
"33130",14.1117
"33131",14.1945
"33132",14.1289
"33133",13.554
"33134",13.5261
"33135",13.9443
"33136",14.0304
"33137",13.9654
"33138",14.5439
"33139",14.809
"33140",14.8638
"33141",14.5394
"33142",14.8325
"33143",14.7777
"33144",14.5213
"33145",14.3682
"33146",15.3555
"33147",15.0513
"33148",13.8442
"33149",17.4842
"33150",15.0061
"33151",15.1136
"33152",14.5512
"33153",14.5691
"33154",15.0168
"33155",15.6602
"33156",15.4858
"33157",15.9034
"33158",16.1081
"33159",16.5441
"33160",15.2236
"33161",14.8431
"33162",12.979
"33163",13.7112
"33164",14.5516
"33165",14.4832
"33166",14.1249
"33167",13.5387
"33168",13.9685
"33169",15.579
"33170",15.1277
"33171",15.0807
"33172",15.536
"33173",15.5281
"33174",14.7778
"33175",15.6109
"33176",14.7269
"33177",14.9875
"33178",15.2278
"33179",14.6174
"33180",14.7432
"33181",14.6977
"33182",14.9546
"33183",14.8099
"33184",14.9212
"33185",14.5926
"33186",15.5041
"33187",15.2992
"33188",15.4533
"33189",15.6331
"33190",14.9889
"33191",14.7583
"33192",14.7541
"33193",15.8349
"33194",15.4782
"33195",16.3109
"33196",16.1553
"33197",15.3512
"33198",16.2604
"33199",15.6906
"33200",15.6764
"33201",15.2026
"33202",15.2369
"33203",15.2883
"33204",16.8273
"33205",16.5761
"33206",15.2121
"33207",16.2246
"33208",16.9204
"33209",17.9958
"33210",18.262
"33211",19.3547
"33212",20.7744
"33213",21.9333
"33214",21.6515
"33215",19.5278
"33216",19.3381
"33217",19.2754
"33218",16.3998
"33219",16.3473
"33220",14.4433
"33221",13.9652
"33222",14.6666
"33223",15.576
"33224",15.8047
"33225",17.7002
"33226",19.1838
"33227",16.7361
"33228",14.7336
"33229",15.9975
"33230",16.1149
"33231",15.5116
"33232",15.4833
"33233",17.036
"33234",16.1425
"33235",14.5601
"33236",15.5289
"33237",15.2204
"33238",15.0865
"33239",15.6726
"33240",14.7051
"33241",15.4739
"33242",14.9512
"33243",15.1246
"33244",16.3363
"33245",15.3046
"33246",15.5019
"33247",14.9697
"33248",16.2039
"33249",16.6551
"33250",15.3
"33251",15.1747
"33252",14.6641
"33253",14.966
"33254",15.4651
"33255",15.459
"33256",15.6292
"33257",15.0865
"33258",17.5753
"33259",17.7739
"33260",15.3126
"33261",14.6183
"33262",13.6805
"33263",13.542
"33264",15.6519
"33265",15.3941
"33266",15.418
"33267",15.4805
"33268",15.3031
"33269",15.8667
"33270",15.5436
"33271",16.2277
"33272",14.2281
"33273",13.2096
"33274",14.531
"33275",14.1566
"33276",14.4343
"33277",14.5089
"33278",14.7129
"33279",14.3617
"33280",14.4918
"33281",14.5652
"33282",14.5743
"33283",14.5851
"33284",14.7025
"33285",15.7996
"33286",14.751
"33287",14.3561
"33288",14.4821
"33289",14.6959
"33290",15.4378
"33291",15.2065
"33292",15.4207
"33293",15.0383
"33294",16.1843
"33295",15.9439
"33296",16.1598
"33297",16.3997
"33298",15.8059
"33299",14.5192
"33300",16.1263
"33301",13.2525
"33302",13.245
"33303",15.5231
"33304",15.183
"33305",14.3288
"33306",12.6488
"33307",12.5296
"33308",12.6731
"33309",12.8041
"33310",12.3321
"33311",13.2273
"33312",13.0374
"33313",12.8449
"33314",11.9834
"33315",12.0068
"33316",12.3267
"33317",11.2398
"33318",11.411
"33319",11.6942
"33320",11.6781
"33321",12.586
"33322",12.5003
"33323",12.4148
"33324",12.738
"33325",13.2074
"33326",13.9079
"33327",13.6876
"33328",13.6264
"33329",12.2142
"33330",11.1022
"33331",11.3053
"33332",11.5289
"33333",10.8194
"33334",11.189
"33335",11.8562
"33336",11.9805
"33337",12.1465
"33338",12.7377
"33339",12.6697
"33340",12.3776
"33341",12.0583
"33342",12.1522
"33343",12.1343
"33344",12.1565
"33345",12.4031
"33346",12.6923
"33347",12.3946
"33348",12.5332
"33349",12.1954
"33350",12.6309
"33351",12.5977
"33352",13.2683
"33353",13.1539
"33354",13.4762
"33355",13.0939
"33356",12.2097
"33357",12.1212
"33358",12.3929
"33359",12.307
"33360",12.2783
"33361",12.0381
"33362",11.8561
"33363",11.8228
"33364",11.8965
"33365",12.2237
"33366",12.3627
"33367",12.014
"33368",11.9697
"33369",11.553
"33370",12.0844
"33371",12.3892
"33372",12.2788
"33373",12.3568
"33374",12.4712
"33375",12.2603
"33376",11.7442
"33377",12.0343
"33378",12.5154
"33379",12.4981
"33380",12.3285
"33381",12.2753
"33382",12.6076
"33383",12.8901
"33384",13.0602
"33385",12.8905
"33386",12.3141
"33387",13.4712
"33388",13.7545
"33389",13.1239
"33390",12.9279
"33391",12.3021
"33392",12.8242
"33393",12.5119
"33394",12.5401
"33395",12.4717
"33396",12.3598
"33397",12.6992
"33398",12.3385
"33399",12.3036
"33400",12.8227
"33401",11.5925
"33402",11.4611
"33403",11.4154
"33404",11.4209
"33405",11.1554
"33406",11.2178
"33407",10.9001
"33408",11.4413
"33409",11.7767
"33410",11.8779
"33411",12.0344
"33412",12.3572
"33413",12.5111
"33414",11.9014
"33415",12.0582
"33416",12.0453
"33417",12.1006
"33418",12.2154
"33419",12.3619
"33420",12.19
"33421",12.0941
"33422",12.1203
"33423",12.0488
"33424",12.0067
"33425",11.7578
"33426",11.8879
"33427",12.7944
"33428",13.379
"33429",12.1213
"33430",11.8795
"33431",11.8823
"33432",11.9444
"33433",11.5433
"33434",11.2759
"33435",11.322
"33436",11.6507
"33437",12.2998
"33438",12.2872
"33439",11.7222
"33440",12.1705
"33441",12.2076
"33442",12.2747
"33443",12.1488
"33444",11.7788
"33445",11.964
"33446",11.9681
"33447",12.3997
"33448",12.3641
"33449",12.4255
"33450",12.4101
"33451",12.3895
"33452",12.2528
"33453",12.1558
"33454",11.9439
"33455",11.7866
"33456",11.6556
"33457",12.2816
"33458",11.7239
"33459",12.3474
"33460",12.2473
"33461",11.7975
"33462",11.5245
"33463",11.5156
"33464",11.6348
"33465",12.2887
"33466",12.4282
"33467",12.8773
"33468",12.6991
"33469",12.3752
"33470",13.0162
"33471",13.5247
"33472",12.8243
"33473",13.0612
"33474",12.8848
"33475",12.4335
"33476",12.5138
"33477",11.4332
"33478",11.8771
"33479",11.8678
"33480",12.0123
"33481",12.2661
"33482",12.2273
"33483",12.0436
"33484",12.0135
"33485",12.0723
"33486",11.6418
"33487",11.7466
"33488",11.5363
"33489",11.57
"33490",11.35
"33491",11.4464
"33492",11.457
"33493",12.5852
"33494",12.5647
"33495",13.1641
"33496",12.2862
"33497",12.3516
"33498",11.0127
"33499",11.9945
"33500",11.7462
"33501",11.1884
"33502",10.9745
"33503",11.4452
"33504",12.1279
"33505",12.2391
"33506",12.1278
"33507",12.0876
"33508",12.0814
"33509",11.8186
"33510",11.931
"33511",11.7133
"33512",12.3345
"33513",11.9869
"33514",12.5414
"33515",12.2291
"33516",12.5284
"33517",12.123
"33518",11.8827
"33519",12.0084
"33520",12.4697
"33521",12.4343
"33522",12.6747
"33523",12.8159
"33524",12.06
"33525",12.298
"33526",12.0667
"33527",11.8843
"33528",12.0617
"33529",12.1374
"33530",12.109
"33531",12.9765
"33532",12.9474
"33533",13.3487
"33534",12.4914
"33535",12.5675
"33536",13.1027
"33537",13.8992
"33538",14.2982
"33539",14.5227
"33540",15.1995
"33541",15.215
"33542",15.1718
"33543",16.3188
"33544",17.5457
"33545",15.6882
"33546",14.3223
"33547",13.9534
"33548",14.0947
"33549",13.9541
"33550",15.3481
"33551",15.7068
"33552",15.8131
"33553",16.1156
"33554",15.8935
"33555",15.6372
"33556",14.6854
"33557",14.8141
"33558",14.8608
"33559",15.0074
"33560",15.4435
"33561",14.9948
"33562",16.3077
"33563",14.8831
"33564",15.834
"33565",16.1041
"33566",15.526
"33567",16.77
"33568",14.3815
"33569",15.7461
"33570",17.645
"33571",16.4128
"33572",14.9819
"33573",15.8695
"33574",16.9063
"33575",15.2491
"33576",15.9637
"33577",16.3904
"33578",16.0098
"33579",16.2673
"33580",15.6937
"33581",15.5368
"33582",14.5065
"33583",14.7048
"33584",16.9301
"33585",16.9955
"33586",14.28
"33587",14.0894
"33588",14.657
"33589",13.605
"33590",15.2848
"33591",14.1534
"33592",14.3578
"33593",14.553
"33594",14.4967
"33595",14.6075
"33596",14.6171
"33597",14.7427
"33598",14.694
"33599",14.5336
"33600",14.7752
"33601",14.6518
"33602",14.5151
"33603",14.541
"33604",14.8574
"33605",14.4428
"33606",14.5118
"33607",14.7511
"33608",15.0143
"33609",14.7218
"33610",15.2109
"33611",15.1929
"33612",16.3105
"33613",17.5105
"33614",16.8439
"33615",16.9493
"33616",16.9871
"33617",17.0566
"33618",17.1986
"33619",15.3441
"33620",15.1603
"33621",16.0969
"33622",15.7315
"33623",16.1185
"33624",16.458
"33625",16.0955
"33626",16.3329
"33627",13.9742
"33628",13.8884
"33629",15.5091
"33630",15.4682
"33631",15.5693
"33632",16.2746
"33633",17.1536
"33634",17.7926
"33635",14.1264
"33636",15.488
"33637",15.7909
"33638",15.1635
"33639",15.3908
"33640",16.1593
"33641",15.3591
"33642",18.6735
"33643",16.4175
"33644",15.0049
"33645",13.8849
"33646",14.4858
"33647",13.9031
"33648",15.2943
"33649",15.5075
"33650",15.0098
"33651",14.6278
"33652",15.1263
"33653",15.4237
"33654",15.3101
"33655",15.592
"33656",14.298
"33657",15.24
"33658",15.4959
"33659",15.5038
"33660",15.8256
"33661",15.951
"33662",15.4292
"33663",14.9832
"33664",15.4185
"33665",15.3142
"33666",15.2307
"33667",15.2341
"33668",15.0017
"33669",16.2049
"33670",15.9993
"33671",14.8888
"33672",14.6763
"33673",16.3272
"33674",17.2955
"33675",16.9809
"33676",17.5421
"33677",16.6166
"33678",16.3959
"33679",15.9737
"33680",15.9763
"33681",15.8686
"33682",14.4369
"33683",14.3689
"33684",14.8049
"33685",14.9796
"33686",15.037
"33687",15.9848
"33688",15.951
"33689",15.0585
"33690",15.0346
"33691",15.9164
"33692",15.0161
"33693",15.2805
"33694",16.0541
"33695",16.0669
"33696",15.4613
"33697",15.41
"33698",15.9212
"33699",13.9405
"33700",13.7947
"33701",13.8303
"33702",15.1135
"33703",16.0402
"33704",15.4783
"33705",14.8794
"33706",14.8471
"33707",15.394
"33708",14.4497
"33709",15.6516
"33710",15.0344
"33711",15.8594
"33712",15.4195
"33713",14.9817
"33714",15.3528
"33715",14.5918
"33716",14.1371
"33717",14.4236
"33718",14.1219
"33719",14.1649
"33720",14.1504
"33721",12.4799
"33722",12.4895
"33723",12.7926
"33724",12.6916
"33725",12.9554
"33726",12.4732
"33727",11.5955
"33728",12.6851
"33729",13.508
"33730",13.7935
"33731",14.5501
"33732",15.0479
"33733",16.2503
"33734",16.492
"33735",16.9987
"33736",21.1013
"33737",19.5452
"33738",18.0299
"33739",18.6823
"33740",19.0627
"33741",17.2121
"33742",17.8662
"33743",16.2248
"33744",13.9506
"33745",17.5206
"33746",18.2075
"33747",17.5381
"33748",17.1132
"33749",15.3003
"33750",14.7469
"33751",15.0259
"33752",15.3762
"33753",15.4282
"33754",17.1401
"33755",14.5665
"33756",15.6557
"33757",15.0871
"33758",15.5172
"33759",14.8167
"33760",14.7589
"33761",15.585
"33762",15.1501
"33763",15.1643
"33764",16.02
"33765",15.4355
"33766",15.5443
"33767",15.4156
"33768",16.1734
"33769",14.1236
"33770",13.4218
"33771",13.6423
"33772",12.3767
"33773",11.5371
"33774",11.409
"33775",11.5247
"33776",11.6009
"33777",11.4853
"33778",13.2225
"33779",13.0691
"33780",11.6977
"33781",13.1263
"33782",12.7137
"33783",12.8977
"33784",12.8342
"33785",12.8342
"33786",12.9171
"33787",12.2724
"33788",12.2163
"33789",12.1577
"33790",12.5681
"33791",12.9295
"33792",13.0448
"33793",13.1972
"33794",13.7948
"33795",13.7004
"33796",14.3456
"33797",15.4309
"33798",16.2427
"33799",16.4191
"33800",16.8856
"33801",16.7325
"33802",18.6209
"33803",18.9292
"33804",19.5219
"33805",19.256
"33806",17.7909
"33807",17.4687
"33808",17.6481
"33809",17.4706
"33810",16.9741
"33811",17.5305
"33812",17.8935
"33813",17.787
"33814",16.4466
"33815",16.6965
"33816",16.8204
"33817",16.4297
"33818",16.3591
"33819",16.2033
"33820",16.2518
"33821",16.2951
"33822",16.6114
"33823",15.9343
"33824",15.9848
"33825",15.2394
"33826",15.0866
"33827",14.2745
"33828",15.6925
"33829",15.5339
"33830",15.5797
"33831",17.9168
"33832",18.0703
"33833",17.9724
"33834",16.326
"33835",16.5797
"33836",16.176
"33837",15.0858
"33838",14.1134
"33839",12.7955
"33840",13.3135
"33841",13.3145
"33842",13.7826
"33843",14.3125
"33844",14.4935
"33845",14.9795
"33846",14.4348
"33847",16.811
"33848",15.0955
"33849",15.0944
"33850",15.3482
"33851",15.4521
"33852",15.7152
"33853",15.1972
"33854",15.3598
"33855",15.8123
"33856",16.2755
"33857",16.2317
"33858",16.5598
"33859",16.0288
"33860",18.0322
"33861",16.9968
"33862",17.5943
"33863",18.0527
"33864",17.5543
"33865",16.165
"33866",15.4723
"33867",15.5395
"33868",14.9667
"33869",14.4238
"33870",15.4567
"33871",15.7702
"33872",15.6543
"33873",15.9905
"33874",16.26
"33875",15.0953
"33876",16.5932
"33877",15.5888
"33878",16.2219
"33879",15.9601
"33880",15.4616
"33881",15.6834
"33882",15.5301
"33883",15.4796
"33884",15.1277
"33885",15.9516
"33886",15.7757
"33887",14.8112
"33888",15.8277
"33889",15.5897
"33890",16.1778
