"","beta[246]","beta[247]","beta[264]","beta[431]"
"34603",0,-8.21299,11.0736,-12.5782
"34604",0,-8.08776,10.8942,-12.7119
"34605",0,-8.22594,11.2242,-12.5734
"34606",0,-8.43548,11.2437,-12.3955
"34607",0,-8.26489,11.1789,-12.7551
"34608",0,-8.32977,11.1104,-12.4123
"34609",0,-8.27713,11.064,-12.641
"34610",0,-8.05516,10.5924,-12.6182
"34611",0,-8.20858,11.1184,-12.6309
"34612",0,-8.27884,10.8081,-12.6203
"34613",0,-8.31925,11.1972,-12.7278
"34614",0,-8.34097,11.0087,-12.4793
"34615",0,-8.27461,11.2887,-12.5296
"34616",0,-8.17476,10.9276,-12.6651
"34617",0,-8.43463,10.7965,-12.7732
"34618",0,-8.18795,11.0859,-12.5807
"34619",0,-8.27451,10.963,-12.785
"34620",0,-8.11697,10.9057,-12.3587
"34621",0,-8.37864,10.9763,-12.6939
"34622",0,-8.31044,10.9956,-12.7197
"34623",0,-8.18316,10.844,-12.5581
"34624",0,-8.23479,11.3073,-12.8137
"34625",0,-8.31182,10.9921,-12.3866
"34626",0,-8.09055,10.9945,-12.6095
"34627",0,-8.14029,10.9413,-12.5658
"34628",0,-8.04088,10.9668,-12.561
"34629",0,-8.13975,11.0076,-12.8023
"34630",0,-8.07431,11.1529,-12.4242
"34631",0,-8.28305,11.2802,-12.6988
"34632",0,-8.37625,11.0946,-12.2452
"34633",0,-8.26552,11.141,-12.7961
"34634",0,-8.11701,10.9885,-12.5606
"34635",0,-8.19429,11.1427,-12.794
"34636",0,-8.27205,11.0809,-12.7897
"34637",0,-8.35705,11.2376,-12.566
"34638",0,-8.40166,11.3838,-12.5805
"34639",0,-8.46763,11.0541,-12.4598
"34640",0,-8.39583,10.8165,-12.5222
"34641",0,-8.37192,11.0692,-12.5449
"34642",0,-8.04029,10.9578,-12.9142
"34643",0,-8.28246,11.2867,-12.2778
"34644",0,-8.09015,11.2726,-12.647
"34645",0,-8.47107,11.232,-12.796
"34646",0,-7.97703,11.2326,-12.4456
"34647",0,-8.20445,11.0391,-12.5334
"34648",0,-7.97929,11.0291,-12.8373
"34649",0,-8.20845,10.8432,-12.5961
"34650",0,-8.27938,11.2279,-12.7433
"34651",0,-8.30085,11.2988,-12.7466
"34652",0,-8.07892,10.6805,-12.6716
"34653",0,-8.38852,11.085,-12.6817
"34654",0,-8.04562,10.8938,-12.5629
"34655",0,-8.06182,11.0631,-12.7716
"34656",0,-8.30724,11.2358,-12.4718
"34657",0,-8.35841,10.9689,-12.5997
"34658",0,-8.14049,10.9669,-12.5336
"34659",0,-8.28805,11.4097,-12.6965
"34660",0,-8.29687,11.0853,-12.5506
"34661",0,-8.20448,10.9874,-12.5338
"34662",0,-8.27214,11.1741,-12.8318
"34663",0,-8.3179,11.2213,-12.6335
"34664",0,-8.29207,11.2848,-12.5487
"34665",0,-8.2684,11.0089,-12.688
"34666",0,-8.43755,11.2694,-12.3388
"34667",0,-8.11288,11.2328,-12.5491
"34668",0,-8.17885,10.6225,-12.8276
"34669",0,-8.00469,11.0181,-12.639
"34670",0,-8.31061,11.1581,-12.6671
"34671",0,-8.23185,11.1518,-12.3629
"34672",0,-8.27678,10.9014,-12.504
"34673",0,-8.22677,11.3097,-12.8382
"34674",0,-8.34813,10.7752,-12.6533
"34675",0,-8.52427,11.1333,-12.6155
"34676",0,-8.50957,10.9239,-12.5474
"34677",0,-8.22664,11.246,-12.8608
"34678",0,-8.00153,11.1323,-12.4251
"34679",0,-8.28693,11.0811,-12.7843
"34680",0,-8.41381,11.1843,-12.3486
"34681",0,-8.29328,10.9062,-12.6158
"34682",0,-8.25606,10.7567,-12.5933
"34683",0,-8.25932,10.8462,-12.8393
"34684",0,-8.2266,10.9459,-12.6605
"34685",0,-8.38717,10.9767,-12.7174
"34686",0,-8.02665,10.8339,-12.6152
"34687",0,-8.10776,10.8229,-12.7371
"34688",0,-8.11194,11.1253,-12.7214
"34689",0,-8.42605,11.1082,-12.645
"34690",0,-8.16999,10.9497,-12.6289
"34691",0,-8.09933,11.1208,-12.4137
"34692",0,-8.18461,10.7203,-12.6921
"34693",0,-8.06753,10.9909,-12.5927
"34694",0,-8.18039,11.3843,-12.7516
"34695",0,-8.0868,11.0708,-12.7054
"34696",0,-8.27225,11.0528,-12.5202
"34697",0,-8.3429,11.1263,-12.5344
"34698",0,-8.46101,10.9321,-12.4158
"34699",0,-8.15621,11.2583,-12.6743
"34700",0,-8.45588,10.8948,-13.0129
"34701",0,-8.20826,11.1633,-12.3362
"34702",0,-8.21566,11.1115,-12.7783
"34703",0,-8.30337,11.0536,-12.6135
"34704",0,-8.39347,11.0127,-12.3785
"34705",0,-8.06176,10.886,-12.7701
"34706",0,-8.2626,11.0488,-12.616
"34707",0,-8.51975,10.978,-12.6808
"34708",0,-8.15973,10.9926,-12.586
"34709",0,-8.35804,11.1549,-12.7193
"34710",0,-8.18649,10.7565,-12.5334
"34711",0,-8.44739,11.1976,-12.673
"34712",0,-8.25706,10.9171,-12.7338
"34713",0,-8.29501,10.9635,-12.7323
"34714",0,-8.32559,10.9473,-12.6515
"34715",0,-8.55111,10.9663,-12.9582
"34716",0,-8.10547,11.02,-12.6119
"34717",0,-8.15213,11.0209,-12.5365
"34718",0,-8.11194,10.8216,-12.6729
"34719",0,-8.12884,10.8215,-12.5387
"34720",0,-8.28033,10.9682,-12.7216
"34721",0,-8.07021,10.9135,-12.4283
"34722",0,-8.30086,11.0018,-12.9149
"34723",0,-8.37675,11.0767,-12.6443
"34724",0,-8.258,11.2222,-12.4835
"34725",0,-8.29328,11.1604,-12.6072
"34726",0,-7.88673,10.9345,-12.6425
"34727",0,-8.51799,11.1088,-12.7242
"34728",0,-8.32518,10.8783,-12.5424
"34729",0,-8.41328,10.8684,-12.6777
"34730",0,-8.09804,10.7904,-12.5216
"34731",0,-8.34121,11.0551,-12.8457
"34732",0,-8.26649,11.0988,-12.758
"34733",0,-8.24493,11.1047,-12.7024
"34734",0,-8.24912,10.9589,-12.4983
"34735",0,-8.26236,11.3067,-12.5688
"34736",0,-8.12284,11.3022,-12.5835
"34737",0,-8.28531,11.2013,-12.7095
"34738",0,-8.43212,11.1842,-12.7273
"34739",0,-8.12859,10.9224,-12.4626
"34740",0,-8.46302,11.2132,-12.516
"34741",0,-8.37545,11.191,-12.5292
"34742",0,-8.47497,10.881,-12.5406
"34743",0,-8.12455,10.995,-12.5873
"34744",0,-8.64104,11.07,-12.3924
"34745",0,-8.51135,11.4145,-12.2532
"34746",0,-8.18285,11.1105,-12.513
"34747",0,-8.21013,10.9848,-12.7913
"34748",0,-8.47631,10.9184,-12.5425
"34749",0,-8.25428,11.2897,-12.4363
"34750",0,-7.97316,11.0307,-12.4375
"34751",0,-8.2263,11.0724,-12.7155
"34752",0,-8.2008,11.1727,-12.7121
"34753",0,-8.24752,10.9447,-12.492
"34754",0,-8.296,11.1457,-12.7538
"34755",0,-8.41203,11.0417,-12.6461
"34756",0,-8.21709,11.3009,-12.7244
"34757",0,-8.41021,10.9499,-12.6121
"34758",0,-8.08578,11.0422,-12.3955
"34759",0,-8.20905,11.3752,-12.4384
"34760",0,-8.25185,11.1225,-12.4482
"34761",0,-8.18155,11.1399,-12.5639
"34762",0,-8.29202,11.1548,-12.6896
"34763",0,-8.33981,10.8912,-12.736
"34764",0,-8.05043,10.9016,-12.7711
"34765",0,-8.36999,10.9056,-12.3759
"34766",0,-8.08209,11.3,-12.3571
"34767",0,-8.27487,11.137,-12.4333
"34768",0,-8.2913,10.8367,-12.6192
"34769",0,-8.2755,10.8438,-12.8265
"34770",0,-8.42703,11.0697,-12.6286
"34771",0,-8.29076,11.0828,-12.4841
"34772",0,-8.45222,11.1063,-12.6804
"34773",0,-8.30034,10.716,-12.5417
"34774",0,-8.3043,11.1598,-12.4539
"34775",0,-8.31821,11.5042,-12.4522
"34776",0,-8.45445,10.9871,-12.4465
"34777",0,-8.34976,10.9378,-12.3603
"34778",0,-8.41891,11.0174,-12.5371
"34779",0,-8.29218,11.0169,-12.5469
"34780",0,-8.23451,11.1405,-12.5851
"34781",0,-8.20783,11.0693,-12.4675
"34782",0,-8.30449,10.8807,-12.4533
"34783",0,-8.24079,10.8708,-12.5917
"34784",0,-8.26512,11.0346,-12.5745
"34785",0,-8.54221,10.9189,-12.3591
"34786",0,-8.40117,11.1996,-12.7017
"34787",0,-8.17333,10.9799,-12.6233
"34788",0,-8.26154,10.9665,-12.7122
"34789",0,-8.34907,10.8957,-12.5822
"34790",0,-8.2991,11.3383,-12.7771
"34791",0,-8.0094,10.9137,-12.3815
"34792",0,-8.23426,10.9246,-12.7549
"34793",0,-8.53324,11.0009,-12.6517
"34794",0,-8.34384,11.1642,-12.5734
"34795",0,-8.42665,11.2109,-12.3252
"34796",0,-7.93853,11.005,-12.3747
"34797",0,-8.19115,11.2471,-12.4719
"34798",0,-8.22276,11.0602,-12.7214
"34799",0,-8.39139,10.9812,-12.5401
"34800",0,-8.15177,11.2818,-12.5064
"34801",0,-8.25351,11.0617,-12.5616
"34802",0,-8.37692,11.1081,-12.5457
"34803",0,-8.18542,10.9324,-12.8002
"34804",0,-8.48085,11.2509,-12.6198
"34805",0,-8.44234,11.1808,-12.6302
"34806",0,-8.07157,11.1693,-12.6754
"34807",0,-8.29703,11.1584,-12.4128
"34808",0,-8.16128,11.257,-12.5606
"34809",0,-8.10379,11.1695,-12.6767
"34810",0,-8.1709,11.132,-12.556
"34811",0,-8.26499,10.9352,-12.495
"34812",0,-8.24196,10.8925,-12.4045
"34813",0,-8.31544,11.1336,-12.5568
"34814",0,-8.4369,10.9051,-12.4588
"34815",0,-7.98306,10.956,-12.7321
"34816",0,-8.43779,10.9554,-12.8622
"34817",0,-8.09806,10.9253,-12.6148
"34818",0,-8.3079,10.7811,-12.6388
"34819",0,-8.16577,11.1668,-12.511
"34820",0,-8.2194,11.076,-12.4959
"34821",0,-8.40143,11.0582,-12.6871
"34822",0,-8.43848,11.0751,-12.7442
"34823",0,-8.3686,10.7459,-12.7919
"34824",0,-8.22152,11.384,-12.4815
"34825",0,-8.11067,10.6209,-12.7466
"34826",0,-8.43711,11.0109,-12.5207
"34827",0,-8.33277,11.218,-12.4829
"34828",0,-8.28137,10.6976,-12.397
"34829",0,-8.24547,10.6946,-12.6488
"34830",0,-8.1259,10.858,-13.0402
"34831",0,-8.28552,10.9274,-12.5447
"34832",0,-8.27836,11.2757,-12.6816
"34833",0,-8.36178,11.1687,-12.3981
"34834",0,-8.26801,11.0079,-12.5073
"34835",0,-8.35017,11.1375,-12.6207
"34836",0,-8.20062,11.1675,-12.5726
"34837",0,-8.06054,10.9012,-12.4912
"34838",0,-8.31167,10.9076,-12.6225
"34839",0,-8.12703,11.0808,-12.608
"34840",0,-8.19715,11.0563,-12.5745
"34841",0,-8.39734,10.9389,-12.7367
"34842",0,-8.25155,10.8347,-12.5961
"34843",0,-8.33894,10.907,-12.7473
"34844",0,-8.21546,11.2112,-12.4938
"34845",0,-8.33503,11.2154,-12.503
"34846",0,-8.16848,11.0564,-12.5671
"34847",0,-8.37098,11.0254,-12.7055
"34848",0,-8.32023,11.1371,-12.8488
"34849",0,-8.28857,11.0167,-12.9265
"34850",0,-8.28724,10.9372,-12.7049
"34851",0,-8.16192,11.2307,-12.7317
"34852",0,-8.38624,10.8519,-12.4759
"34853",0,-8.35902,10.9844,-12.9491
"34854",0,-8.30941,10.9804,-12.4725
"34855",0,-8.22812,11.0474,-12.3747
"34856",0,-8.23835,10.9094,-12.7885
"34857",0,-8.49106,10.7007,-12.6961
"34858",0,-8.38519,11.1211,-12.5558
"34859",0,-8.08692,10.8256,-12.8579
"34860",0,-8.30666,11.0176,-12.4347
"34861",0,-8.18893,10.983,-12.528
"34862",0,-8.36131,11.1335,-12.7736
"34863",0,-8.55457,11.1783,-12.6175
"34864",0,-8.34668,11.2545,-12.3862
"34865",0,-8.44377,11.044,-12.4072
"34866",0,-8.37665,11.1258,-12.735
"34867",0,-8.48571,11.1807,-12.6529
"34868",0,-8.15305,11.2657,-12.6181
"34869",0,-8.36395,10.9285,-12.654
"34870",0,-8.44006,11.2073,-12.8073
"34871",0,-8.3064,10.9872,-12.415
"34872",0,-8.29148,11.0994,-12.6431
"34873",0,-8.21228,11.0265,-12.5997
"34874",0,-8.22724,11.1022,-12.5171
"34875",0,-8.25707,10.8528,-12.4881
"34876",0,-8.36051,11.3506,-12.55
"34877",0,-8.15775,11.0972,-12.5005
"34878",0,-8.2571,10.8144,-12.772
"34879",0,-8.08153,10.9424,-12.6666
"34880",0,-8.15512,11.1412,-12.791
"34881",0,-8.27758,10.7506,-12.6639
"34882",0,-8.07595,11.0624,-12.6524
"34883",0,-8.42031,10.961,-13.0815
"34884",0,-8.37059,10.9246,-12.6736
"34885",0,-8.37471,10.9871,-12.6945
"34886",0,-8.42381,11.0163,-12.7129
"34887",0,-8.15768,11.1074,-12.7797
"34888",0,-8.25923,11.1423,-12.5613
"34889",0,-7.9992,10.9355,-12.7
"34890",0,-8.44547,11.2086,-12.4372
"34891",0,-8.52969,11.1349,-12.566
"34892",0,-7.92052,10.8623,-12.4154
"34893",0,-8.20922,11.2692,-12.5933
"34894",0,-8.00201,10.9861,-12.5615
"34895",0,-8.32542,11.0436,-12.7922
"34896",0,-8.33837,11.0032,-12.4729
"34897",0,-8.16201,10.96,-12.4734
"34898",0,-8.24283,11.0078,-12.3522
"34899",0,-8.32139,11.0193,-12.5352
"34900",0,-8.29175,10.9363,-12.776
"34901",0,-8.24986,11.0527,-12.5599
"34902",0,-8.13505,10.9067,-12.6275
"34903",0,-8.0781,10.9903,-12.9888
"34904",0,-8.66924,10.8219,-12.3449
"34905",0,-8.30154,11.3161,-12.4818
"34906",0,-8.16189,10.9044,-12.681
"34907",0,-8.27536,10.9118,-12.4702
"34908",0,-8.18415,10.9354,-12.4456
"34909",0,-8.37537,10.9643,-12.4561
"34910",0,-8.16125,11.155,-12.5517
"34911",0,-8.4234,10.9284,-12.7327
"34912",0,-8.28349,11.1428,-12.5178
"34913",0,-8.54754,11.2212,-12.2375
"34914",0,-8.15362,11.1316,-12.504
"34915",0,-8.0218,11.2232,-12.7731
"34916",0,-8.22586,11.005,-12.6458
"34917",0,-8.5701,10.998,-12.46
"34918",0,-8.34025,11.2165,-12.1828
"34919",0,-8.09029,11.0929,-12.5511
"34920",0,-8.17778,10.8097,-12.8553
"34921",0,-8.27435,11.1115,-12.4795
"34922",0,-8.29169,11.0079,-12.7792
"34923",0,-8.30362,11.0697,-12.6423
"34924",0,-8.20231,11.1556,-12.5933
"34925",0,-8.28717,11.1664,-12.5674
"34926",0,-8.02487,10.8588,-12.3991
"34927",0,-8.24157,11.0841,-12.8051
"34928",0,-8.16508,11.0422,-12.6372
"34929",0,-8.23499,10.8688,-12.4477
"34930",0,-8.14041,11.0945,-12.7148
"34931",0,-8.04457,11.1752,-12.6812
"34932",0,-8.17698,10.9344,-12.9189
"34933",0,-8.45309,11.2449,-12.6928
"34934",0,-8.47007,10.9943,-12.4231
"34935",0,-8.21868,11.0563,-12.7779
"34936",0,-8.33408,10.9775,-12.7422
"34937",0,-8.3801,10.8933,-12.7916
"34938",0,-8.38899,11.0372,-12.887
"34939",0,-8.27314,11.1882,-12.592
"34940",0,-8.2922,10.8187,-12.6329
"34941",0,-8.09347,11.1071,-12.6592
"34942",0,-8.34892,10.9772,-12.6146
"34943",0,-8.40243,10.9959,-12.6312
"34944",0,-8.19554,10.8895,-12.8522
"34945",0,-8.0219,10.9974,-12.8139
"34946",0,-8.22419,10.8279,-12.333
"34947",0,-8.32963,11.1192,-12.5819
"34948",0,-7.92333,11.1399,-12.5289
"34949",0,-8.10269,10.8829,-12.7171
"34950",0,-8.40458,10.9693,-12.5865
"34951",0,-8.40534,10.9421,-12.7814
"34952",0,-8.19911,10.9464,-12.6317
"34953",0,-8.03405,10.8431,-12.9422
"34954",0,-8.22668,11.0636,-12.7441
"34955",0,-8.29307,11.2511,-12.3294
"34956",0,-8.38103,11.0747,-12.6036
"34957",0,-8.20093,11.0433,-12.6389
"34958",0,-8.18684,11.1298,-12.3005
"34959",0,-8.30374,10.958,-12.5131
"34960",0,-8.18892,11.2053,-12.6151
"34961",0,-8.25006,11.0995,-12.7153
"34962",0,-8.21181,10.8802,-12.9296
"34963",0,-8.2733,11.0328,-12.6925
"34964",0,-8.44662,10.8341,-12.5089
"34965",0,-8.22351,10.8517,-12.6372
"34966",0,-8.35055,10.8452,-12.8718
"34967",0,-8.30284,10.8488,-12.7608
"34968",0,-8.45417,10.8664,-12.5271
"34969",0,-8.02364,11.0508,-12.6567
"34970",0,-8.17064,11.1189,-12.7041
"34971",0,-8.3803,11.0689,-12.7326
"34972",0,-8.02818,10.851,-12.4558
"34973",0,-8.31871,10.8873,-12.3861
"34974",0,-8.3111,11.3657,-12.8703
"34975",0,-8.25103,11.0376,-12.5165
"34976",0,-8.31114,11.0083,-12.5314
"34977",0,-8.19447,11.0229,-12.9175
"34978",0,-8.28315,10.7377,-12.5979
"34979",0,-8.39619,10.8074,-12.7846
"34980",0,-8.36572,11.1683,-12.5567
"34981",0,-8.25384,11.2116,-12.5427
"34982",0,-8.42878,10.8451,-13.0576
"34983",0,-8.20149,11.1628,-12.4111
"34984",0,-8.34177,11.097,-12.6056
"34985",0,-8.2822,10.9802,-12.6514
"34986",0,-8.21688,11.187,-12.5498
"34987",0,-8.41458,11.0202,-12.8361
"34988",0,-8.32527,11.0669,-12.4737
"34989",0,-8.29353,11.0956,-12.7582
"34990",0,-8.15282,11.3346,-12.6524
"34991",0,-8.16631,10.9402,-12.7114
"34992",0,-8.20745,11.002,-12.575
"34993",0,-8.1212,10.9309,-12.6449
"34994",0,-8.29593,11.0483,-12.5875
"34995",0,-8.02777,11.1704,-12.7018
"34996",0,-8.17529,10.773,-12.8729
"34997",0,-8.23889,11.1218,-12.4832
"34998",0,-8.53213,11.1753,-12.417
"34999",0,-8.41256,10.8766,-12.4854
"35000",0,-8.46302,11.2225,-12.8112
"35001",0,-8.2866,10.997,-12.6525
"35002",0,-8.12975,10.9657,-12.3926
"35003",0,-8.34527,10.9767,-12.4203
"35004",0,-8.33261,11.0808,-12.4819
"35005",0,-8.25966,11.2464,-12.321
"35006",0,-8.17568,11.3308,-12.5037
"35007",0,-8.25677,10.9903,-12.7426
"35008",0,-8.36506,11.3048,-12.6412
"35009",0,-8.53448,10.938,-12.6529
"35010",0,-8.24825,11.083,-12.5383
"35011",0,-8.26838,11.1958,-12.4209
"35012",0,-8.43641,11.0251,-12.675
"35013",0,-8.45997,11.0468,-12.5637
"35014",0,-8.30024,11.048,-12.4901
"35015",0,-8.49955,11.2503,-12.5028
"35016",0,-7.91567,11.0353,-12.4872
"35017",0,-7.87775,11.2807,-12.5085
"35018",0,-8.23329,11.015,-12.6157
"35019",0,-8.26076,11.1137,-12.6371
"35020",0,-8.30653,11.201,-12.554
"35021",0,-8.2604,10.8955,-12.75
"35022",0,-8.31355,11.1852,-12.4226
"35023",0,-8.16276,10.9938,-12.4844
"35024",0,-8.11216,11.0607,-12.5601
"35025",0,-8.33742,11.1711,-12.5517
"35026",0,-8.4217,10.9369,-12.5086
"35027",0,-8.08588,10.9336,-12.5854
"35028",0,-8.15967,11.2193,-12.5182
"35029",0,-8.26811,11.0413,-12.8978
"35030",0,-8.22075,11.178,-12.6537
"35031",0,-8.10868,11.1938,-12.4024
"35032",0,-8.10424,10.974,-12.6864
"35033",0,-8.46304,10.8958,-12.3484
"35034",0,-8.29735,11.1562,-12.7253
"35035",0,-8.18396,10.8546,-12.4872
"35036",0,-8.3962,10.9816,-13.0802
"35037",0,-8.3909,11.0632,-12.4853
"35038",0,-8.32925,11.0507,-12.6553
"35039",0,-8.19136,11.2377,-12.6554
"35040",0,-8.27071,11.2243,-12.509
"35041",0,-8.08835,10.9692,-12.4667
"35042",0,-8.24365,11.0628,-12.5456
"35043",0,-8.01928,11.0916,-12.6155
"35044",0,-8.19704,11.0022,-12.4635
"35045",0,-8.37641,11.0781,-12.793
"35046",0,-8.19876,11.237,-12.6664
"35047",0,-8.30023,11.0029,-12.8355
"35048",0,-8.1927,10.8295,-12.6952
"35049",0,-8.2843,11.1939,-12.6004
"35050",0,-8.15752,11.0829,-12.5548
"35051",0,-8.14098,11.1968,-12.695
"35052",0,-8.08759,11.0672,-12.811
"35053",0,-8.31451,11.0139,-12.6038
"35054",0,-8.22375,11.2309,-12.608
"35055",0,-8.37092,11.002,-12.3467
"35056",0,-8.31385,10.9243,-12.5729
"35057",0,-7.98669,11.1628,-12.7482
"35058",0,-8.20341,10.9223,-12.6892
"35059",0,-8.29963,11.1772,-12.6531
"35060",0,-8.2181,11.139,-12.5459
"35061",0,-8.34359,11.0179,-12.7269
"35062",0,-8.32764,11.1239,-12.8505
"35063",0,-8.17005,10.7508,-12.633
"35064",0,-8.42906,10.9372,-12.5028
"35065",0,-8.06168,10.8541,-12.4465
"35066",0,-8.08458,11.2043,-12.3401
"35067",0,-8.07535,11.2274,-12.6379
"35068",0,-8.35906,11.3062,-12.649
"35069",0,-8.11913,11.0271,-12.281
"35070",0,-8.19861,10.8655,-12.5986
"35071",0,-8.19079,11.4507,-12.5629
"35072",0,-8.41766,11.0871,-12.608
"35073",0,-8.12261,11.1451,-12.7928
"35074",0,-8.10378,11.0992,-12.8436
"35075",0,-8.12481,11.0261,-12.5041
"35076",0,-8.26796,11.3538,-12.3065
"35077",0,-8.3247,11.0201,-12.4813
"35078",0,-8.31186,10.923,-12.8856
"35079",0,-8.21087,11.0793,-12.6494
"35080",0,-8.37867,10.9075,-12.5012
"35081",0,-8.26938,11.3659,-12.8578
"35082",0,-8.12358,11.1531,-12.7056
"35083",0,-8.24301,10.9972,-12.5564
"35084",0,-8.09497,11.0077,-12.8602
"35085",0,-8.34011,10.9862,-12.7187
"35086",0,-8.3029,11.4179,-12.6148
"35087",0,-8.1996,11.0641,-12.6111
"35088",0,-8.56735,11.3503,-12.374
"35089",0,-8.45284,11.058,-12.5149
"35090",0,-8.35931,11.2211,-12.6374
"35091",0,-8.08679,11.0418,-12.4871
"35092",0,-8.19138,11.0728,-12.4702
"35093",0,-8.21611,10.8875,-12.671
"35094",0,-7.99985,11.016,-12.7064
"35095",0,-8.23841,11.0672,-12.8018
"35096",0,-8.14374,10.9536,-12.5322
"35097",0,-8.64496,11.2812,-12.5283
"35098",0,-8.39897,11.2692,-12.7625
"35099",0,-8.24747,11.0947,-12.4247
"35100",0,-8.38132,11.1899,-12.7339
"35101",0,-8.23563,11.027,-12.206
"35102",0,-8.37555,11.0758,-12.29
"35103",0,-8.16071,11.0579,-12.3471
"35104",0,-8.47998,10.9709,-12.7573
"35105",0,-8.27834,11.0492,-12.5713
"35106",0,-8.39704,11.0998,-12.7085
"35107",0,-8.49946,10.9101,-12.6287
"35108",0,-8.23638,10.9464,-12.5588
"35109",0,-8.0474,11.0837,-12.5275
"35110",0,-8.25077,10.8137,-12.7208
"35111",0,-8.27232,11.0849,-12.6476
"35112",0,-8.39903,11.2032,-12.7705
"35113",0,-8.38961,11.2069,-12.4849
"35114",0,-8.06054,10.8951,-12.7036
"35115",0,-8.21533,11.0122,-12.7217
"35116",0,-8.2468,11.0753,-12.6297
"35117",0,-8.18064,11.055,-12.439
"35118",0,-8.24096,10.9522,-12.4934
"35119",0,-7.99486,11.1974,-12.7428
"35120",0,-8.39589,10.9967,-12.486
"35121",0,-8.18453,10.8578,-12.7541
"35122",0,-8.23428,10.9978,-12.6481
"35123",0,-8.02723,11.1505,-12.7205
"35124",0,-8.32848,11.1027,-12.6508
"35125",0,-8.24248,11.2074,-12.4216
"35126",0,-8.53047,11.1837,-12.4252
"35127",0,-8.12798,10.7085,-12.7437
"35128",0,-8.35677,11.0662,-12.8231
"35129",0,-8.36098,10.8464,-12.534
"35130",0,-8.04086,10.887,-12.7948
"35131",0,-8.45624,11.0917,-12.5971
"35132",0,-8.31407,10.9584,-12.6241
"35133",0,-8.31356,11.309,-12.5913
"35134",0,-8.12923,10.8684,-12.309
"35135",0,-8.3577,10.8877,-12.6528
"35136",0,-8.29879,10.9382,-12.7275
"35137",0,-8.27184,11.0793,-12.9659
"35138",0,-8.26306,10.981,-12.7297
"35139",0,-8.10804,11.0836,-12.8254
"35140",0,-8.26912,11.0802,-12.5459
"35141",0,-8.31277,10.9836,-12.6101
"35142",0,-8.1686,11.377,-12.5442
"35143",0,-8.25996,11.0736,-12.6708
"35144",0,-8.47741,10.8656,-12.5424
"35145",0,-8.48278,11.1138,-12.7514
"35146",0,-8.00993,10.9451,-12.3826
"35147",0,-8.31536,10.9619,-12.7536
"35148",0,-8.1102,10.9598,-12.5328
"35149",0,-8.17259,10.8379,-12.4894
"35150",0,-8.26612,11.0928,-12.8524
"35151",0,-8.35142,11.4257,-12.7326
"35152",0,-8.23853,11.1279,-12.6043
"35153",0,-8.2632,10.9962,-12.3656
"35154",0,-8.40968,10.933,-12.7367
"35155",0,-8.21884,11.1318,-12.8527
"35156",0,-8.20847,11.1799,-12.4783
"35157",0,-8.3719,11.1684,-12.6232
"35158",0,-8.26467,10.9708,-12.5659
"35159",0,-8.40752,10.9216,-12.5092
"35160",0,-8.09092,11.069,-12.8193
"35161",0,-8.33904,11.2032,-12.5344
"35162",0,-8.53509,10.9349,-12.7014
"35163",0,-8.18023,10.8884,-12.5216
"35164",0,-8.35981,11.1321,-12.5972
"35165",0,-8.27689,11.2446,-12.6993
"35166",0,-8.11105,10.773,-12.7451
"35167",0,-8.28988,10.9614,-12.6156
"35168",0,-8.54419,11.1566,-12.7276
"35169",0,-8.14855,10.8897,-12.802
"35170",0,-8.22595,11.2684,-12.935
"35171",0,-8.35259,10.9895,-12.704
"35172",0,-8.26389,10.7967,-12.5342
"35173",0,-8.3111,11.2435,-12.5224
"35174",0,-8.30059,11.1354,-12.7888
"35175",0,-8.23114,11.0921,-12.5413
"35176",0,-8.2193,10.8316,-12.6838
"35177",0,-8.19567,10.9832,-12.5107
"35178",0,-8.19837,11.0565,-12.4302
"35179",0,-8.45685,11.0561,-12.4379
"35180",0,-8.33173,10.9611,-12.5558
"35181",0,-8.18576,11.0425,-12.5196
"35182",0,-8.59591,10.991,-12.5661
"35183",0,-8.02206,11.1148,-12.4771
"35184",0,-8.18157,10.783,-12.8203
"35185",0,-8.24525,10.9906,-12.192
"35186",0,-7.9926,10.8153,-12.5344
"35187",0,-8.43232,10.8127,-12.5116
"35188",0,-8.04958,11.188,-12.616
"35189",0,-8.37497,11.3279,-12.6137
"35190",0,-8.16138,11.1618,-12.7197
"35191",0,-8.46064,11.1125,-12.397
"35192",0,-8.05154,10.9088,-12.4735
"35193",0,-8.39585,10.9066,-12.7141
"35194",0,-8.37931,10.9638,-12.4063
"35195",0,-8.11808,10.9098,-12.7774
"35196",0,-8.33242,11.1202,-12.6743
"35197",0,-8.22512,11.0769,-12.7013
"35198",0,-8.07287,10.8246,-12.8105
"35199",0,-8.40051,11.0536,-12.5774
"35200",0,-8.23239,10.8772,-12.6173
"35201",0,-8.27764,11.21,-12.5138
"35202",0,-8.28322,11.0563,-12.7324
"35203",0,-8.26544,11.0575,-12.6564
"35204",0,-8.16583,11.2498,-12.3664
"35205",0,-8.36107,11.4761,-12.8903
"35206",0,-8.38645,11.1549,-12.6326
"35207",0,-8.2282,11,-12.7107
"35208",0,-8.59167,11.239,-12.5072
"35209",0,-8.12568,11.0237,-12.5658
"35210",0,-8.30237,10.902,-12.5518
"35211",0,-8.46942,10.9682,-12.7638
"35212",0,-8.09033,11.3483,-12.654
"35213",0,-8.31714,10.9868,-12.7409
"35214",0,-8.17884,11.0042,-12.8284
"35215",0,-8.23911,11.2662,-12.4567
