"","beta[246]","beta[247]","beta[264]","beta[431]"
"76563",0,0,0,-14.6411
"76564",0,0,0,-14.6571
"76565",0,0,0,-14.4944
"76566",0,0,0,-14.5857
"76567",0,0,0,-14.2076
"76568",0,0,0,-14.3494
"76569",0,0,0,-14.5667
"76570",0,0,0,-14.7112
"76571",0,0,0,-14.9732
"76572",0,0,0,-14.7704
"76573",0,0,0,-14.6551
"76574",0,0,0,-14.9126
"76575",0,0,0,-14.8027
"76576",0,0,0,-14.9219
"76577",0,0,0,-15.2557
"76578",0,0,0,-15.2836
"76579",0,0,0,-15.0902
"76580",0,0,0,-15.0537
"76581",0,0,0,-15.5103
"76582",0,0,0,-15.3251
"76583",0,0,0,-15.1194
"76584",0,0,0,-15.0221
"76585",0,0,0,-15.105
"76586",0,0,0,-15.0557
"76587",0,0,0,-15.2046
"76588",0,0,0,-15.3534
"76589",0,0,0,-14.9581
"76590",0,0,0,-15.0664
"76591",0,0,0,-15.1448
"76592",0,0,0,-15.4215
"76593",0,0,0,-15.4177
"76594",0,0,0,-15.5326
"76595",0,0,0,-15.3439
"76596",0,0,0,-15.6453
"76597",0,0,0,-15.5915
"76598",0,0,0,-15.2466
"76599",0,0,0,-15.5067
"76600",0,0,0,-15.4102
"76601",0,0,0,-15.4004
"76602",0,0,0,-15.258
"76603",0,0,0,-15.1544
"76604",0,0,0,-15.5398
"76605",0,0,0,-15.2896
"76606",0,0,0,-15.3804
"76607",0,0,0,-15.6062
"76608",0,0,0,-15.5041
"76609",0,0,0,-15.431
"76610",0,0,0,-15.3419
"76611",0,0,0,-15.3385
"76612",0,0,0,-15.4145
"76613",0,0,0,-15.1984
"76614",0,0,0,-14.9123
"76615",0,0,0,-15.0731
"76616",0,0,0,-15.1363
"76617",0,0,0,-15.1355
"76618",0,0,0,-14.8428
"76619",1.0333,0,0,-14.9115
"76620",1.03575,0,0,-14.6129
"76621",0.874875,0,0,-14.5978
"76622",1.12059,0,0,-15.0277
"76623",1.15602,0,0,-14.7485
"76624",0.994402,0,0,-14.8605
"76625",1.04363,0,0,-14.8706
"76626",0.800466,0,0,-15.2607
"76627",0.903516,0,0,-14.9456
"76628",1.11918,0,0,-14.772
"76629",1.21593,0,0,-14.845
"76630",1.14896,0,0,-15.1801
"76631",1.6761,0,0,-15.0936
"76632",1.53598,0,0,-15.0227
"76633",1.53469,0,0,-15.1958
"76634",1.31572,0,0,-14.9906
"76635",1.44645,0,0,-15.0433
"76636",1.44395,0,0,-14.7972
"76637",1.47807,0,0,-14.927
"76638",1.39319,0,0,-15.203
"76639",1.54777,0,0,-15.1264
"76640",1.26411,0,0,-14.9594
"76641",1.14564,0,0,-14.917
"76642",1.13399,0,0,-14.948
"76643",1.09949,0,0,-14.7834
"76644",1.07049,0,0,-14.6888
"76645",1.28275,0,0,-14.8549
"76646",0.675413,0,0,-14.9819
"76647",0.884511,0,0,-14.9233
"76648",1.22504,0,0,-15.0244
"76649",1.21725,0,0,-15.0252
"76650",1.82129,0,0,-14.9725
"76651",1.33475,0,0,-14.7371
"76652",1.39287,0,0,-14.9612
"76653",1.52156,0,0,-14.9461
"76654",1.4873,0,0,-14.8501
"76655",1.51102,0,0,-15.226
"76656",1.87448,0,0,-14.885
"76657",1.86678,0,0,-14.8699
"76658",1.28422,0,0,-14.9554
"76659",1.5321,0,0,-15.1433
"76660",1.68512,0,0,-15.0291
"76661",1.47061,0,0,-14.9493
"76662",1.53753,0,0,-14.6598
"76663",1.6134,0,0,-14.3248
"76664",1.486,0,0,-14.9597
"76665",1.11895,0,0,-15.0018
"76666",0.894863,0,0,-14.98
"76667",1.27345,0,0,-14.6351
"76668",1.30912,0,0,-14.7795
"76669",1.32035,0,0,-14.7031
"76670",0.700746,0,0,-14.7935
"76671",0.716587,0,0,-15.0283
"76672",1.13834,0,0,-15.1625
"76673",1.30177,0,0,-14.8964
"76674",1.79178,0,0,-14.9141
"76675",1.45952,0,0,-15.3194
"76676",1.92839,0,0,-15.0471
"76677",1.7223,0,0,-15.0928
"76678",1.40029,0,0,-15.0438
"76679",1.63101,0,0,-14.9919
"76680",1.12035,0,0,-15.1634
"76681",1.56705,0,0,-15.0251
"76682",1.40542,0,0,-14.8079
"76683",1.82136,0,0,-14.9717
"76684",1.72423,0,0,-14.9275
"76685",1.74249,0,0,-15.1567
"76686",1.64415,0,0,-14.8025
"76687",1.65683,0,0,-15.2648
"76688",1.47262,0,0,-15.2493
"76689",1.46885,0,0,-15.4893
"76690",1.53392,0,0,-15.3768
"76691",1.3285,0,0,-15.2582
"76692",1.14565,0,0,-15.336
"76693",1.50448,0,0,-15.3012
"76694",1.87077,0,0,-15.1185
"76695",1.69285,0,0,-15.393
"76696",1.56882,0,0,-15.1675
"76697",1.89612,0,0,-15.025
"76698",1.84052,0,0,-14.87
"76699",1.77255,0,0,-14.7645
"76700",1.79023,0,0,-14.956
"76701",1.8711,0,0,-14.9182
"76702",1.81326,0,0,-15.0363
"76703",1.94923,0,0,-15.1027
"76704",1.91487,0,0,-15.1113
"76705",1.86583,0,0,-15.0333
"76706",1.70501,0,0,-15.2952
"76707",1.89102,0,0,-15.0778
"76708",2.16797,0,0,-15.1497
"76709",1.73811,0,0,-15.5362
"76710",1.8534,0,0,-15.3035
"76711",1.63097,0,0,-15.2562
"76712",1.2188,0,0,-15.5489
"76713",1.49593,0,0,-15.6175
"76714",1.41938,0,0,-15.4763
"76715",1.72804,0,0,-15.5746
"76716",1.66423,0,0,-15.3492
"76717",1.16173,0,0,-15.4661
"76718",1.71063,0,0,-15.3966
"76719",1.74394,0,0,-15.3063
"76720",1.63113,0,0,-15.0218
"76721",1.93066,0,0,-15.1064
"76722",2.19134,0,0,-15.5615
"76723",1.8087,0,0,-15.414
"76724",1.78057,0,0,-15.5115
"76725",1.36222,0,0,-15.2774
"76726",1.27397,0,0,-15.6233
"76727",2.2482,0,0,-15.3125
"76728",2.26315,0,0,-15.3239
"76729",2.24374,0,0,-15.594
"76730",2.21481,0,0,-15.4692
"76731",2.10871,0,0,-15.1128
"76732",1.87585,0,0,-15.3141
"76733",1.80659,0,0,-15.5525
"76734",2.15612,0,0,-15.4466
"76735",2.10596,0,0,-15.3544
"76736",1.46896,0,0,-15.3923
"76737",1.25388,0,0,-15.2161
"76738",1.26455,0,0,-15.3431
"76739",1.11165,0,0,-15.4271
"76740",1.41113,0,0,-15.2515
"76741",1.48064,0,0,-15.348
"76742",1.59429,0,0,-15.0128
"76743",1.64767,0,0,-15.0629
"76744",1.42521,0,0,-15.4816
"76745",1.65236,0,0,-15.2788
"76746",1.49192,0,0,-15.4724
"76747",1.37118,0,0,-15.5477
"76748",1.65421,0,0,-15.8799
"76749",1.76363,0,0,-15.6648
"76750",1.66729,0,0,-15.9709
"76751",1.7986,0,0,-15.4069
"76752",1.83508,0,0,-15.8254
"76753",1.9323,0,0,-15.5711
"76754",1.86922,0,0,-15.5418
"76755",1.81576,0,0,-15.8723
"76756",1.74393,0,0,-15.7024
"76757",1.2303,0,0,-15.7201
"76758",0.927449,0,0,-15.6282
"76759",0.828578,0,0,-15.4831
"76760",1.19103,0,0,-15.6438
"76761",0.771972,0,0,-15.3358
"76762",0.933999,0,0,-15.5786
"76763",1.11112,0,0,-15.5017
"76764",1.54584,0,0,-15.3746
"76765",1.78997,0,0,-15.3497
"76766",1.85626,0,0,-15.1613
"76767",1.57907,0,0,-15.3144
"76768",1.51339,0,0,-15.3706
"76769",1.2882,0,0,-15.7584
"76770",1.16093,0,0,-15.9254
"76771",1.41494,0,0,-15.9709
"76772",1.54017,0,0,-15.4971
"76773",1.51137,0,0,-15.5529
"76774",1.1559,0,0,-15.5887
"76775",1.46106,0,0,-15.6626
"76776",1.32002,0,0,-15.6968
"76777",1.00439,0,0,-15.9183
"76778",1.23295,0,0,-16.0987
"76779",1.5455,0,0,-15.9509
"76780",1.35948,0,0,-15.6051
"76781",1.47421,0,0,-15.3578
"76782",1.13893,0,0,-15.7829
"76783",1.55849,0,0,-15.6241
"76784",1.53706,0,0,-15.4205
"76785",1.57595,0,0,-15.6157
"76786",1.53961,0,0,-15.3942
"76787",1.67282,0,0,-15.2717
"76788",1.60989,0,0,-15.5136
"76789",1.1071,0,0,-15.1226
"76790",1.25164,0,0,-15.3687
"76791",1.51717,0,0,-15.3761
"76792",1.425,0,0,-15.2608
"76793",1.05369,0,0,-15.0541
"76794",1.58181,0,0,-15.2693
"76795",0.973818,0,0,-15.3802
"76796",1.29769,0,0,-15.5217
"76797",1.14874,0,0,-15.1052
"76798",1.05094,0,0,-15.5932
"76799",1.73474,0,0,-15.5158
"76800",1.61362,0,0,-15.521
"76801",1.26763,0,0,-15.3421
"76802",1.71563,0,0,-15.4403
"76803",1.75344,0,0,-15.8208
"76804",1.72982,0,0,-15.8975
"76805",1.36396,0,0,-15.7629
"76806",0.99635,0,0,-15.6135
"76807",1.58097,0,0,-15.5789
"76808",2.0296,0,0,-15.8046
"76809",1.38774,0,0,-15.5689
"76810",1.3255,0,0,-15.7104
"76811",0.911105,0,0,-15.7311
"76812",0,0,0,-15.6205
"76813",0,0,0,-16.0415
"76814",0,0,0,-15.8397
"76815",0,0,0,-15.6325
"76816",0,0,0,-15.7226
"76817",0,0,0,-15.6592
"76818",0,0,0,-15.802
"76819",0,0,0,-15.6003
"76820",0,0,0,-16.0188
"76821",0,0,0,-15.5763
"76822",0,0,0,-15.7628
"76823",0,0,0,-15.6122
"76824",0,0,0,-15.6888
"76825",0,0,0,-15.7566
"76826",0,0,0,-15.7825
"76827",0,0,0,-15.8112
"76828",0,0,0,-15.5623
"76829",0,0,0,-15.5936
"76830",0,0,0,-15.6576
"76831",0,0,0,-15.6124
"76832",0,0,0,-16.0449
"76833",0,0,0,-15.8211
"76834",0,0,0,-15.8776
"76835",0,0,0,-15.7885
"76836",0,0,0,-15.9751
"76837",0,0,0,-15.7596
"76838",0,0,0,-15.8007
"76839",0,0,0,-15.7027
"76840",0,0,0,-15.5075
"76841",0,0,0,-15.5742
"76842",0,0,0,-15.8789
"76843",0,0,0,-15.4741
"76844",0,0,0,-14.9739
"76845",0,0,0,-15.0843
"76846",0,0,0,-15.2117
"76847",0,0,0,-15.2212
"76848",0.378583,0,0,-15.4107
"76849",0,0,0,-15.5498
"76850",0,0,0,-15.5776
"76851",0,0,0,-15.8971
"76852",0,0,0,-15.8144
"76853",0,0,0,-15.5782
"76854",0,0,0,-15.4734
"76855",0,0,0,-15.0766
"76856",0,0,0,-15.2779
"76857",0,0,0,-14.9924
"76858",0,0,0,-15.2347
"76859",0,0,0,-14.905
"76860",0,0,0,-15.4692
"76861",0,0,0,-15.466
"76862",0,0,0,-15.2362
"76863",0,0,0,-15.1792
"76864",0,0,0,-15.3735
"76865",0,0,0,-15.2156
"76866",0,0,0,-15.1262
"76867",0,0,0,-15.0272
"76868",0,0,0,-15.0986
"76869",0,0,0,-15.0626
"76870",0,0,0,-15.1527
"76871",0,0,0,-14.9642
"76872",0,0,0,-15.0236
"76873",0,0,0.502988,-15.0861
"76874",0,0,0.564945,-14.9721
"76875",0,0,0.5151,-15.0402
"76876",0,0,0,-15.0707
"76877",0,0,0,-14.9932
"76878",0,0,0,-15.2435
"76879",0,0,0,-15.2148
"76880",0,0,0,-15.7083
"76881",0,0,0,-15.6192
"76882",0,0,0,-15.4076
"76883",0,0,0,-15.2264
"76884",0,0,0,-15.4927
"76885",0,0,0,-15.271
"76886",0,0,0,-15.3309
"76887",0,0,0,-15.4044
"76888",0,0,0,-15.1786
"76889",0,0,0,-15.095
"76890",0,0,0,-15.4118
"76891",0,0,0,-15.1884
"76892",0,0,0,-15.5897
"76893",0,0,0,-15.5738
"76894",0,0,0,-15.6408
"76895",0,0,0,-15.5313
"76896",0,0,0,-15.3918
"76897",0,0,0,-15.4847
"76898",0,0,0,-15.3161
"76899",0,0,0,-15.1868
"76900",0,0,0,-15.2744
"76901",0,0,0,-15.1151
"76902",0,0,0,-14.9158
"76903",0,0,0,-14.8085
"76904",0,0,0,-14.9805
"76905",0,0,0,-14.9994
"76906",0,0,0,-15.2505
"76907",0,0,0,-15.0466
"76908",0,0,0,-14.8745
"76909",0,0,0,-14.8705
"76910",0,0,0,-15.3683
"76911",0,0,0,-15.1324
"76912",0,0,0,-15.2238
"76913",0,0,0,-15.4747
"76914",0,0,0,-15.4991
"76915",0,0,0,-15.0333
"76916",0,0,0,-15.4836
"76917",0,0,0,-15.6747
"76918",0,0,0,-15.5747
"76919",0,0,0,-15.7404
"76920",0,0,0,-15.4451
"76921",0,0,0,-15.6289
"76922",0,0,0,-15.4114
"76923",0,0,0,-15.1898
"76924",0,0,0,-14.9157
"76925",0,0,0,-15.1468
"76926",0,0,0,-15.0699
"76927",0,0,0,-15.0053
"76928",0,0,0,-15.1222
"76929",0,0,0,-15.2706
"76930",0,0,0,-15.5507
"76931",0,0,0,-15.2536
"76932",0,0,0,-15.5417
"76933",0,0,0,-15.5559
"76934",0,0,0,-15.537
"76935",0,0,0,-15.7022
"76936",0,0,0,-15.1961
"76937",0,0,0,-15.362
"76938",0,0,0,-15.3516
"76939",0,0,0,-15.2849
"76940",0,0,0,-15.401
"76941",0,0,0,-15.5394
"76942",0,0,0,-15.3406
"76943",0,0,0,-15.3683
"76944",0,0,0,-15.2062
"76945",0,0,0,-15.4951
"76946",0,0,0,-15.459
"76947",0,0,0,-15.4929
"76948",0,0,0,-15.2878
"76949",0,0,0,-15.3773
"76950",0,0,0,-15.6966
"76951",0,0,0,-15.5292
"76952",0,0,0,-15.3754
"76953",0,0,0,-15.3942
"76954",0,0,0,-15.5622
"76955",0,0,0,-15.3462
"76956",0,0,0,-15.3546
"76957",0,0,0,-15.3802
"76958",0,0,0,-15.0441
"76959",0,0,0,-15.1228
"76960",0,0,0,-15.1711
"76961",0,0,0,-15.5009
"76962",0,0,0,-15.1948
"76963",0,0,0,-15.0761
"76964",0,0,0,-15.2929
"76965",0,0,0,-15.1771
"76966",0,0,0,-15.175
"76967",0,0,0,-15.3506
"76968",0,0,0,-15.2738
"76969",0,0,0,-15.1355
"76970",0,0,0,-15.3904
"76971",0,0,0,-15.529
"76972",0,0,0,-15.6686
"76973",0,0,0,-15.619
"76974",0,0,0,-15.4098
"76975",0,0,0,-15.1264
"76976",0,0,0,-14.9595
"76977",0,0,0,-15.0178
"76978",0,0,0,-14.7039
"76979",0,0,0,-14.9908
"76980",0,0,0,-14.9948
"76981",0,0,0,-15.119
"76982",0,0,0,-14.9
"76983",0,0,0,-14.9314
"76984",0,0,0,-14.7164
"76985",0,0,0,-14.9155
"76986",0,0,0,-15.1331
"76987",0,0,0,-15.0133
"76988",0,0,0,-14.8037
"76989",0,0,0,-14.8515
"76990",0,0,0,-14.8939
"76991",0,0,0,-15.1776
"76992",0,0,0,-15.2627
"76993",0,0,0,-15.3098
"76994",0,0,0,-15.2555
"76995",0,0,0,-15.1561
"76996",0,0,0,-15.0486
"76997",0,0,0,-15.0955
"76998",0,0,0,-14.9654
"76999",0,0,0,-15.1187
"77000",0,0,0,-14.8043
"77001",0,0,0,-14.7035
"77002",0,0,0,-14.5912
"77003",0,0,0,-15.1066
"77004",0,0,0,-15.3376
"77005",0,0,0,-15.2623
"77006",0,0,0,-15.3053
"77007",0,0,0,-15.2925
"77008",0,0,0,-15.0108
"77009",0,0,0,-15.2867
"77010",0,0,0,-15.3338
"77011",0,0,0,-15.1636
"77012",0,0,0,-15.5263
"77013",0,0,0,-15.3117
"77014",0,0,0,-15.0542
"77015",0,0,0,-15.0906
"77016",0,0,0,-14.7247
"77017",0,0,0,-15.0222
"77018",0,0,0,-14.7833
"77019",0,0,0,-14.9912
"77020",0,0,0,-14.5002
"77021",0,0,0,-14.5355
"77022",0,0,0,-14.6604
"77023",0,0,0,-14.5349
"77024",0,0,0,-14.6072
"77025",0,0,0,-14.6759
"77026",0,0,0,-14.9114
"77027",0,0,0,-15.012
"77028",0,0,0,-15.436
"77029",0,0,0,-15.0853
"77030",0,0,0,-15.1353
"77031",0,0,0,-14.8158
"77032",0,0,0,-14.7585
"77033",0,0,0,-14.7744
"77034",0,0,0,-14.6881
"77035",0,0,0,-14.6833
"77036",0,0,0,-14.6718
"77037",0,0,0,-14.6808
"77038",0,0,0,-14.7059
"77039",0,0,0,-14.5936
"77040",0,0,0,-14.5052
"77041",0,0,0,-14.6526
"77042",0,0,0,-14.5924
"77043",0,0,0,-14.6713
"77044",0,0,0,-14.5068
"77045",0,0,0,-14.5645
"77046",0,0,0,-14.4916
"77047",0,0,0,-14.4312
"77048",0,0,0,-14.262
"77049",0,0,0,-14.3303
"77050",0,0,0,-13.967
"77051",0,0,0,-14.1986
"77052",0,0,0,-14.3016
"77053",0,0,0,-14.3275
"77054",0,0,0,-14.4896
"77055",0,0,0,-14.2066
"77056",0,0,0,-14.0916
"77057",0,0,0,-14.516
"77058",0,0,0,-14.3656
"77059",0,0,0,-14.6049
"77060",0,0,0,-14.2722
"77061",0,0,0,-14.4823
"77062",-0.550003,0,0,-14.6191
"77063",0,0,0,-14.3959
"77064",0,0,0,-14.4616
"77065",0,0,0,-14.4175
"77066",0,0,0,-14.4168
"77067",0,0,0,-14.2885
"77068",0,0,0,-14.3437
"77069",0,0,0,-14.2041
"77070",0,0,0,-14.3379
"77071",0,0,0,-14.2845
"77072",0,0,0,-14.3744
"77073",0,0,0,-14.4034
"77074",0,0,0,-14.6112
"77075",0,0,0,-14.443
"77076",0,0,0,-14.2999
"77077",0,0,0,-14.4258
"77078",0,0,0,-14.3897
"77079",0,0,0,-14.2712
"77080",0,0,0,-14.2783
"77081",0,0,0,-14.3235
"77082",0,0,0,-14.5832
"77083",0,0,0,-14.126
"77084",0,0,0,-13.9387
"77085",0,0,0,-13.8638
"77086",0,0,0,-13.7859
"77087",0,0,0,-14.0321
"77088",0,0,0,-13.7604
"77089",0,0,0,-14.1024
"77090",0,0,0,-14.272
"77091",0,0,0,-14.1305
"77092",0,0,0,-13.6563
"77093",0,0,0,-13.6573
"77094",0,0,0,-13.6407
"77095",0,0,0,-13.4355
"77096",0,0,0,-13.5598
"77097",0,0,0,-13.3217
"77098",0,0,0,-13.5004
"77099",0,0,0,-13.7394
"77100",0,0,0,-13.8331
"77101",0,0,0,-13.8133
"77102",0,0,0,-13.5905
"77103",0,0,0,-13.5701
"77104",0,0,0,-13.4091
"77105",0,0,0,-13.5451
"77106",0,0,0,-13.5674
"77107",0,0,0,-13.8609
"77108",0,0,0,-13.6673
"77109",0,0,0,-13.5167
"77110",0,0,0.205162,-13.7031
"77111",0,0,0,-13.5309
"77112",0,0,0,-13.4806
"77113",0,0,0,-13.6447
"77114",0,0,0,-13.694
"77115",0,0,0,-13.3088
"77116",0,0,0,-13.5806
"77117",0,0,0,-13.6353
"77118",0,0,0,-13.3968
"77119",0,0,0,-13.4131
"77120",0,0,0,-13.2601
"77121",0,0,0,-13.3844
"77122",0,0,0,-13.4013
"77123",0,0,0,-13.3628
"77124",0,0,0,-13.6663
"77125",0,0,0,-13.7157
"77126",0,0,0,-13.5709
"77127",0,0,0,-13.8175
"77128",0,0,0,-13.7725
"77129",0,0,0,-13.8785
"77130",0,0,0,-13.896
"77131",0,0,0,-13.852
"77132",0,0,0,-14.2272
"77133",0,0,0,-13.6649
"77134",0,0,0,-13.7111
"77135",0,0,0,-13.7366
"77136",0,0,0,-13.8869
"77137",0,0,0,-13.5445
"77138",0,0,0,-13.5267
"77139",0,0,0,-13.6565
"77140",0,0,0,-13.8397
"77141",0,0,0,-13.9287
"77142",0,0,0,-13.996
"77143",0,0,0,-13.7717
"77144",0,0,0,-14.0566
"77145",0,0,0,-13.9382
"77146",0,0,0,-14.1444
"77147",0,0,0,-13.9393
"77148",0,0,0,-13.8187
"77149",0,0,0,-13.7818
"77150",0,0,0,-14.0776
"77151",0,0,0,-14.0415
"77152",0,0,0,-14.5111
"77153",0,0,0,-14.2599
"77154",0,0,0,-14.113
"77155",0,0,0,-14.3831
"77156",0,0,0,-14.5015
"77157",0,0,0,-14.3462
"77158",0,0,0,-14.2807
"77159",0,0,0,-14.0897
"77160",0,0,0,-14.1167
"77161",0,0,0,-13.997
"77162",0,0,0,-13.9144
"77163",0,0,0,-14.179
"77164",0,0,0,-13.9965
"77165",-0.507153,0,0,-14.1465
"77166",0,0,0,-13.7434
"77167",0,0,0,-13.8485
"77168",0,0,0,-14.0461
"77169",0,0,0,-13.9076
"77170",0,0,0,-13.8956
"77171",0,0,0,-13.7927
"77172",0,0,0,-14.1573
"77173",0,0,0,-14.1258
"77174",0,0,0,-14.1694
"77175",0,0,0,-14.1444
"77176",0,0,0,-14.0282
"77177",0,0,0,-13.797
"77178",0,0,0,-13.9542
"77179",0,0,0,-13.9354
"77180",0,0,0,-13.8764
"77181",0,0,0,-13.9077
"77182",0,0,0,-13.7317
"77183",0,0,0,-13.7809
"77184",0,0,0,-13.9697
"77185",0,0,0,-14.1569
"77186",0,0,0,-14.0273
"77187",0,0,0,-13.9219
"77188",0,0,0,-13.5029
"77189",0,0,0,-13.8904
"77190",0,0,0,-14.1604
"77191",0,0,0,-14.3437
"77192",0,0,0,-14.1529
"77193",0,0,0,-14.0272
"77194",0,0,0,-14.25
"77195",0,0,0,-13.8807
"77196",0,0,0,-13.7205
"77197",0,0,0,-13.5483
"77198",0,0,0,-13.6947
"77199",0,0,0,-13.8973
"77200",0,0,0,-13.8783
"77201",0,0,0,-13.8417
"77202",0,0,0,-13.854
"77203",0,0,0,-13.4173
"77204",0,0,0,-13.5844
"77205",0,0,0,-13.4966
"77206",0,0,0,-13.7239
"77207",0,0,0,-13.6245
"77208",0,0,0,-13.3959
"77209",0,0,0,-13.4833
"77210",0,0,0,-13.2213
"77211",0,0,0,-13.25
"77212",0,0,0,-13.6273
"77213",0,0,0,-13.2353
"77214",0,0,0,-13.3674
"77215",0,0,0,-13.5564
"77216",0,0,0,-13.6504
"77217",0,0,0,-13.3738
"77218",0,0,0,-14.0538
"77219",0,0,0,-13.6065
"77220",0,0,0,-13.5931
"77221",0,0,0,-13.8106
"77222",0,0,0,-13.7374
"77223",0,0,0,-13.4302
"77224",0,0,0,-13.6833
"77225",0,0,0,-13.4341
"77226",0,0,0,-13.4779
"77227",0,0,0,-14.0126
"77228",0,0,0,-13.7663
"77229",0,0,0,-13.7618
"77230",0,0,0,-13.3458
"77231",0,0,0,-13.2788
"77232",0,0,0,-13.5279
"77233",0,0,0,-13.274
"77234",0,0,0,-13.2337
"77235",0,0,0,-13.1875
"77236",0,0,0,-12.9609
"77237",0,0,0,-13.2958
"77238",0,0,0,-13.4616
"77239",0,0,0,-13.4729
"77240",0,0,0,-13.3589
"77241",0,0,0,-13.5784
"77242",0,0,0,-13.0995
"77243",0,0,0,-12.9143
"77244",0,0,0,-13.3836
"77245",0,0,0,-13.355
"77246",0,0,0,-13.3327
"77247",0,0,0,-13.592
"77248",0,0,0,-13.46
"77249",0,0,0,-13.2271
"77250",0,0,0,-13.1798
"77251",0,0,0,-13.5372
"77252",0,0,0,-13.4692
"77253",0,0,0,-13.5659
"77254",0,0,0,-13.4088
"77255",0,0,0,-13.6291
"77256",0,0,0,-13.7798
"77257",0,0,0,-13.7689
"77258",0,0,0,-13.7359
"77259",0,0,0,-13.7579
"77260",0,0,0,-13.8595
"77261",0,0,0,-13.7313
"77262",0,0,0,-13.7462
"77263",0,0,0,-13.7187
"77264",0,0,0,-13.9639
"77265",0,0,0,-13.8158
"77266",0,0,0,-13.9099
"77267",0,0,0,-13.6013
"77268",0,0,0,-13.3737
"77269",0,0,0,-13.0361
"77270",0,0,0,-12.9394
"77271",0,0,0,-12.8565
"77272",0,0,0,-13.354
"77273",0,0,0,-13.4068
"77274",0,0,0,-13.5084
"77275",0,0,0,-13.5235
"77276",0,0,0,-13.5224
"77277",0,0,0,-13.4027
"77278",0,0,0,-13.4237
"77279",0,0,0,-13.4235
"77280",0,0,0,-13.6165
"77281",0,0,0,-13.4263
"77282",0,0,0,-13.4472
"77283",0,0,0,-13.3158
"77284",0,0,0,-13.273
"77285",0,0,0,-13.0707
"77286",0,0,0,-13.2944
"77287",0,0,0,-13.0003
"77288",0,0,0,-13.249
"77289",0,0,0,-13.2103
"77290",0,0,0,-13.0878
"77291",0,0,0,-13.0245
"77292",0,0,0,-13.2248
"77293",0,0,0,-13.175
"77294",0,0,0,-13.5367
"77295",0,0,0,-13.2732
"77296",0,0,0,-13.0537
"77297",0,0,0,-13.0433
"77298",0,0,0,-13.0882
"77299",0,0,0,-13.1017
"77300",0,0,0,-13.1181
"77301",0,0,0,-13.0456
"77302",0,0,0,-13.2417
"77303",0,0,0,-13.2443
"77304",0,0,0,-13.4502
"77305",0,0,0,-13.1279
"77306",0,0,0,-13.3284
"77307",0,0,0,-13.0463
"77308",0,0,0,-13.1564
"77309",0,0,0,-13.232
"77310",0,0,0,-12.819
"77311",0,0,0,-13.1353
"77312",0,0,0,-13.1879
"77313",0,0,0,-12.7285
"77314",0,0,0,-12.9206
"77315",0,0,0,-13.0487
"77316",0,0,0,-13.3179
"77317",0,0,0,-13.0701
"77318",0,0,0,-13.0313
"77319",0,0,0,-13.2381
"77320",0,0,0,-13.8167
"77321",0,0,0,-13.8906
"77322",0,0,0,-13.7078
"77323",0,0,0,-13.4555
"77324",0,0,0,-13.9472
"77325",0,0,0,-13.952
"77326",0,0,0,-13.4268
"77327",0,0,0,-13.4801
"77328",0,0,0,-13.0725
"77329",0,0,0,-13.144
"77330",0,0,0,-13.3523
"77331",0,0,0,-13.2079
"77332",0,0,0,-13.5522
"77333",0,0,0,-13.4222
"77334",0,0,0,-13.2862
"77335",0,0,0,-13.3309
"77336",0,0,0,-13.2075
"77337",0,0,0,-13.4894
"77338",0,0,0,-12.9582
"77339",0,0,0,-13.06
"77340",0,0,0,-13.1177
"77341",0,0,0,-13.291
"77342",0,0,0,-12.97
"77343",0,0,0,-13.5528
"77344",0,0,0,-13.8526
"77345",0,0,0,-13.6046
"77346",0,0,0,-13.4819
"77347",0,0,0,-13.3869
"77348",0,0,0,-13.6573
"77349",0,0,0,-13.6797
"77350",0,0,0,-13.9161
"77351",0,0,0,-13.7025
"77352",0,0,0,-13.7296
"77353",0,0,0,-13.2196
"77354",0,0,0,-13.6047
"77355",0,0,0,-13.6918
"77356",0,0,0,-13.587
"77357",0,0,0,-13.5218
"77358",0,0,0,-13.6065
"77359",0,0,0,-13.4478
"77360",0,0,0,-13.8461
"77361",0,0,0,-13.397
"77362",0,0,0,-13.6985
"77363",0,0,0,-13.6053
"77364",0,0,0,-13.6388
"77365",0,0,0,-13.8651
"77366",0,0,0,-13.7772
"77367",0,0,0,-13.7987
"77368",0,0,0,-13.9372
"77369",0,0,0,-13.8063
"77370",0,0,0,-13.6765
"77371",0,0,0,-14.1094
"77372",0,0,0,-13.8833
"77373",0,0,0,-13.5174
"77374",0,0,0,-13.8017
"77375",0,0,0,-13.7728
"77376",0,0,0,-13.7018
"77377",0,0,0,-13.6508
"77378",0,0,0,-14.0327
"77379",0,0,0,-13.5617
"77380",0,0,0,-13.8097
"77381",0,0,0,-13.8652
"77382",0,0,0,-13.7059
"77383",0,0,0,-13.6963
"77384",0,0,0,-13.76
"77385",0,0,0,-13.7527
"77386",0,0,0,-13.7192
"77387",0,0,0,-13.6331
"77388",0,0,0,-13.7429
"77389",0,0,0,-13.716
"77390",0,0,0,-13.8022
"77391",0,0,0,-13.9346
"77392",0,0,0,-14.189
"77393",0,0,0,-14.1647
"77394",0,0,0,-14.1058
"77395",0,0,0,-13.7983
"77396",0,0,0,-13.8682
"77397",0,0,0,-13.685
"77398",0,0,0,-13.4498
"77399",0,0,0,-13.7115
"77400",0,0,0,-13.588
"77401",0,0,0,-13.6806
"77402",0,0,0,-13.7496
