"","TrueCoef","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.10","psrf","MCMC.mode"
"beta[1]",-0.0158090540207922,0,0,0,-0.0001401813905,0.00770351169966063,NA,2.74555796642758e-05,0.4,78726,-0.000392819041935676,1.06113239021318,0
"beta[2]",-3.11510696075857,-3.1952,-2.87918,-2.59697,-2.887360794625,0.153271853165297,NA,0.000699172928470055,0.5,48057,0.00097108747957708,1.00001532071579,-2.85419463673707
"beta[3]",0,0,0,0,-3.968178125e-05,0.00420502920114775,NA,1.54039733624869e-05,0.4,74520,-6.37439721390503e-05,1.04334770705468,0
"beta[4]",0,0,0,0,5.658789e-05,0.00448759258850164,NA,1.58660357526602e-05,0.4,80000,-0.00014277094854693,1.01406690801569,0
"beta[5]",0,0,0,0,4.75576995125e-05,0.00451615521671349,NA,1.55208577136707e-05,0.3,84665,-0.000144610645358143,1.02734173712548,0
"beta[6]",0,0,0,0,0.000592774181625,0.0173500493235891,NA,6.56240679451849e-05,0.4,69900,-0.00120365567356169,1.00663035293794,0
"beta[7]",0,0,0,0,7.605814125e-05,0.00503692828249276,NA,1.78082307245033e-05,0.4,80000,-0.000229001878455885,1.03113196825171,0
"beta[8]",0,0,0,0,0.00010180357,0.00576353868718752,NA,2.1181538970264e-05,0.4,74039,-0.000357074380116537,1.01891749443683,0
"beta[9]",0,0,0,0,0.000590373607125,0.0170124991767579,NA,6.48158293526762e-05,0.4,68893,0.00121207426922385,1.00734511517745,0
"beta[10]",0,0,0,0,-5.748428875e-05,0.00385304305837657,NA,1.36225643739076e-05,0.4,80000,-0.000203244967359231,1.07542116431092,0
"beta[11]",0,0,0,0,-1.1792399125e-05,0.00235384873020034,NA,8.32211199505934e-06,0.4,80000,-2.75239896704713e-05,1.01154268615242,0
"beta[12]",0,0,0,0,-9.125111625e-05,0.00597023523152941,NA,2.11079690874682e-05,0.4,80000,-0.000235097402772103,1.01701820934207,0
"beta[13]",0,0,0,0,-4.60747525e-05,0.00377571011330711,NA,1.33491511245696e-05,0.4,80000,-0.000111867194295981,1.00941735308957,0
"beta[14]",0,0,0,0,2.7210805e-05,0.00325225811518914,NA,1.13576491737418e-05,0.3,81996,-0.00869583739908894,1.03623412850433,0
"beta[15]",0,0,0,0,1.5646778125e-05,0.00354989738951183,NA,1.25507825832019e-05,0.4,80000,-2.54538039123317e-05,1.00932733743319,0
"beta[16]",0,0,0,0,7.89364075e-06,0.00172655615380186,NA,6.10429782226384e-06,0.4,80000,-5.74422995251066e-05,1.00309618695113,0
"beta[17]",0,0,0,0,7.828210375e-06,0.00145336602743915,NA,5.13842486774125e-06,0.4,80000,-5.19399410439317e-05,1.09527401139168,0
"beta[18]",0,0,0,0,-0.000133235307625,0.00766213024545148,NA,2.73900541385199e-05,0.4,78255,-0.000262353333729967,1.0339881108584,0
"beta[19]",0,0,0,0,-2.659553875e-05,0.00293597299946362,NA,1.03802320865061e-05,0.4,80000,-0.000107591983982092,1.07357928357488,0
"beta[20]",0,0,0,0,-3.336077e-05,0.00329792057886823,NA,1.21560446909175e-05,0.4,73603,-0.000108046338245689,1.19577677252437,0
"beta[21]",0,0,0,0,1.705009125e-05,0.00336299066408867,NA,1.21800404255001e-05,0.4,76235,-7.62165961034875e-05,1.01584668592058,0
"beta[22]",0,0,0,0,-0.0001424181027875,0.00789802291111059,NA,2.79237277920616e-05,0.4,80000,-0.000319682911927547,1.01916719077582,0
"beta[23]",0,0,0,0,-0.000668849217,0.016779259633032,NA,6.19234463281612e-05,0.4,73424,-0.00171705759541274,1.00417551257174,0
"beta[24]",0,0,0,0,-2.14107775e-05,0.00238092780693039,NA,8.41785098898056e-06,0.4,80000,-8.57062599632751e-05,1.07899910298955,0
"beta[25]",0,0,0,0,3.5596967125e-05,0.0042566762085811,NA,1.50496230620172e-05,0.4,80000,-8.52239371184158e-05,1.09992010934307,0
"beta[26]",0,0,0,0,-1.9726485e-05,0.00258151355757531,NA,9.12702871143158e-06,0.4,80000,-0.00010903537640993,1.12786424638139,0
"beta[27]",0,0,0,0,2.1432390125e-05,0.00319715867218392,NA,1.13036628881516e-05,0.4,80000,-4.67821911472246e-05,1.03863669530962,0
"beta[28]",0,0,0,0,-6.060261625e-06,0.00289983788733506,NA,1.0252475172379e-05,0.4,80000,-2.14861466674923e-05,1.03265040223474,0
"beta[29]",0,0,0,0,-6.550205125e-05,0.00524903205560856,NA,1.8127534163894e-05,0.3,83846,-0.000192356400951136,1.01854436759996,0
"beta[30]",0,0,0,0,1.8693396625e-05,0.00267562304138982,NA,9.45975598232783e-06,0.4,80000,-9.64042452018733e-05,1.02617323202632,0
"beta[31]",0,0,0,0,-4.2968151e-05,0.00502970518483399,NA,1.77826932178251e-05,0.4,80000,-9.53970387934982e-05,1.06102854266827,0
"beta[32]",0,0,0,0,-8.2624919125e-05,0.00530482792309771,NA,1.87553989872503e-05,0.4,80000,-0.000233026789522161,1.02142278765784,0
"beta[33]",0,0,0,0,-2.38391475e-06,0.00371028023170063,NA,1.27133061805661e-05,0.3,85172,-1.98881170522467e-05,1.01966633813577,0
"beta[34]",0,0,0,0,-3.5028539e-05,0.0031810385390922,NA,1.11914362148698e-05,0.4,80792,-0.000136692982125912,1.03567029824674,0
"beta[35]",0,0,0,0,5.976968375e-05,0.00506920664600717,NA,1.79223519731352e-05,0.4,80000,-0.000147868663298248,1.02357794485422,0
"beta[36]",0,0,0,0,0.000346634012625,0.0118785837587608,NA,4.24587841618791e-05,0.4,78270,-0.000920867941791824,1.04549873459485,0
"beta[37]",0,0,0,0,2.07932e-05,0.00339550572613609,NA,1.20049256225422e-05,0.4,80000,-5.23534681655448e-05,1.03814253424606,0
"beta[38]",0,0,0,0,0.00023905255875,0.0106292081642055,NA,3.66821854989998e-05,0.3,83964,-0.00046445049605497,1.0067052170636,0
"beta[39]",0,0,0,0,0.000735593577125,0.0167560120608527,NA,6.53704316023985e-05,0.4,65702,0.000675672451084576,1.00325962753077,0
"beta[40]",0,0,0,0,5.17859900000001e-06,0.00273607013290888,NA,9.67346872390814e-06,0.4,80000,-1.13783014255839e-06,1.05737612000319,0
"beta[41]",0,0,0,0,3.764130875e-05,0.00380768622906749,NA,1.40742816972381e-05,0.4,73193,-0.000120247965577833,1.03461224429597,0
"beta[42]",0,0,0,0,8.71087325e-05,0.00531507214673894,NA,1.87916177872753e-05,0.4,80000,-0.000267377706762346,1.02166048470257,0
"beta[43]",0,0,0,0,2.5604402875e-05,0.00257025737830281,NA,9.08723210796187e-06,0.4,80000,-5.58676112008614e-05,1.0271177760619,0
"beta[44]",0,0,0,0,-2.024144625e-05,0.00216534921348885,NA,7.65566556247516e-06,0.4,80000,-7.87320991786951e-05,1.04955387887014,0
"beta[45]",0,0,0,0,3.643722925e-05,0.00400930480904494,NA,1.43992190764673e-05,0.4,77528,-5.79233460462114e-05,1.01331138138539,0
"beta[46]",0,0,0,0,0.000172930387375,0.00872460671739398,NA,3.1317956288443e-05,0.4,77608,-0.000356406317179835,1.00968122185952,0
"beta[47]",0,0,0,0,-2.049238e-05,0.0030286749074612,NA,1.0707982825376e-05,0.4,80000,-3.55658664769226e-05,1.05425094526666,0
"beta[48]",0,0,0,0,0.00027988471,0.0112918207093523,NA,4.13844279067841e-05,0.4,74448,-0.000681974795838885,1.00829417351032,0
"beta[49]",0,0,0,0,0.00050447252125,0.0152610384375157,NA,5.70573897049224e-05,0.4,71539,-0.00101865584703877,1.00187093298224,0
