"","TrueCoef","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.10","psrf","MCMC.mode"
"beta[1]",6.7249640401215,6.60089,6.68834,6.77647,6.688416037625,0.0449728877264538,NA,0.000162194501077144,0.4,76883,0.00404701774400857,1.0000835664371,6.69031441333624
"beta[2]",-11.1204842192339,-11.2692,-11.171,-11.0695,-11.17095177375,0.0511018155846567,NA,0.000229244502047883,0.4,49691,0.01837314975416,1.0000386759952,-11.1706966122647
"beta[3]",-9.21275611924839,-9.32184,-9.22608,-9.13246,-9.226097040625,0.0483063380608545,NA,0.000174143891332617,0.4,76947,-0.00404622277877364,1.0000169032346,-9.23320193319079
"beta[4]",2.65778243828404,2.57879,2.66218,2.7477,2.66227820275,0.0430554621414072,NA,0.000158073440081573,0.4,74189,0.0062804828839094,0.999992147606066,2.66065529369343
"beta[5]",2.74580030934885,2.65793,2.74403,2.82964,2.744040853625,0.0439969375720234,NA,0.000205746517826438,0.5,45728,0.0177494751828818,1.00002889499635,2.74302269293233
"beta[6]",2.03682506427544,1.96184,2.05079,2.1395,2.05073443375,0.0452629341733331,NA,0.000161179275485108,0.4,78862,-0.00445905406729119,1.00002267866036,2.04915047280386
"beta[7]",-9.87656672443164,-9.96786,-9.88283,-9.80073,-9.883156464875,0.0428169922391443,NA,0.000155010288345629,0.4,76298,0.00432457699671136,1.00003995843807,-9.88168052706115
"beta[8]",-0.215120974462479,-0.286413,-0.194043,0,-0.15718608030925,0.104907187040174,NA,0.00174282601528015,1.7,3623,0.391467094862307,1.00093115030834,-0.214621584114878
"beta[9]",9.56543452064407,9.489,9.573745,9.65768,9.57386474025,0.0431171911077489,NA,0.000154003716217535,0.4,78386,-0.000141973977098613,0.999993476890663,9.57097350196682
"beta[10]",-18.8923786849457,-18.9472,-18.8574,-18.7664,-18.857300885,0.0461671507111857,NA,0.000179065332885544,0.4,66473,0.00480643801397941,1.00004147330515,-18.8549028928643
"beta[11]",0,0,0,0,5.188e-07,0.000105231618578873,NA,7.44099910923576e-07,0.7,20000,NA,1.29101970371367,0
"beta[12]",0,0,0,0,1.7348785e-06,0.000412078961509808,NA,1.45691914033934e-06,0.4,80000,-4.87086249866342e-05,1.11834463309827,0
"beta[13]",0,0,0,0,2.05869250000001e-07,0.000414942882143784,NA,1.69399722275354e-06,0.4,60000,-5.10148388126847e-05,1.16068962060449,0
"beta[14]",0,0,0,0,-2.8278e-07,7.99822622335728e-05,NA,5.65560000000002e-07,0.7,20000,NA,1.29099175938538,0
"beta[15]",0,0,0,0,-3.563875025e-05,0.00207654786991847,NA,7.34170540138928e-06,0.4,80000,-0.000269729859349944,1.0521575236267,0
"beta[16]",0,0,0,0,-5.3898375e-06,0.000633180478145013,NA,2.23863104905674e-06,0.4,80000,-0.000106182943723937,1.02896575184712,0
"beta[17]",0,0,0,0,-9.81471625e-06,0.000934871711059602,NA,3.3052706321485e-06,0.4,80000,-0.000115653483317448,1.1131881887393,0
"beta[18]",0,0,0,0,1.4704775e-07,0.000257430211344523,NA,1.05095443695162e-06,0.4,60000,NA,1.11032882120492,0
"beta[19]",0,0,0,0,-3.06568975e-05,0.00185080450717606,NA,6.54358208837532e-06,0.4,80000,-0.000294742254335268,1.0255134579354,0
"beta[20]",0,0,0,0,5.5023525e-06,0.000747437174505884,NA,2.64258947302009e-06,0.4,80000,-5.38799708437578e-05,1.19280390679147,0
"beta[21]",0,0,0,0,8.1609e-07,0.000459843478330855,NA,1.87730313909531e-06,0.4,60000,NA,1.18746989504583,0
"beta[22]",0,0,0,0,-1.1632875875e-05,0.000961646547529076,NA,3.9259055905918e-06,0.4,60000,-0.000148094538106591,1.12697107176554,0
"beta[23]",0,0,0,0,9.99408375e-06,0.00102998090240068,NA,3.79676902502766e-06,0.4,73592,-6.84470218864254e-05,1.08100954859938,0
"beta[24]",0,0,0,0,-5.8713625e-07,0.000272366782551492,NA,1.36183391275729e-06,0.5,40000,NA,1.24035937356004,0
"beta[25]",0,0,0,0,2.79032975e-06,0.000446209142675191,NA,1.82164119686496e-06,0.4,60000,NA,1.12477984092307,0
