"","TrueCoef","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.10","psrf","MCMC.mode"
"beta[1]",0,0,0,0,0.000195294936875,0.0123438180162846,NA,4.43290812096979e-05,0.4,77539,-0.0114847188800382,1.07620814316725,0
"beta[2]",0,0,0,0,3.220891875e-05,0.00863529837480985,NA,3.39340081811686e-05,0.4,64757,-2.90113801014673e-05,1.04213025191564,0
"beta[3]",0,0,0,0,-0.000160581318125,0.00933079661183765,NA,3.75404795153822e-05,0.4,61779,-0.000271530794690295,1.02851527546745,0
"beta[4]",0,0,0,0,0.00056435247125,0.0170921701573453,NA,7.489950319348e-05,0.4,52076,-0.000998525847758784,1.05955427510934,0
"beta[5]",0,0,0,0,-1.70884063750001e-05,0.0140117144213592,NA,5.42386033508735e-05,0.4,66737,-0.000123864895907823,1.13904098347294,0
"beta[6]",0,0,0,0,-1.70099075e-05,0.0107751734036041,NA,3.86169956149838e-05,0.4,77856,-0.000124107879937694,1.22510869889532,0
"beta[7]",0,0,0,0,-8.040224505e-05,0.0121783305368917,NA,4.80520876280098e-05,0.4,64232,0.0176619519532114,1.05520248677613,0
"beta[8]",0,0,0,0,0.000619640832875,0.0212568089624669,NA,0.00011035301353108,0.5,37105,-0.000186716043588803,1.00526474769377,0
"beta[9]",0,0,0,0,-0.00046695350775,0.0164876766412171,NA,8.68437629325076e-05,0.5,36045,-0.000695552863893498,1.11472541959091,0
"beta[10]",0,0,0,0,4.590062475e-05,0.00577544926778531,NA,2.04192967082483e-05,0.4,80000,-6.59336729098503e-05,1.04419187170423,0
"beta[11]",0,0,0,0,0.00029416784375,0.0139446731224067,NA,6.08761005836308e-05,0.4,52471,-0.000543028554483675,1.01852371678731,0
"beta[12]",0,0,0,0,0.00015049765375,0.01462230757922,NA,6.51457930776486e-05,0.4,50380,-0.000217243767138786,1.04745531086149,0
"beta[13]",0,0,0,0,-8.415827e-05,0.00768833557769245,NA,2.85846467131925e-05,0.4,72343,-0.000108126081435731,1.00718656442989,0
"beta[14]",0,0,0,0,-0.000933439617125,0.0233840858320046,NA,0.000153008244010697,0.7,23357,0.0318809293274488,1.01773256066189,0
"beta[15]",0,0,0,0,0.00019935889875,0.0098924524431187,NA,3.49751010254743e-05,0.4,80000,-0.000454371124138751,1.03361539114821,0
"beta[16]",0,0,0,0,0.0001327089635,0.0113372321606084,NA,4.00831687032681e-05,0.4,80000,-0.000131892778018057,1.01181667917705,0
